club,season,previous_observed_season,previous_tier,current_tier,movement_direction,match_id,match_date,opponent,is_home,new_season_match_number,window,matches_observed_in_new_season,tier_season_observed_fixtures,tier_season_expected_fixtures,tier_season_fixture_coverage,tier_season_archive_complete,has_complete_20_match_window,goals_for,goals_against,goal_difference,win,market_team_probability,bbc_shot_difference,bbc_proxy_xg_difference,transition_definition,m12_draw_averaged_team_win_probability,m12_score_support,score_support_mass,m12_opponent_win_probability,coherent_market_opponent_probability,opponent_archive_odds,transitioning_market_favourite,coherent_market_team_probability,m12_minus_market,archive_odds,quarter_kelly_fraction
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035532,2025-10-24,queen-of-the-south,1,11,11-20,35,175,180,0.972,0,1,1.0,2.0,-1.0,0,0.621373,-3.000,-0.324,consecutive observed seasons changed tier; mechanism unverified,0.483040,0:11 independent Poisson draw-wise,0.9999998149,0.267425,0.1563140520831086,6.4,1,0.621373,-0.138332,1.6100,0.000000
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035539,2025-11-01,east-fife,0,12,11-20,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.392495,2.000,0.177,consecutive observed seasons changed tier; mechanism unverified,0.411971,0:11 independent Poisson draw-wise,0.9999999207,0.330426,0.35630776082841553,2.82,1,0.392495,0.019475,2.5600,0.006834
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035541,2025-11-08,peterhead,1,13,11-20,35,175,180,0.972,0,1,3.0,0.0,3.0,1,0.572457,5.000,0.911,consecutive observed seasons changed tier; mechanism unverified,0.439132,0:11 independent Poisson draw-wise,0.9999999246,0.300452,0.18901890189018905,5.3,1,0.572457,-0.133325,1.7500,0.000000
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035555,2025-11-15,cove-rangers,0,14,11-20,35,175,180,0.972,0,1,1.0,2.0,-1.0,0,0.559435,5.000,0.253,consecutive observed seasons changed tier; mechanism unverified,0.407446,0:11 independent Poisson draw-wise,0.9999999433,0.331144,0.18337033299697275,5.4,1,0.559435,-0.151989,1.7700,0.000000
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035551,2025-11-22,kelty-hearts-fc,1,15,11-20,35,175,180,0.972,0,1,3.0,1.0,2.0,1,0.733855,-3.000,-0.115,consecutive observed seasons changed tier; mechanism unverified,0.563883,0:11 independent Poisson draw-wise,0.9999994161,0.204863,0.09980430528375735,10.0,1,0.733855,-0.169972,1.3600,0.000000
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035562,2025-12-06,stenhousemuir,0,16,11-20,35,175,180,0.972,0,1,0.0,0.0,0.0,0,0.411769,-8.000,-0.804,consecutive observed seasons changed tier; mechanism unverified,0.369679,0:11 independent Poisson draw-wise,0.9999999605,0.365973,0.3091433800239319,3.25,1,0.411769,-0.042090,2.4400,0.000000
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035564,2025-12-13,inverness-caledonian-thistle,0,17,11-20,35,175,180,0.972,0,1,0.0,4.0,-4.0,0,0.161162,-4.000,-0.150,consecutive observed seasons changed tier; mechanism unverified,0.286420,0:11 independent Poisson draw-wise,0.9999999368,0.449643,0.616792678074015,1.62,0,0.161162,0.125258,6.2000,0.036598
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035568,2025-12-20,alloa-athletic,1,18,11-20,35,175,180,0.972,0,1,1.0,0.0,1.0,1,0.387810,-4.000,-0.328,consecutive observed seasons changed tier; mechanism unverified,0.487005,0:11 independent Poisson draw-wise,0.9999998327,0.261617,0.352306502755886,2.84,1,0.387810,0.099194,2.5800,0.038924
hamilton-academical,25/26,24/25,55,56,downward_tier_move,14035574,2025-12-27,queen-of-the-south,0,19,11-20,35,175,180,0.972,0,1,1.0,4.0,-3.0,0,0.279488,-13.000,-1.339,consecutive observed seasons changed tier; mechanism unverified,0.333680,0:11 independent Poisson draw-wise,0.9999999370,0.406558,0.47246714357012143,2.1,0,0.279488,0.054192,3.5500,0.016761
hamilton-academical,25/26,24/25,55,56,downward_tier_move,15363335,2026-01-17,peterhead,0,20,11-20,35,175,180,0.972,0,1,3.0,2.0,1.0,1,0.198241,-9.000,-0.703,consecutive observed seasons changed tier; mechanism unverified,0.350824,0:11 independent Poisson draw-wise,0.9999999333,0.390555,0.560002185374382,1.77,0,0.198241,0.152584,5.0000,0.046305
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035662,2025-08-02,elgin-city,1,1,1-5,35,175,180,0.972,0,1,3.0,2.0,1.0,1,0.415352,1.000,0.297,consecutive observed seasons changed tier; mechanism unverified,0.311363,0:11 independent Poisson draw-wise,0.9999998906,0.435058,0.3322818086225026,3.0,1,0.415352,-0.103990,2.4000,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035669,2025-08-09,stirling-albion,0,2,1-5,35,175,180,0.972,0,1,0.0,0.0,0.0,0,0.357040,-2.000,-0.286,consecutive observed seasons changed tier; mechanism unverified,0.320418,0:11 independent Poisson draw-wise,0.9999997805,0.436084,0.3817577334489737,2.6,0,0.357040,-0.036622,2.7800,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035675,2025-08-16,edinburgh-city-fc,0,3,1-5,35,175,180,0.972,0,1,2.0,2.0,0.0,0,0.344369,-8.000,-0.596,consecutive observed seasons changed tier; mechanism unverified,0.301189,0:11 independent Poisson draw-wise,0.9999997595,0.455328,0.405963463288304,2.46,0,0.344369,-0.043180,2.9000,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035677,2025-08-23,dumbarton,1,4,1-5,35,175,180,0.972,0,1,3.0,4.0,-1.0,0,,11.000,1.774,consecutive observed seasons changed tier; mechanism unverified,0.405891,0:11 independent Poisson draw-wise,0.9999998066,0.349117,,,,,,,
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035686,2025-08-30,the-spartans-fc,0,5,1-5,35,175,180,0.972,0,1,0.0,1.0,-1.0,0,,4.000,0.316,consecutive observed seasons changed tier; mechanism unverified,0.292070,0:11 independent Poisson draw-wise,0.9999996817,0.467418,,,,,,,
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035689,2025-09-13,clyde-fc,1,6,6-10,35,175,180,0.972,0,1,0.0,6.0,-6.0,0,0.347730,-9.000,-1.587,consecutive observed seasons changed tier; mechanism unverified,0.294699,0:11 independent Poisson draw-wise,0.9999997955,0.459119,0.41382707939896546,2.42,0,0.347730,-0.053031,2.8800,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035690,2025-09-20,forfar-athletic,0,7,6-10,35,175,180,0.972,0,1,0.0,1.0,-1.0,0,0.222623,-7.000,-1.478,consecutive observed seasons changed tier; mechanism unverified,0.230101,0:11 independent Poisson draw-wise,0.9999995378,0.533359,0.5137449301487157,1.95,0,0.222623,0.007478,4.5000,0.001410
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035703,2025-09-27,east-kilbride,1,8,6-10,35,175,180,0.972,0,1,3.0,1.0,2.0,1,0.227850,3.000,-0.150,consecutive observed seasons changed tier; mechanism unverified,0.324427,0:11 independent Poisson draw-wise,0.9999997798,0.430973,0.5390006267449148,1.86,0,0.227850,0.096576,4.4000,0.030418
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035705,2025-10-04,stranraer,0,9,6-10,35,175,180,0.972,0,1,1.0,0.0,1.0,1,0.382926,-1.000,0.697,consecutive observed seasons changed tier; mechanism unverified,0.299335,0:11 independent Poisson draw-wise,0.9999998100,0.454082,0.34385164533434714,2.94,1,0.382926,-0.083591,2.6400,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035707,2025-10-18,stirling-albion,1,10,6-10,35,175,180,0.972,0,1,1.0,1.0,0.0,0,,1.000,0.206,consecutive observed seasons changed tier; mechanism unverified,0.452482,0:11 independent Poisson draw-wise,0.9999996463,0.309030,,,,,,,
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035712,2025-11-01,elgin-city,0,11,11-20,35,175,180,0.972,0,1,0.0,2.0,-2.0,0,0.284087,-11.000,-0.773,consecutive observed seasons changed tier; mechanism unverified,0.237555,0:11 independent Poisson draw-wise,0.9999995138,0.527149,0.4579912663755459,2.14,0,0.284087,-0.046532,3.4500,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035718,2025-11-08,dumbarton,0,12,11-20,35,175,180,0.972,0,1,1.0,2.0,-1.0,0,0.284741,-6.000,-0.508,consecutive observed seasons changed tier; mechanism unverified,0.331243,0:11 independent Poisson draw-wise,0.9999998003,0.425029,0.45299727520435973,2.2,0,0.284741,0.046502,3.5000,0.014570
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035721,2025-11-15,edinburgh-city-fc,1,13,11-20,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.418704,1.000,-0.019,consecutive observed seasons changed tier; mechanism unverified,0.350996,0:11 independent Poisson draw-wise,0.9999998728,0.400256,0.333254012893177,2.94,1,0.418704,-0.067708,2.3400,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035726,2025-11-22,clyde-fc,0,14,11-20,35,175,180,0.972,0,1,0.0,1.0,-1.0,0,,10.000,0.716,consecutive observed seasons changed tier; mechanism unverified,0.240928,0:11 independent Poisson draw-wise,0.9999995578,0.522720,,,,,,,
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035731,2025-12-06,the-spartans-fc,1,15,11-20,35,175,180,0.972,0,1,1.0,1.0,0.0,0,,-7.000,-0.481,consecutive observed seasons changed tier; mechanism unverified,0.347265,0:11 independent Poisson draw-wise,0.9999999251,0.396671,,,,,,,
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035737,2025-12-13,forfar-athletic,1,16,11-20,35,175,180,0.972,0,1,3.0,1.0,2.0,1,0.508002,8.000,1.109,consecutive observed seasons changed tier; mechanism unverified,0.324845,0:11 independent Poisson draw-wise,0.9999999190,0.418824,0.2291916073341314,4.3,1,0.508002,-0.183157,1.9400,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035742,2025-12-20,east-kilbride,0,17,11-20,35,175,180,0.972,0,1,3.0,1.0,2.0,1,0.198881,0.000,0.270,consecutive observed seasons changed tier; mechanism unverified,0.247389,0:11 independent Poisson draw-wise,0.9999994022,0.518302,0.584944048830112,1.7,0,0.198881,0.048508,5.0000,0.013849
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035746,2025-12-27,stranraer,1,18,11-20,35,175,180,0.972,0,1,2.0,2.0,0.0,0,0.442907,-3.000,0.204,consecutive observed seasons changed tier; mechanism unverified,0.372254,0:11 independent Poisson draw-wise,0.9999998948,0.376555,0.3014409318360584,3.35,1,0.442907,-0.070652,2.2800,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035771,2026-01-24,edinburgh-city-fc,0,19,11-20,35,175,180,0.972,0,1,2.0,2.0,0.0,0,0.548105,1.000,-0.581,consecutive observed seasons changed tier; mechanism unverified,0.359008,0:11 independent Poisson draw-wise,0.9999998466,0.394953,0.23836205751918635,4.3,1,0.548105,-0.189098,1.8700,0.000000
annan-athletic,25/26,24/25,56,57,downward_tier_move,14035772,2026-01-31,clyde-fc,1,20,11-20,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.407781,-3.000,-0.274,consecutive observed seasons changed tier; mechanism unverified,0.328680,0:11 independent Poisson draw-wise,0.9999998846,0.419901,0.33959433900736974,3.05,1,0.407781,-0.079101,2.5400,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035487,2025-08-02,peterhead,0,1,1-5,35,175,180,0.972,0,1,1.0,4.0,-3.0,0,,2.000,-0.312,consecutive observed seasons changed tier; mechanism unverified,0.229630,0:11 independent Poisson draw-wise,0.9999998245,0.518366,,,,,,,
east-fife,25/26,24/25,57,56,upward_tier_move,14035497,2025-08-09,alloa-athletic,1,2,1-5,35,175,180,0.972,0,1,0.0,1.0,-1.0,0,0.346358,8.000,0.395,consecutive observed seasons changed tier; mechanism unverified,0.436947,0:11 independent Poisson draw-wise,0.9999998884,0.309337,0.3893167526319508,2.58,0,0.346358,0.090589,2.9000,0.033639
east-fife,25/26,24/25,57,56,upward_tier_move,14035484,2025-08-16,hamilton-academical,0,3,1-5,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.153878,-3.000,1.101,consecutive observed seasons changed tier; mechanism unverified,0.235245,0:11 independent Poisson draw-wise,0.9999996199,0.522726,0.6272733212815542,1.57,0,0.153878,0.081367,6.4000,0.022683
east-fife,25/26,24/25,57,56,upward_tier_move,14035494,2025-08-23,kelty-hearts-fc,1,4,1-5,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.535875,11.000,1.036,consecutive observed seasons changed tier; mechanism unverified,0.491487,0:11 independent Poisson draw-wise,0.9999998092,0.259378,0.2004174187725632,5.0,1,0.535875,-0.044389,1.8700,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035504,2025-08-30,stenhousemuir,0,5,1-5,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.328622,0.000,0.184,consecutive observed seasons changed tier; mechanism unverified,0.336959,0:11 independent Poisson draw-wise,0.9999999108,0.408467,0.39752650176678445,2.48,0,0.328622,0.008337,3.0000,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035509,2025-09-13,queen-of-the-south,1,6,6-10,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.346992,7.000,0.295,consecutive observed seasons changed tier; mechanism unverified,0.384502,0:11 independent Poisson draw-wise,0.9999999312,0.357788,0.3934398308151954,2.54,0,0.346992,0.037510,2.8800,0.012607
east-fife,25/26,24/25,57,56,upward_tier_move,14035513,2025-09-20,montrose,1,7,6-10,35,175,180,0.972,0,1,1.0,1.0,0.0,0,,10.000,1.250,consecutive observed seasons changed tier; mechanism unverified,0.497241,0:11 independent Poisson draw-wise,0.9999996755,0.261029,,,,,,,
east-fife,25/26,24/25,57,56,upward_tier_move,14035519,2025-09-27,inverness-caledonian-thistle,0,8,6-10,35,175,180,0.972,0,1,1.0,4.0,-3.0,0,0.132610,-14.000,-1.078,consecutive observed seasons changed tier; mechanism unverified,0.274560,0:11 independent Poisson draw-wise,0.9999998848,0.469237,0.6585998598723704,1.49,0,0.132610,0.141950,7.4000,0.039724
east-fife,25/26,24/25,57,56,upward_tier_move,14035524,2025-10-04,cove-rangers,1,9,6-10,35,175,180,0.972,0,1,2.0,0.0,2.0,1,0.461491,4.000,0.809,consecutive observed seasons changed tier; mechanism unverified,0.421831,0:11 independent Poisson draw-wise,0.9999999253,0.320067,0.2729943905262221,3.55,1,0.461491,-0.039660,2.1000,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035527,2025-10-18,alloa-athletic,0,10,6-10,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.345461,4.000,1.063,consecutive observed seasons changed tier; mechanism unverified,0.321610,0:11 independent Poisson draw-wise,0.9999999058,0.423517,0.37049399198931915,2.76,0,0.345461,-0.023851,2.9600,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035533,2025-10-25,kelty-hearts-fc,0,11,11-20,35,175,180,0.972,0,1,3.0,0.0,3.0,1,0.520129,7.000,-0.068,consecutive observed seasons changed tier; mechanism unverified,0.388692,0:11 independent Poisson draw-wise,0.9999999306,0.354189,0.21137165759406595,4.7,1,0.520129,-0.131438,1.9100,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035539,2025-11-01,hamilton-academical,1,12,11-20,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.356308,-2.000,-0.177,consecutive observed seasons changed tier; mechanism unverified,0.330426,0:11 independent Poisson draw-wise,0.9999999207,0.411971,0.39249526778755145,2.56,0,0.356308,-0.025882,2.8200,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035545,2025-11-08,queen-of-the-south,0,13,11-20,35,175,180,0.972,0,1,0.0,3.0,-3.0,0,0.344369,-2.000,-1.017,consecutive observed seasons changed tier; mechanism unverified,0.330701,0:11 independent Poisson draw-wise,0.9999999296,0.411626,0.405963463288304,2.46,0,0.344369,-0.013668,2.9000,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035554,2025-11-15,stenhousemuir,1,14,11-20,35,175,180,0.972,0,1,1.0,0.0,1.0,1,0.435534,1.000,0.259,consecutive observed seasons changed tier; mechanism unverified,0.390708,0:11 independent Poisson draw-wise,0.9999999445,0.349350,0.2862080884894573,3.5,1,0.435534,-0.044826,2.3000,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035559,2025-11-22,montrose,0,15,11-20,35,175,180,0.972,0,1,1.0,2.0,-1.0,0,0.412414,-1.000,-0.115,consecutive observed seasons changed tier; mechanism unverified,0.395694,0:11 independent Poisson draw-wise,0.9999999171,0.349997,0.3170429941231055,3.2,1,0.412414,-0.016720,2.4600,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035563,2025-12-13,cove-rangers,0,16,11-20,35,175,180,0.972,0,1,1.0,0.0,1.0,1,,2.000,0.153,consecutive observed seasons changed tier; mechanism unverified,0.331604,0:11 independent Poisson draw-wise,0.9999999432,0.408169,,,,,,,
east-fife,25/26,24/25,57,56,upward_tier_move,14035567,2025-12-20,peterhead,1,17,11-20,35,175,180,0.972,0,1,0.0,1.0,-1.0,0,0.407767,-4.000,-0.602,consecutive observed seasons changed tier; mechanism unverified,0.344100,0:11 independent Poisson draw-wise,0.9999999519,0.393308,0.31585760517799355,3.15,1,0.407767,-0.063667,2.4400,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035576,2025-12-27,kelty-hearts-fc,1,18,11-20,35,175,180,0.972,0,1,0.0,1.0,-1.0,0,0.574464,-3.000,-0.492,consecutive observed seasons changed tier; mechanism unverified,0.476705,0:11 independent Poisson draw-wise,0.9999997978,0.275529,0.18173944056656646,5.5,1,0.574464,-0.097759,1.7400,0.000000
east-fife,25/26,24/25,57,56,upward_tier_move,14035585,2026-01-10,stenhousemuir,0,19,11-20,35,175,180,0.972,0,1,0.0,5.0,-5.0,0,0.219539,-4.000,-0.925,consecutive observed seasons changed tier; mechanism unverified,0.341356,0:11 independent Poisson draw-wise,0.9999999596,0.393472,0.4999396208187417,2.02,0,0.219539,0.121817,4.6000,0.038666
east-fife,25/26,24/25,57,56,upward_tier_move,15305942,2026-01-20,inverness-caledonian-thistle,1,20,11-20,35,175,180,0.972,0,1,0.0,2.0,-2.0,0,0.146737,-9.000,-1.028,consecutive observed seasons changed tier; mechanism unverified,0.302349,0:11 independent Poisson draw-wise,0.9999999526,0.430710,0.6315268089321832,1.58,0,0.146737,0.155612,6.8000,0.044902
peterhead,25/26,24/25,57,56,upward_tier_move,14035487,2025-08-02,east-fife,1,1,1-5,35,175,180,0.972,0,1,4.0,1.0,3.0,1,,-2.000,0.312,consecutive observed seasons changed tier; mechanism unverified,0.518366,0:11 independent Poisson draw-wise,0.9999998245,0.229630,,,,,,,
peterhead,25/26,24/25,57,56,upward_tier_move,14035498,2025-08-09,inverness-caledonian-thistle,0,2,1-5,35,175,180,0.972,0,1,0.0,2.0,-2.0,0,0.146142,-8.000,-1.060,consecutive observed seasons changed tier; mechanism unverified,0.332528,0:11 independent Poisson draw-wise,0.9999999799,0.390683,0.6172465960665657,1.61,0,0.146142,0.186386,6.8000,0.053774
peterhead,25/26,24/25,57,56,upward_tier_move,14035489,2025-08-16,queen-of-the-south,0,3,1-5,35,175,180,0.972,0,1,0.0,4.0,-4.0,0,0.222623,-16.000,-0.921,consecutive observed seasons changed tier; mechanism unverified,0.388889,0:11 independent Poisson draw-wise,0.9999999615,0.344484,0.5137449301487157,1.95,0,0.222623,0.166266,4.5000,0.052681
peterhead,25/26,24/25,57,56,upward_tier_move,14035493,2025-08-23,cove-rangers,1,4,1-5,35,175,180,0.972,0,1,3.0,1.0,2.0,1,0.378763,4.000,0.688,consecutive observed seasons changed tier; mechanism unverified,0.454856,0:11 independent Poisson draw-wise,0.9999999216,0.284112,0.3545870672426021,2.82,1,0.378763,0.076092,2.6400,0.028917
peterhead,25/26,24/25,57,56,upward_tier_move,14035505,2025-08-30,montrose,0,5,1-5,35,175,180,0.972,0,1,1.0,2.0,-1.0,0,,5.000,-0.474,consecutive observed seasons changed tier; mechanism unverified,0.485539,0:11 independent Poisson draw-wise,0.9999997691,0.268167,,,,,,,
peterhead,25/26,24/25,57,56,upward_tier_move,14035511,2025-09-13,hamilton-academical,1,6,6-10,35,175,180,0.972,0,1,2.0,2.0,0.0,0,0.344408,3.000,-0.025,consecutive observed seasons changed tier; mechanism unverified,0.395225,0:11 independent Poisson draw-wise,0.9999999470,0.341797,0.402735295151707,2.48,0,0.344408,0.050817,2.9000,0.017606
peterhead,25/26,24/25,57,56,upward_tier_move,14035516,2025-09-20,stenhousemuir,0,7,6-10,35,175,180,0.972,0,1,1.0,3.0,-2.0,0,0.321437,1.000,-0.449,consecutive observed seasons changed tier; mechanism unverified,0.391948,0:11 independent Poisson draw-wise,0.9999999532,0.344512,0.42543134010872136,2.38,0,0.321437,0.070511,3.1500,0.025840
peterhead,25/26,24/25,57,56,upward_tier_move,14035521,2025-09-27,alloa-athletic,1,8,6-10,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.405290,2.000,0.141,consecutive observed seasons changed tier; mechanism unverified,0.484934,0:11 independent Poisson draw-wise,0.9999998216,0.265218,0.3323378839590444,3.0,1,0.405290,0.079644,2.4600,0.031238
peterhead,25/26,24/25,57,56,upward_tier_move,14035526,2025-10-04,kelty-hearts-fc,0,9,6-10,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.533364,0.000,0.166,consecutive observed seasons changed tier; mechanism unverified,0.465925,0:11 independent Poisson draw-wise,0.9999998766,0.279665,0.22789194181482336,4.4,1,0.533364,-0.067439,1.8800,0.000000
peterhead,25/26,24/25,57,56,upward_tier_move,14035531,2025-10-18,queen-of-the-south,1,10,6-10,35,175,180,0.972,0,1,3.0,0.0,3.0,1,0.425980,4.000,1.069,consecutive observed seasons changed tier; mechanism unverified,0.452404,0:11 independent Poisson draw-wise,0.9999998984,0.291762,0.30722195801345203,3.3,1,0.425980,0.026424,2.3800,0.011874
peterhead,25/26,24/25,57,56,upward_tier_move,14035535,2025-10-25,inverness-caledonian-thistle,1,11,11-20,35,175,180,0.972,0,1,0.0,1.0,-1.0,0,0.195730,4.000,-0.258,consecutive observed seasons changed tier; mechanism unverified,0.351384,0:11 independent Poisson draw-wise,0.9999999641,0.381592,0.56080030038084,1.78,0,0.195730,0.155654,5.1000,0.047489
peterhead,25/26,24/25,57,56,upward_tier_move,14035538,2025-11-01,cove-rangers,0,12,11-20,35,175,180,0.972,0,1,2.0,1.0,1.0,1,0.364729,-5.000,-0.209,consecutive observed seasons changed tier; mechanism unverified,0.422694,0:11 independent Poisson draw-wise,0.9999999320,0.318013,0.3756980454726765,2.66,0,0.364729,0.057966,2.7400,0.021035
peterhead,25/26,24/25,57,56,upward_tier_move,14035541,2025-11-08,hamilton-academical,0,13,11-20,35,175,180,0.972,0,1,0.0,3.0,-3.0,0,0.189019,-5.000,-0.911,consecutive observed seasons changed tier; mechanism unverified,0.300452,0:11 independent Poisson draw-wise,0.9999999246,0.439132,0.5724572457245725,1.75,0,0.189019,0.111433,5.3000,0.033611
peterhead,25/26,24/25,57,56,upward_tier_move,14035549,2025-11-15,montrose,1,14,11-20,35,175,180,0.972,0,1,1.0,1.0,0.0,0,0.528402,5.000,0.939,consecutive observed seasons changed tier; mechanism unverified,0.554370,0:11 independent Poisson draw-wise,0.9999993926,0.214363,0.22192866578599732,4.5,1,0.528402,0.025969,1.8900,0.010861
