club,season,previous_observed_season,previous_tier,current_tier,movement_direction,match_id,match_date,opponent,is_home,new_season_match_number,window,matches_observed_in_new_season,tier_season_observed_fixtures,tier_season_expected_fixtures,tier_season_fixture_coverage,tier_season_archive_complete,has_complete_20_match_window,goals_for,goals_against,goal_difference,win,market_team_probability,bbc_shot_difference,bbc_proxy_xg_difference,transition_definition
dumbarton,25/26,24/25,56,57,downward_tier_move,14035768,2026-01-24,elgin-city,1,20,11-20,35,175,180,0.972,0,1,2.0,2.0,0.0,0,,1.000,-0.480,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395483,2023-08-05,the-spartans-fc,0,1,1-5,36,178,180,0.989,0,1,1.0,1.0,0.0,0,,1.000,0.163,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395482,2023-08-12,bonnyrigg-rose,1,2,1-5,36,178,180,0.989,0,1,0.0,2.0,-2.0,0,0.416901,-3.000,-0.306,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395476,2023-08-19,peterhead,1,3,1-5,36,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.277368,-8.000,-1.009,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395467,2023-08-26,stranraer,0,4,1-5,36,178,180,0.989,0,1,0.0,1.0,-1.0,0,0.212681,-6.000,-0.815,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395466,2023-09-02,forfar-athletic,1,5,1-5,36,178,180,0.989,0,1,0.0,0.0,0.0,0,0.322570,0.000,0.294,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395460,2023-09-16,east-fife,0,6,6-10,36,178,180,0.989,0,1,0.0,2.0,-2.0,0,,-3.000,-0.493,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395448,2023-09-23,elgin-city,1,7,6-10,36,178,180,0.989,0,1,2.0,1.0,1.0,1,0.449367,-2.000,-0.812,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395446,2023-09-30,stenhousemuir,0,8,6-10,36,178,180,0.989,0,1,2.0,2.0,0.0,0,0.166395,-1.000,0.171,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395443,2023-10-07,dumbarton,1,9,6-10,36,178,180,0.989,0,1,0.0,4.0,-4.0,0,0.212619,-1.000,-1.533,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395438,2023-10-21,bonnyrigg-rose,0,10,6-10,36,178,180,0.989,0,1,2.0,3.0,-1.0,0,0.185156,4.000,0.098,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395437,2023-11-04,the-spartans-fc,1,11,11-20,36,178,180,0.989,0,1,1.0,2.0,-1.0,0,,3.000,-0.140,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395426,2023-11-11,forfar-athletic,0,12,11-20,36,178,180,0.989,0,1,1.0,1.0,0.0,0,0.256469,-2.000,-0.545,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395427,2023-11-18,east-fife,1,13,11-20,36,178,180,0.989,0,1,0.0,4.0,-4.0,0,0.335927,-3.000,-0.826,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395413,2023-12-09,stranraer,1,14,11-20,36,178,180,0.989,0,1,2.0,2.0,0.0,0,0.352221,0.000,-0.713,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395409,2023-12-16,peterhead,0,15,11-20,36,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.162383,-3.000,-0.566,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395403,2023-12-23,dumbarton,0,16,11-20,36,178,180,0.989,0,1,4.0,4.0,0.0,0,0.132909,3.000,0.774,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395397,2023-12-30,stenhousemuir,1,17,11-20,36,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.184716,1.000,-0.414,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395394,2024-01-06,bonnyrigg-rose,1,18,11-20,36,178,180,0.989,0,1,3.0,2.0,1.0,1,0.304949,-1.000,-0.138,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395388,2024-01-13,east-fife,0,19,11-20,36,178,180,0.989,0,1,1.0,1.0,0.0,0,0.292307,4.000,0.262,consecutive observed seasons changed tier; mechanism unverified
clyde-fc,23/24,22/23,56,57,downward_tier_move,11395373,2024-01-27,the-spartans-fc,0,20,11-20,36,178,180,0.989,0,1,1.0,1.0,0.0,0,,2.000,0.106,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395858,2023-08-05,dunfermline-athletic,0,1,1-5,36,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.262136,-1.000,0.003,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395854,2023-08-12,partick-thistle,1,2,1-5,36,178,180,0.989,0,1,2.0,1.0,1.0,1,0.289620,4.000,0.334,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395849,2023-08-26,inverness-caledonian-thistle,1,3,1-5,36,178,180,0.989,0,1,2.0,1.0,1.0,1,0.463771,-11.000,-1.453,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395840,2023-09-02,dundee-united,0,4,1-5,36,178,180,0.989,0,1,0.0,2.0,-2.0,0,0.151240,0.000,0.165,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395835,2023-09-16,arbroath,0,5,1-5,36,178,180,0.989,0,1,0.0,4.0,-4.0,0,0.353430,-5.000,-1.365,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395829,2023-09-23,raith-rovers,1,6,6-10,36,178,180,0.989,0,1,1.0,0.0,1.0,1,0.338566,-4.000,-0.026,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395822,2023-09-30,greenock-morton,0,7,6-10,36,178,180,0.989,0,1,1.0,0.0,1.0,1,0.313808,-5.000,-0.794,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395820,2023-10-07,ayr-united,1,8,6-10,36,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.452214,-3.000,-0.394,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395814,2023-10-20,queens-park-fc,1,9,6-10,36,178,180,0.989,0,1,1.0,1.0,0.0,0,0.474842,-3.000,-0.181,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395808,2023-10-28,inverness-caledonian-thistle,0,10,6-10,36,178,180,0.989,0,1,0.0,1.0,-1.0,0,0.313725,2.000,-0.087,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395805,2023-10-31,dundee-united,1,11,11-20,36,178,180,0.989,0,1,0.0,2.0,-2.0,0,0.152444,0.000,0.084,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395796,2023-11-04,raith-rovers,0,12,11-20,36,178,180,0.989,0,1,1.0,1.0,0.0,0,0.196927,6.000,0.534,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395795,2023-11-11,arbroath,1,13,11-20,36,178,180,0.989,0,1,2.0,0.0,2.0,1,0.439351,-2.000,-0.066,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395787,2023-12-02,partick-thistle,0,14,11-20,36,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.262829,0.000,-0.024,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395782,2023-12-09,dunfermline-athletic,1,15,11-20,36,178,180,0.989,0,1,1.0,2.0,-1.0,0,0.332204,3.000,0.883,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395776,2023-12-16,ayr-united,0,16,11-20,36,178,180,0.989,0,1,0.0,1.0,-1.0,0,0.274988,5.000,0.222,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395771,2023-12-23,greenock-morton,1,17,11-20,36,178,180,0.989,0,1,0.0,0.0,0.0,0,0.437731,-2.000,-0.286,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395762,2023-12-30,queens-park-fc,0,18,11-20,36,178,180,0.989,0,1,2.0,1.0,1.0,1,0.358607,5.000,0.028,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395757,2024-01-02,inverness-caledonian-thistle,1,19,11-20,36,178,180,0.989,0,1,2.0,0.0,2.0,1,0.420014,5.000,0.857,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,23/24,22/23,56,55,upward_tier_move,11395756,2024-01-06,raith-rovers,1,20,11-20,36,178,180,0.989,0,1,1.0,0.0,1.0,1,0.336615,0.000,-0.085,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,26/27,25/26,55,56,downward_tier_move,16362400,2026-08-01,cove-rangers,0,1,1-5,8,39,180,0.217,0,0,0.0,0.0,0.0,0,,-2.000,0.259,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,26/27,25/26,55,56,downward_tier_move,16362413,2026-08-08,east-kilbride,1,2,1-5,8,39,180,0.217,0,0,1.0,1.0,0.0,0,,-2.000,0.287,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,26/27,25/26,55,56,downward_tier_move,16362417,2026-08-15,hamilton-academical,0,3,1-5,8,39,180,0.217,0,0,0.0,4.0,-4.0,0,,-4.000,-1.783,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,26/27,25/26,55,56,downward_tier_move,16362416,2026-08-22,ross-county,1,4,1-5,8,39,180,0.217,0,0,1.0,3.0,-2.0,0,,-6.000,-1.080,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,26/27,25/26,55,56,downward_tier_move,16362425,2026-08-29,east-fife,1,5,1-5,8,39,180,0.217,0,0,0.0,0.0,0.0,0,,,,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,26/27,25/26,55,56,downward_tier_move,16362436,2026-09-05,queen-of-the-south,0,6,6-10,8,39,180,0.217,0,0,1.0,2.0,-1.0,0,,,,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,26/27,25/26,55,56,downward_tier_move,16362437,2026-09-12,alloa-athletic,1,7,6-10,8,39,180,0.217,0,0,1.0,0.0,1.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
airdrieonians,26/27,25/26,55,56,downward_tier_move,16362449,2026-09-19,peterhead,0,8,6-10,8,39,180,0.217,0,0,2.0,1.0,1.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574035,2021-07-31,east-fife,0,1,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.459057,9.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574021,2021-08-07,cove-rangers,1,2,1-5,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.378576,9.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574034,2021-08-14,dumbarton,1,3,1-5,36,180,180,1.000,1,1,3.0,0.0,3.0,1,,8.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574144,2021-08-21,alloa-athletic,0,4,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.485626,3.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574148,2021-08-28,falkirk-fc,0,5,1-5,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.337247,-9.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574049,2021-09-11,airdrieonians,1,6,6-10,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.546159,4.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574052,2021-09-18,clyde-fc,0,7,6-10,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.607090,2.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574135,2021-09-25,peterhead,1,8,6-10,36,180,180,1.000,1,1,3.0,2.0,1.0,1,,11.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574138,2021-10-03,montrose,1,9,6-10,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.571134,3.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574048,2021-10-16,dumbarton,0,10,6-10,36,180,180,1.000,1,1,3.0,0.0,3.0,1,0.510667,8.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574159,2021-10-24,alloa-athletic,1,11,11-20,36,180,180,1.000,1,1,3.0,4.0,-1.0,0,0.651140,-2.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574165,2021-10-30,cove-rangers,0,12,11-20,36,180,180,1.000,1,1,3.0,3.0,0.0,0,0.294254,-7.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574056,2021-11-06,east-fife,1,13,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.707094,2.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574060,2021-11-13,clyde-fc,1,14,11-20,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.694988,8.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574188,2021-11-20,peterhead,0,15,11-20,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.506846,1.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574421,2021-12-04,falkirk-fc,1,16,11-20,36,180,180,1.000,1,1,6.0,0.0,6.0,1,0.365646,13.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574518,2021-12-18,montrose,0,17,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.348287,0.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,10040295,2021-12-29,airdrieonians,0,18,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.265800,-6.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,9574491,2022-01-15,alloa-athletic,0,19,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.421929,3.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,21/22,20/21,57,56,upward_tier_move,10073442,2022-01-22,clyde-fc,0,20,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.547030,5.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387761,2022-07-30,inverness-caledonian-thistle,0,1,1-5,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.187779,-1.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387749,2022-08-05,ayr-united,1,2,1-5,36,180,180,1.000,1,1,2.0,3.0,-1.0,0,0.327836,-10.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387737,2022-08-13,partick-thistle,1,3,1-5,36,180,180,1.000,1,1,3.0,2.0,1.0,1,0.244565,-4.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387795,2022-08-20,arbroath,0,4,1-5,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.179114,3.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387747,2022-08-27,cove-rangers,1,5,1-5,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.424026,8.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387743,2022-09-03,dundee-fc,0,6,6-10,36,180,180,1.000,1,1,0.0,3.0,-3.0,0,0.170957,-2.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387621,2022-09-17,hamilton-academical,0,7,6-10,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.365856,-1.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387633,2022-10-01,raith-rovers,1,8,6-10,36,180,180,1.000,1,1,1.0,0.0,1.0,1,0.417801,3.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10731913,2022-10-04,greenock-morton,1,9,6-10,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,,-2.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387635,2022-10-08,ayr-united,0,10,6-10,36,180,180,1.000,1,1,0.0,5.0,-5.0,0,0.195618,5.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387784,2022-10-14,arbroath,1,11,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.413764,-2.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387662,2022-10-22,partick-thistle,0,12,11-20,36,180,180,1.000,1,1,4.0,0.0,4.0,1,0.212700,1.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387661,2022-10-28,dundee-fc,1,13,11-20,36,180,180,1.000,1,1,2.0,2.0,0.0,0,0.315549,-3.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387670,2022-11-04,cove-rangers,0,14,11-20,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.401200,1.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387678,2022-11-12,inverness-caledonian-thistle,1,15,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.462191,5.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387787,2022-11-19,raith-rovers,0,16,11-20,36,180,180,1.000,1,1,5.0,2.0,3.0,1,0.268892,-10.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387682,2022-12-03,hamilton-academical,1,17,11-20,36,180,180,1.000,1,1,4.0,0.0,4.0,1,0.513784,-3.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387690,2022-12-23,arbroath,0,18,11-20,36,180,180,1.000,1,1,4.0,1.0,3.0,1,0.401408,13.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387699,2023-01-02,partick-thistle,1,19,11-20,36,180,180,1.000,1,1,2.0,0.0,2.0,1,0.399202,-4.000,,consecutive observed seasons changed tier; mechanism unverified
queens-park-fc,22/23,21/22,56,55,upward_tier_move,10387745,2023-01-07,cove-rangers,0,20,11-20,36,180,180,1.000,1,1,6.0,0.0,6.0,1,0.474827,7.000,,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12477128,2024-08-03,arbroath,1,1,1-5,36,180,180,1.000,1,1,2.0,1.0,1.0,1,,1.000,0.050,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476797,2024-08-10,kelty-hearts-fc,0,2,1-5,36,180,180,1.000,1,1,0.0,2.0,-2.0,0,0.312708,2.000,0.359,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476790,2024-08-17,alloa-athletic,0,3,1-5,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.240149,-2.000,0.060,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476786,2024-08-24,cove-rangers,1,4,1-5,36,180,180,1.000,1,1,3.0,2.0,1.0,1,0.391815,3.000,0.642,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476779,2024-08-31,annan-athletic,1,5,1-5,36,180,180,1.000,1,1,5.0,1.0,4.0,1,0.388785,-2.000,0.150,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476776,2024-09-14,montrose,0,6,6-10,36,180,180,1.000,1,1,0.0,3.0,-3.0,0,0.330358,0.000,0.205,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476774,2024-09-21,queen-of-the-south,1,7,6-10,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.391815,-10.000,-1.185,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476770,2024-09-28,inverness-caledonian-thistle,0,8,6-10,36,180,180,1.000,1,1,0.0,0.0,0.0,0,0.171751,-2.000,0.774,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476759,2024-10-05,dumbarton,0,9,6-10,36,180,180,1.000,1,1,3.0,1.0,2.0,1,0.263069,13.000,3.201,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476756,2024-10-19,alloa-athletic,1,10,6-10,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.397926,5.000,0.604,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476751,2024-10-26,kelty-hearts-fc,1,11,11-20,36,180,180,1.000,1,1,2.0,1.0,1.0,1,0.408239,8.000,1.098,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476748,2024-11-02,arbroath,0,12,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.254862,-2.000,-0.105,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476743,2024-11-09,annan-athletic,0,13,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.391578,2.000,0.233,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476738,2024-11-16,montrose,1,14,11-20,36,180,180,1.000,1,1,1.0,0.0,1.0,1,,6.000,-0.048,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,13179032,2024-12-03,cove-rangers,0,15,11-20,36,180,180,1.000,1,1,3.0,0.0,3.0,1,0.285119,4.000,0.469,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476724,2024-12-07,dumbarton,1,16,11-20,36,180,180,1.000,1,1,4.0,0.0,4.0,1,0.474611,7.000,2.653,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476723,2024-12-14,queen-of-the-south,0,17,11-20,36,180,180,1.000,1,1,1.0,2.0,-1.0,0,0.363322,-4.000,-0.234,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476726,2024-12-21,inverness-caledonian-thistle,1,18,11-20,36,180,180,1.000,1,1,0.0,1.0,-1.0,0,0.380626,-12.000,-1.645,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476715,2024-12-28,alloa-athletic,0,19,11-20,36,180,180,1.000,1,1,3.0,1.0,2.0,1,0.269571,3.000,0.193,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,24/25,23/24,57,56,upward_tier_move,12476706,2025-01-04,annan-athletic,1,20,11-20,36,180,180,1.000,1,1,1.0,1.0,0.0,0,0.543359,1.000,1.300,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,26/27,25/26,56,55,upward_tier_move,16362201,2026-08-01,raith-rovers,0,1,1-5,6,31,180,0.172,0,0,1.0,1.0,0.0,0,,-11.000,,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,26/27,25/26,56,55,upward_tier_move,16362203,2026-08-08,greenock-morton,1,2,1-5,6,31,180,0.172,0,0,2.0,0.0,2.0,1,,2.000,-0.199,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,26/27,25/26,56,55,upward_tier_move,16362209,2026-08-22,queens-park-fc,0,3,1-5,6,31,180,0.172,0,0,2.0,0.0,2.0,1,,6.000,0.813,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,26/27,25/26,56,55,upward_tier_move,16362212,2026-08-29,inverness-caledonian-thistle,1,4,1-5,6,31,180,0.172,0,0,3.0,1.0,2.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,26/27,25/26,56,55,upward_tier_move,16362218,2026-09-04,livingston,0,5,1-5,6,31,180,0.172,0,0,1.0,0.0,1.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
stenhousemuir,26/27,25/26,56,55,upward_tier_move,16362225,2026-09-15,partick-thistle,1,6,6-10,6,31,180,0.172,0,0,1.0,0.0,1.0,1,,,,consecutive observed seasons changed tier; mechanism unverified
stirling-albion,23/24,22/23,57,56,upward_tier_move,11395662,2023-08-05,edinburgh-city-fc,1,1,1-5,36,179,180,0.994,0,1,1.0,0.0,1.0,1,0.576933,7.000,0.875,consecutive observed seasons changed tier; mechanism unverified
stirling-albion,23/24,22/23,57,56,upward_tier_move,11395663,2023-08-12,alloa-athletic,0,2,1-5,36,179,180,0.994,0,1,1.0,0.0,1.0,1,0.322877,1.000,0.746,consecutive observed seasons changed tier; mechanism unverified
stirling-albion,23/24,22/23,57,56,upward_tier_move,11527786,2023-08-22,falkirk-fc,0,3,1-5,36,179,180,0.994,0,1,0.0,3.0,-3.0,0,0.178863,-9.000,-1.846,consecutive observed seasons changed tier; mechanism unverified
stirling-albion,23/24,22/23,57,56,upward_tier_move,11395647,2023-08-26,kelty-hearts-fc,1,4,1-5,36,179,180,0.994,0,1,1.0,0.0,1.0,1,0.423532,1.000,0.066,consecutive observed seasons changed tier; mechanism unverified
