fold,β_median,β_q05,β_q95,β_sd,φ_at_median,rhat,ess_bulk,ess_tail
19,0.05230864163617294,0.050697569111745326,0.0537976958554001,0.0009546968301696463,0.901/0.949/1.0/1.054/1.11,1.001010558836236,3626.3864434274274,2213.3727985890364
20,0.05220061633371617,0.05069762318830673,0.05373490183078374,0.0009184051310242663,0.901/0.949/1.0/1.054/1.11,1.0021333280740206,4200.710134024394,2639.914177136438
21,0.05245567484277167,0.050570684055652834,0.054374433429931014,0.0011795256280378176,0.9/0.949/1.0/1.054/1.111,1.002584882400168,3927.9683016411964,2232.1820550056354
22,0.052532952480306094,0.05064410451584293,0.05433099923990085,0.0011163469223154899,0.9/0.949/1.0/1.054/1.111,1.0021680923287462,3841.341553121146,2390.7564302778987
23,0.0525432242781444,0.05068747365756274,0.05443240559077784,0.0011304744130330106,0.9/0.949/1.0/1.054/1.111,1.0008637001281093,3929.607452713657,2480.346178995624
24,0.05244098247081428,0.05062464994179089,0.054341553771557895,0.0011286472346053824,0.9/0.949/1.0/1.054/1.111,1.0019975748369203,4166.516335438811,2539.245254270563
25,0.05249713956589789,0.05066845086729833,0.054349106358728416,0.001116938988968174,0.9/0.949/1.0/1.054/1.111,1.0004971475026907,4071.8089660954683,2045.1507863305656
26,0.0523746908621512,0.05064299743020327,0.05416258481182413,0.0010857990349600886,0.901/0.949/1.0/1.054/1.11,1.001371527022152,4381.670034345412,2572.5234677490116
27,0.05238694279944622,0.05060206450733257,0.054146354273569175,0.0010787147749304496,0.901/0.949/1.0/1.054/1.11,1.0025193438887723,4064.486263904536,2374.0438118748853
28,0.052370269459992694,0.05059674287829147,0.0542478785054165,0.0011141532463227045,0.901/0.949/1.0/1.054/1.11,1.0015730431420606,3890.8156551962006,2174.596723656333
29,0.05229154260994831,0.05062957555127467,0.05401555314368743,0.0010250606636946812,0.901/0.949/1.0/1.054/1.11,1.0024531128868743,4046.217311787739,2631.3660745822076
30,0.05231330864383648,0.05064706070003943,0.05400260264077412,0.0010059514111500605,0.901/0.949/1.0/1.054/1.11,1.000898466223166,4104.086243791364,2496.550906713186
31,0.05215571801021475,0.0504616289908295,0.053796071670628484,0.0010049720866782987,0.901/0.949/1.0/1.054/1.11,1.0042137317739215,3473.665464037907,2154.1674725905013
32,0.05218506462241712,0.05049215058718379,0.05379755525879118,0.0009920866840819862,0.901/0.949/1.0/1.054/1.11,1.0027639083982405,4167.261753601378,2521.4580076307016
33,0.052228626297772675,0.050547653956698205,0.053854495857560775,0.0010086319854346471,0.901/0.949/1.0/1.054/1.11,1.0025712031883338,4316.5605975475455,2172.8315045755116
34,0.05225598433884624,0.05064367469625185,0.05390357239440946,0.00098985540077402,0.901/0.949/1.0/1.054/1.11,1.0028725326054793,3545.5137126881914,2040.4128449085385
35,0.052137945465855526,0.050492902149383755,0.05371368608877759,0.0009807438826777847,0.901/0.949/1.0/1.054/1.11,1.001064524640807,3567.124797261692,1996.2654283594327
36,0.05217830277106612,0.05067293015382336,0.05367228470455633,0.0009260068956540563,0.901/0.949/1.0/1.054/1.11,0.9999048324487633,3903.903627039039,2034.938879417518
37,0.052272475441297636,0.050726823277821326,0.053802707394685984,0.0009239009194892104,0.901/0.949/1.0/1.054/1.11,1.0027241970848106,4464.273064877393,2188.2268954590686
38,0.052443446518221234,0.05094519430109477,0.053910774244730036,0.0009041393697753157,0.9/0.949/1.0/1.054/1.111,1.0014714868100414,3412.338231743488,2194.0921782294863
39,0.05244458347975405,0.050957887046728254,0.05394029564282188,0.0009186069991945708,0.9/0.949/1.0/1.054/1.111,1.0008923706383297,4029.268911905035,2672.044321878126
40,0.05251395494050558,0.050974702535013815,0.05404017627515303,0.0009278932985664164,0.9/0.949/1.0/1.054/1.111,1.0003041826091128,4306.1804794366935,2660.6281898427296
41,0.051939013340052805,0.0500475854515128,0.05384183623697416,0.0011508685232265003,0.901/0.949/1.0/1.053/1.109,1.0029714997683141,4707.791743262053,2392.9104455593624
42,0.05195276862433096,0.05018488142584397,0.05372893166190282,0.0010783271416349848,0.901/0.949/1.0/1.053/1.109,1.0005085090722352,3665.4872367438657,2017.8814056409449
43,0.05201414310975805,0.05024797851387236,0.05383627524150417,0.0010814724641928166,0.901/0.949/1.0/1.053/1.11,1.0029499300630131,4228.237110575129,2349.162784476224
