fixture,n_identity,max_draw_cdf_gap,max_mean_cdf_gap,max_mass_gap,min_cell,max_diag_spread,Δp_home,Δp_draw,Δp_away,Δp_under25
14035680,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,1.775189884674568e-14,3.47572662037953e-16,-0.0011194004811443392,0.0033238994110057485,-0.0022039992222244176,0.0
14035682,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,3.994501143955587e-15,3.458056386392802e-16,-0.0035141556882569147,0.0068391567692081545,-0.0033249268476733262,5.551115123125783e-17
14035686,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,1.011891512562118e-15,3.396284661538171e-16,-0.003938594753717883,0.007665796843221329,-0.0037271571991408514,0.0
14035684,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,1.0445922335090664e-14,3.4882571649197995e-16,-0.0021438967260396513,0.004608810046316358,-0.002464702733519175,5.551115123125783e-17
14035685,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,1.298678684325145e-15,3.376379673772406e-16,-0.004186671561201116,0.00795336098648719,-0.003766638176601167,3.3306690738754696e-16
14035511,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,6.188501527279545e-16,3.383435555822778e-16,-0.0035283848391800543,0.007584107657731931,-0.004055627883501667,0.0
14035510,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,1.0237905723619457e-15,3.389156731558118e-16,-0.0035777077325153117,0.007365623072400462,-0.0037878639292074356,0.0
14035509,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,2.0285567407981578e-15,3.417438586969821e-16,-0.0037892099388913136,0.007599978544039432,-0.003810728876112557,0.0
14035508,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,2.1779434926195647e-15,3.413382837522361e-16,-0.0037290070592851388,0.007012332574822949,-0.003283175976416086,5.551115123125783e-17
14035507,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,6.924902809753558e-16,3.413147796992035e-16,-0.003810142191835564,0.007987035682687271,-0.004176843372531769,0.0
14035514,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,8.855741964574959e-16,3.4049514214311937e-16,-0.0043685802626122205,0.008895982145449122,-0.004527374760294578,0.0
14035515,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,7.131819670976784e-16,3.42518362274833e-16,-0.0029954092565708523,0.006707785196879562,-0.003711948926939934,5.551115123125783e-17
14035512,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,3.881393144066533e-15,3.4170772360985723e-16,-0.002900114091635153,0.005849034432165445,-0.0029488373306355564,0.0
14035513,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,1.5467809473625634e-15,3.429947454425938e-16,-0.004316493858770976,0.007879186147723538,-0.00356258023761441,0.0
14035516,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,1.5355679574587369e-15,3.377455252008868e-16,-0.004074626419930394,0.007864749409132399,-0.0037900756370974342,1.1102230246251565e-16
14035687,0,2.220446049250313e-16,1.1102230246251565e-16,6.661338147750939e-16,6.444228089175805e-14,3.5478002542997067e-16,-0.0014940848614003743,0.0006162924977818895,0.0008793564975190238,-1.1102230246251565e-16
14035695,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,1.221771275902741e-15,3.393170288155871e-16,-0.004114469353890149,0.0077260102959068044,-0.00361146327058931,0.0
14035689,0,3.3306690738754696e-16,1.1102230246251565e-16,6.661338147750939e-16,7.375376480532245e-15,3.435426150666563e-16,-0.0024388064529434206,0.005021964218032915,-0.002583055974671955,0.0
14035692,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,2.265806902532886e-15,3.425666056620758e-16,-0.0033246765932781197,0.00651691218939332,-0.0031921386308237376,0.0
14035688,0,3.3306690738754696e-16,5.551115123125783e-17,4.440892098500626e-16,4.4300422100751636e-16,3.366547701349755e-16,-0.004727383165307963,0.010015840329965942,-0.005288434998446501,0.0
14035694,0,3.3306690738754696e-16,0.0,6.661338147750939e-16,3.9269299948673907e-14,3.598956732048036e-16,0.0016196074777214964,-5.6013625723660976e-5,-0.001560421751376967,0.0
14035690,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,1.6823902363021008e-15,3.3875535511729987e-16,-0.004310847101567761,0.008171147061888095,-0.0038602494060341885,0.0
14035693,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,7.636757345843497e-16,3.38539074783825e-16,-0.004374404712263913,0.0080669048352352,-0.003692419918222889,0.0
14035691,0,3.3306690738754696e-16,0.0,4.440892098500626e-16,9.034875930031343e-15,3.4677764022749237e-16,-0.002284154804757188,0.004936255001649237,-0.002651721604280538,0.0
14035697,0,3.3306690738754696e-16,1.1102230246251565e-16,6.661338147750939e-16,7.745773845134106e-16,3.388973903349029e-16,-0.004200817709835936,0.008452738399579662,-0.004251890965264515,1.1102230246251565e-16
14035517,0,3.3306690738754696e-16,5.551115123125783e-17,4.440892098500626e-16,1.3840615260572181e-15,3.399707542701632e-16,-0.0037036818836041485,0.007016475554778523,-0.003312664960461842,5.551115123125783e-17
14035518,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,6.297204503509734e-16,3.44294032228901e-16,-0.004039914291215196,0.007120422155802025,-0.003080146742331258,0.0
14035519,0,3.3306690738754696e-16,1.1102230246251565e-16,6.661338147750939e-16,9.262846962790424e-16,3.425959880865411e-16,-0.00446584667079053,0.007890849175216735,-0.0034248151673576532,1.1102230246251565e-16
14035521,0,3.3306690738754696e-16,0.0,5.551115123125783e-16,2.5207062765241863e-15,3.4051520063256284e-16,-0.0036463639791149416,0.007077922703106199,-0.003431487745819306,0.0
14035520,0,3.3306690738754696e-16,1.1102230246251565e-16,4.440892098500626e-16,1.9808700410574134e-15,3.3721738793575144e-16,-0.00391702056700316,0.008047571440594592,-0.0041305138161063515,-1.1102230246251565e-16
14035524,0,4.440892098500626e-16,0.0,5.551115123125783e-16,2.2956083441446367e-15,3.386824873851795e-16,-0.0035532576108198155,0.006885417912143255,-0.0033320791411003414,0.0
14035522,0,3.3306690738754696e-16,5.551115123125783e-17,5.551115123125783e-16,1.1841846050222851e-15,3.3678837378113747e-16,-0.004477895303329538,0.008214273311895004,-0.003736301275194198,0.0
14035526,0,3.3306690738754696e-16,0.0,6.661338147750939e-16,8.838049274328972e-16,3.3935979592588776e-16,-0.003477010900172217,0.007213666890147741,-0.0037365895238346547,1.1102230246251565e-16
14035525,0,3.3306690738754696e-16,0.0,6.661338147750939e-16,7.098876938045492e-16,3.3946800255065033e-16,-0.004755213022577032,0.008419684962947316,-0.003664360672775757,0.0
14035523,0,3.3306690738754696e-16,1.1102230246251565e-16,5.551115123125783e-16,2.0172053580219186e-15,3.3908965858740434e-16,-0.003566820226563794,0.006879374312738051,-0.00331245919227241,1.1102230246251565e-16
