model,fixture,lambda_h,lambda_a,r,mass,p_home,p_draw,p_away,d_home,d_over25,d_over35,d_btts,p_over25,p_btts
m05_wealth_grw_negbin,12477132,1.586329799880347,1.38637047265352,31.318617421853652,0.9999990149622796,0.4227690355307575,0.2397813695254375,0.337448609906109,6.408213319081257e-5,-0.005664302956678524,5.2616212206701984e-5,-0.013263410172199341,0.564110475414093,0.5808868022147718
m05_wealth_grw_negbin,12476800,1.5459940545824455,1.4752794173884298,31.318617421853652,0.9999990293420357,0.3957265458075074,0.2385220679488666,0.36575041558565563,0.0009472833111798251,-0.0059176213279172885,-0.0002200998499186091,-0.013544786179911394,0.5747490923349421,0.5911287226838196
m10_lineup_grw_negbin,12477128,1.4544160931034325,1.1412701541368229,30.20464674377567,0.9999995351251441,0.4418237463331787,0.25789776642738066,0.30027802236460316,-0.0010384783154449018,-0.0035652429878177405,0.0018842254908620348,-0.011595235088277756,0.4758636535420871,0.5061806256408384
m10_lineup_grw_negbin,12477134,1.6524742724925605,1.2174767263290205,30.20464674377567,0.999997954578264,0.4730695030316326,0.239911318177712,0.2870171333689367,-0.0016974073430441883,-0.0053120047365352585,0.0004945166163967674,-0.012704370346875105,0.5389177020080242,0.5498967120575404
m10_lineup_grw_negbin,12477131,1.9643066463487122,1.476787347750585,30.20464674377567,0.9999877482080489,0.487587373604556,0.21425254470562508,0.29814782989785543,-0.001799023711486436,-0.008371619154518228,-0.003110752177752363,-0.014819542370514083,0.654853500977667,0.6402589863199031
m10_lineup_grw_negbin,12477135,1.5963915647980682,1.3043745481380442,30.20464674377567,0.9999984541802326,0.4418061717451581,0.24122739056253803,0.3169648918725786,-0.0006826832972504082,-0.0054424758248734495,0.00033618058818396523,-0.013075900723538592,0.5460915829086349,0.5611812654474242
m10_lineup_grw_negbin,12477132,1.464282425228511,1.266898344634353,30.20464674377567,0.9999994245233612,0.41740575758851356,0.25212324974455513,0.3304704171903012,-0.0001257429255541176,-0.004357882576170091,0.001287887225811024,-0.012447070387249348,0.5083246784212471,0.5359143193222927
m10_lineup_grw_negbin,12476800,1.5767066481085745,1.554388981059144,30.20464674377567,0.9999982697456683,0.3880568041341665,0.23327428047048182,0.37866718514099595,0.001348536692539648,-0.006719944480325535,-0.0009551131113473832,-0.014355241453933187,0.5969760482270923,0.6074226411472479
m12_joint_hybrid_synergy_negbin,12477128,1.4873455558650561,1.2026743271291442,30.905897796146885,0.9999995226157571,0.4368210350124569,0.2532972039714898,0.30988128363181255,-0.0007406390648476147,-0.004067262366228286,0.0015010517110951027,-0.012010132073453805,0.4992364021475226,0.5274588830703447
m12_joint_hybrid_synergy_negbin,12477134,1.4541128178307003,1.301370828341589,30.905897796146885,0.9999995085390719,0.40794525549843913,0.2515799651897751,0.3404742878508596,0.00019930981435017925,-0.004421809893648376,0.0011675816591263932,-0.012437440759346385,0.5143256366914416,0.5424689766089131
m12_joint_hybrid_synergy_negbin,12477131,1.7342414162347914,1.459144164213781,30.905897796146885,0.9999973933162098,0.4421696963221012,0.22845907426901155,0.329368622725085,-0.00033996825281346066,-0.0069849698390465065,-0.0013163677293064335,-0.014200847575627007,0.609982807791976,0.6139151923388033
m12_joint_hybrid_synergy_negbin,12477135,1.4833035035132138,1.2466138035901617,30.905897796146885,0.9999994658639463,0.42646478872273885,0.25191513345227456,0.32161954368894863,-0.0003774316094702912,-0.004294760812107334,0.0012854797344504787,-0.01224247246386656,0.5083040717958967,0.5357448277852859
m12_joint_hybrid_synergy_negbin,12477132,1.6254255914873887,1.374132036390614,30.905897796146885,0.9999988265247689,0.4343184990771981,0.23793812172068854,0.32774220572687457,-0.0002544140297625619,-0.005908128407905999,-0.00010231781558528441,-0.013525022054284852,0.5699113168528614,0.5843635955946426
m12_joint_hybrid_synergy_negbin,12476800,1.4531511965538546,1.6035047250884529,30.905897796146885,0.9999988023596447,0.3501979599570569,0.23638076004890884,0.4134200823537167,0.0023544835845498158,-0.006209622805631199,-0.00043498023155802423,-0.013842417897320436,0.5822614071605755,0.5960380800217605
