match_id,julia_proxy_xg_home,julia_proxy_xg_away,julia_proxy_xg_available_home,julia_proxy_xg_available_away
10387993,,,0,0
10387995,,,0,0
10387997,,,0,0
10388020,,,0,0
10388161,,,0,0
10387668,,,0,0
10387672,,,0,0
10387676,,,0,0
10387679,,,0,0
10387787,,,0,0
10387905,,,0,0
10387933,,,0,0
10387947,,,0,0
10387949,,,0,0
10387954,,,0,0
10388001,,,0,0
10388003,,,0,0
10388017,,,0,0
10388018,,,0,0
10388143,,,0,0
10387951,,,0,0
10387680,,,0,0
10387682,,,0,0
10387687,,,0,0
10387780,,,0,0
10387790,,,0,0
10387904,,,0,0
10387927,,,0,0
10387938,,,0,0
10387983,,,0,0
10388007,,,0,0
10388010,,,0,0
10388014,,,0,0
10388019,,,0,0
10388025,,,0,0
10388165,,,0,0
10388012,,,0,0
10388154,,,0,0
10387490,,,0,0
10387502,,,0,0
10387504,,,0,0
10387563,,,0,0
10387686,,,0,0
10387692,,,0,0
10387896,,,0,0
10387961,,,0,0
10746682,,,0,0
10746681,,,0,0
10387541,,,0,0
10387544,,,0,0
10387681,,,0,0
10387684,,,0,0
10387689,,,0,0
10387690,,,0,0
10387786,,,0,0
10387894,,,0,0
10387898,,,0,0
10387946,,,0,0
10388008,,,0,0
10388015,,,0,0
10388149,,,0,0
10387489,,,0,0
10387547,,,0,0
10387561,,,0,0
