order_id,at,archive_ts,market_id,symbol,level,price,venue_stake,risk,policy_name
c7df43df-cb33-40ae-8b7b-a65e7b952b6c,2026-09-05T13:44:00.0,2026-09-05T13:44:00.0,1.261703057,home,1,3.1,5.707142857142859,5.707142857142859,staged_t25_t5_no_replenishment
0ef6692b-8cee-48da-ae52-a7d903037bc3,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261709452,Under 2.5 Goals,1,2.24,0.9142857142857146,0.9142857142857146,staged_t25_t5_no_replenishment
363ca299-4ae8-4a3d-a6d1-1c214bb84ae5,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261708802,Under 2.5 Goals,1,2.42,1.8714285714285719,1.8714285714285719,staged_t25_t5_no_replenishment
55ce5d62-5170-4539-920c-9064a8ccf235,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261703167,home,1,3.5,3.5985714285714305,3.5985714285714305,staged_t25_t5_no_replenishment
706b9b63-3894-43c3-8b40-eac1535e5509,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261703067,Over 2.5 Goals,3,1.81,3.1934156378600833,2.586666666666668,staged_t25_t5_no_replenishment
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261702727,home,1,3.3,2.096666666666666,2.096666666666666,staged_t25_t5_no_replenishment
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261702727,home,2,3.25,3.08,3.08,staged_t25_t5_no_replenishment
8d864ea1-a2d2-4949-b0c3-74f68549f4a7,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261702727,home,3,3.2,1.6233333333333348,1.6233333333333348,staged_t25_t5_no_replenishment
97da4724-a477-46be-84b2-c2df51a7b435,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261702947,home,1,2.52,2.781428571428572,2.781428571428572,staged_t25_t5_no_replenishment
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261709442,home,1,3.75,1.3404761904761902,1.3404761904761902,staged_t25_t5_no_replenishment
b2061d05-0015-47dc-8a2f-ed97b4a37f83,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261709442,home,2,3.7,1.182380952380953,1.182380952380953,staged_t25_t5_no_replenishment
baa6ba5d-d744-491a-83a4-2c0ff49828a8,2026-09-05T13:47:00.0,2026-09-05T13:47:00.0,1.261708519,Under 2.5 Goals,2,2.74,1.4100000000000001,1.4100000000000001,staged_t25_t5_no_replenishment
