route,model,level,group,n_bets,win_rate_pct,roi_pct,stake_share_pct,edge_mean_pp,odds_mean,capture_ratio
grid,m05_joint_grw_smile_supremacy_w040,market,totals,253,51.38339920948617,8.599851702148609,16.456534912585546,2.709195271529992,2.070075719349084,0.9804002466266474
grid,m05_joint_grw_smile_supremacy_w040,family,1X2_away,389,25.96401028277635,19.362070150115823,34.1376888477944,5.2260579886341185,4.450159135982473,1.0751127156874858
grid,m05_joint_grw_smile_supremacy_w040,family,1X2_draw,284,24.295774647887324,8.378804108862262,10.977811787138478,0.22428803295247235,4.199659952333687,0.3671706280019768
grid,m05_joint_grw_smile_supremacy_w040,family,1X2_home,311,38.58520900321543,17.88588777700138,38.42796445248157,5.087621187280361,3.2394245130482333,0.8961359248814967
grid,m05_joint_grw_smile_supremacy_w040,family,O/U 1.5_over_15,56,69.64285714285714,0.7756189809221337,2.967277633776677,0.9163708618071648,1.364123731931784,1.0852458034461039
grid,m05_joint_grw_smile_supremacy_w040,family,O/U 2.5_under_25,197,46.192893401015226,10.320974687298543,13.48925727880886,3.2188306367303894,2.2707524264321752,1.1296564009416936
reweighted,m05_joint_grw_smile_spine_w020,market,1X2,986,29.61460446247465,16.11482289052103,79.67753316653987,3.980459865009292,4.0522612049224795,1.019136328367552
reweighted,m05_joint_grw_smile_spine_w020,market,totals,239,48.95397489539749,7.197816062897926,20.32246683346011,3.722080769111089,2.2327940572453633,1.000670740485032
reweighted,m05_joint_grw_smile_spine_w020,family,1X2_away,361,25.20775623268698,19.4408194129657,30.89753200615344,5.554417373165569,4.577308335570527,1.105148734998805
reweighted,m05_joint_grw_smile_spine_w020,family,1X2_draw,334,26.34730538922156,6.723222350079112,13.300423828975736,0.9883147230459837,4.126957302439948,0.9691581827704357
reweighted,m05_joint_grw_smile_spine_w020,family,1X2_home,291,38.83161512027492,16.73904632500149,35.47957733141071,5.462170576250977,3.3151804120194575,0.8304611281649024
reweighted,m05_joint_grw_smile_spine_w020,family,O/U 1.5_over_15,2,100.0,41.53044069919335,0.1268732519338204,1.557675681809051,1.43,NaN
reweighted,m05_joint_grw_smile_spine_w020,family,O/U 2.5_under_25,237,48.52320675105485,6.982130808713842,20.19559358152629,3.7403457909448616,2.239568690639839,1.0107931298394173
grid,m05_joint_grw_smile_spine_w020,market,1X2,1001,29.37062937062937,16.44037847130281,80.4195850775408,3.9887639276825335,4.0328070675559555,1.0386453996804048
grid,m05_joint_grw_smile_spine_w020,market,totals,282,50.70921985815603,7.8866343326499715,19.580414922459127,3.3027080097510644,2.128439438919763,0.8880304576207481
grid,m05_joint_grw_smile_spine_w020,family,1X2_away,379,25.593667546174142,18.2217291643082,31.841432345811903,5.638364654755292,4.517634404440353,1.0755342553000018
grid,m05_joint_grw_smile_spine_w020,family,1X2_draw,320,24.375,9.236901133189972,12.037605415598765,0.5109295666230413,4.1690529649514065,0.9821484082395753
grid,m05_joint_grw_smile_spine_w020,family,1X2_home,302,39.40397350993378,17.261161476588253,36.54054731613019,5.603692139531743,3.279998299854862,0.8187290429630519
grid,m05_joint_grw_smile_spine_w020,family,O/U 1.5_over_15,36,69.44444444444444,-2.143093127042535,1.6286373149245914,-0.7935759306580291,1.382935620918218,NaN
grid,m05_joint_grw_smile_spine_w020,family,O/U 2.5_under_25,246,47.96747967479675,8.796560288535439,17.95177760753453,3.902164196152395,2.237537558627305,1.0071593891626889
reweighted,m05_joint_grw_smile_spine_w040,market,1X2,995,29.447236180904525,16.612407908223283,78.03447462564034,3.618233289287841,4.019006420390827,1.0323191976989172
reweighted,m05_joint_grw_smile_spine_w040,market,totals,237,49.36708860759494,7.1924117786604,21.96552537435978,3.7756532937423373,2.2313608897136135,1.0113932605635236
reweighted,m05_joint_grw_smile_spine_w040,family,1X2_away,366,25.136612021857925,20.8827213889248,30.513206543514556,5.072865027046201,4.54469815513317,1.1251330411425353
reweighted,m05_joint_grw_smile_spine_w040,family,1X2_draw,327,25.688073394495415,7.001470026699312,12.677685074965813,0.9278812012505953,4.133249606744299,0.8803904168188782
reweighted,m05_joint_grw_smile_spine_w040,family,1X2_home,302,38.741721854304636,16.369708599617667,34.843583007159864,4.768398576601149,3.2582094109428765,0.8518892479108786
reweighted,m05_joint_grw_smile_spine_w040,family,O/U 1.5_over_15,2,100.0,41.27754036751851,0.10300835547936844,1.005652679558422,1.43,NaN
reweighted,m05_joint_grw_smile_spine_w040,family,O/U 2.5_under_25,235,48.93617021276596,7.031814852002368,21.862517018880407,3.799227767054541,2.238180982392027,1.0243244465085386
grid,m05_joint_grw_smile_spine_w040,market,1X2,987,29.584599797365758,17.109315004282927,78.77161003635142,3.737332256881039,4.016606774207115,1.0463478186314423
grid,m05_joint_grw_smile_spine_w040,market,totals,282,51.06382978723404,7.274662516638432,21.228389963648567,3.2900781105572716,2.1215548908319777,0.8623491235340721
grid,m05_joint_grw_smile_spine_w040,family,1X2_away,379,25.065963060686013,19.254278045484195,31.548205165180114,5.244716955062111,4.503718136565626,1.1270913283911623
grid,m05_joint_grw_smile_spine_w040,family,1X2_draw,302,25.165562913907287,10.23707827369653,11.262203986610016,0.45589401812507724,4.17697747331282,0.7513922670586388
grid,m05_joint_grw_smile_spine_w040,family,1X2_home,306,39.54248366013072,17.379795343352043,35.96120088456131,5.108886333657754,3.2550147563515712,0.8402125032982888
grid,m05_joint_grw_smile_spine_w040,family,O/U 1.5_over_15,37,70.27027027027027,-0.4561794030432198,1.6740859056551294,-0.9244619577792702,1.3768175177316833,NaN
grid,m05_joint_grw_smile_spine_w040,family,O/U 2.5_under_25,245,48.16326530612245,7.9365164725861135,19.554304057993445,3.9265596718978912,2.2340254328920213,0.9949631174594022
