match_id,match_date,week,season,tournament_id,home_team,away_team,lambda_mkt_h,lambda_mkt_a,sse
12476759,2024-10-05,10,24/25,56,dumbarton,stenhousemuir,1.7493601496851174,1.138898379798409,0.0002387781279791825
12476761,2024-10-05,10,24/25,56,arbroath,inverness-caledonian-thistle,1.2290148039345663,1.2239161154126348,0.001181619283530396
12476762,2024-10-05,10,24/25,56,annan-athletic,montrose,1.389364639370301,1.2513537144619205,0.0005316339775861391
12476764,2024-10-05,10,24/25,56,queen-of-the-south,kelty-hearts-fc,1.5990900576599898,1.1842834624926903,0.0009748875415684561
12476765,2024-10-05,10,24/25,56,alloa-athletic,cove-rangers,1.9026886960290392,1.0188207782726255,1.9064101446895513e-5
12476593,2024-10-19,12,24/25,57,stranraer,peterhead,1.0803520821201027,1.4927172676747364,0.0006428461242375667
12476594,2024-10-19,12,24/25,57,stirling-albion,clyde-fc,1.2588516229606461,1.5187670217776124,0.00027782552133904983
12476595,2024-10-19,12,24/25,57,forfar-athletic,east-fife,0.9150271984055173,1.2302311199048108,3.247026295800716e-8
12476596,2024-10-19,12,24/25,57,bonnyrigg-rose,edinburgh-city-fc,1.9718357513787503,1.0007930114092918,0.00018490435011657075
12476756,2024-10-19,12,24/25,56,stenhousemuir,alloa-athletic,1.4018867145841094,1.3253004511818884,0.0015190439866844567
12476757,2024-10-19,12,24/25,56,kelty-hearts-fc,montrose,1.3960470499453905,0.9306410476330534,3.0165013175251283e-9
12476758,2024-10-19,12,24/25,56,inverness-caledonian-thistle,annan-athletic,1.7991333699695455,0.9028273383923017,0.00041457622164368317
12476760,2024-10-19,12,24/25,56,cove-rangers,queen-of-the-south,1.4721238635743144,1.3347390052219559,0.001170365795994376
12476763,2024-10-19,12,24/25,56,arbroath,dumbarton,1.7430010799429845,1.236226858702698,0.0016221096246346277
12476750,2024-10-26,13,24/25,56,montrose,cove-rangers,1.2545875535087492,1.1682105305066166,0.0009904612005638004
12476751,2024-10-26,13,24/25,56,stenhousemuir,kelty-hearts-fc,1.2431222813096792,1.0644917151567412,9.702157703272186e-9
12476752,2024-10-26,13,24/25,56,annan-athletic,queen-of-the-south,1.1956601396213513,1.4387172853982089,0.0013281523686280309
12476753,2024-10-26,13,24/25,56,dumbarton,inverness-caledonian-thistle,1.889579269096575,1.013281630967465,3.0211907221708492e-5
12476755,2024-10-26,13,24/25,56,alloa-athletic,arbroath,1.238170838024605,1.0710862975371052,1.2947467978613426e-8
12476588,2024-11-02,14,24/25,57,elgin-city,stranraer,1.3764750652617315,0.8118182732320802,3.361844535337405e-9
12476589,2024-11-02,14,24/25,57,edinburgh-city-fc,forfar-athletic,0.9796614046094936,1.5314752147691715,8.46290094394304e-8
12476590,2024-11-02,14,24/25,57,east-fife,stirling-albion,1.664608951928122,0.9628415089545668,0.0003887588146217229
12476591,2024-11-02,14,24/25,57,clyde-fc,bonnyrigg-rose,1.2541093068150415,1.0113481716427866,3.641451415806469e-9
12476739,2024-11-02,14,24/25,56,inverness-caledonian-thistle,kelty-hearts-fc,1.460897886398592,0.8215833587259399,9.840391508309133e-9
12476741,2024-11-02,14,24/25,56,queen-of-the-south,montrose,1.2886507852735696,0.8522386114151643,5.4941457335855805e-9
12476748,2024-11-02,14,24/25,56,arbroath,stenhousemuir,1.3723762122195737,0.7878918742269697,2.0418608222149165e-9
12476749,2024-11-02,14,24/25,56,dumbarton,cove-rangers,1.3761399474535496,1.311064778914129,3.7797135813909925e-9
12476754,2024-11-02,14,24/25,56,alloa-athletic,annan-athletic,1.5967172446120335,1.1132779226107596,4.7107627318947986e-9
12476582,2024-11-09,15,24/25,57,east-fife,stranraer,1.7431061702662292,0.767329748226227,0.00028711537219014313
12476583,2024-11-09,15,24/25,57,edinburgh-city-fc,clyde-fc,1.040101178963712,1.8691391356241647,0.0006435631412577388
12476585,2024-11-09,15,24/25,57,bonnyrigg-rose,elgin-city,1.2850248188988749,0.928191149243225,6.4385102575639405e-9
12476586,2024-11-09,15,24/25,57,stirling-albion,peterhead,0.8786049147863331,1.1741815923137464,1.2946111366940032e-9
12476742,2024-11-09,15,24/25,56,cove-rangers,inverness-caledonian-thistle,1.2474897153556765,1.0863804474619099,0.0008530180705823466
12476743,2024-11-09,15,24/25,56,annan-athletic,stenhousemuir,1.206560248380684,1.469586020035591,0.0002468915800818393
12476745,2024-11-09,15,24/25,56,queen-of-the-south,alloa-athletic,1.3138878169478774,1.0028237732157779,5.661159674096962e-10
12476746,2024-11-09,15,24/25,56,montrose,arbroath,1.0875428495538169,1.3876150659957969,0.0013800412211929136
12476747,2024-11-09,15,24/25,56,kelty-hearts-fc,dumbarton,1.469898144090588,1.4517727876056552,0.00024111770579263175
12476574,2024-11-16,16,24/25,57,stranraer,bonnyrigg-rose,0.9606307421586081,1.1523616109503363,1.0233275858368904e-10
12476580,2024-11-16,16,24/25,57,elgin-city,forfar-athletic,1.3237358157636632,1.033730377084996,0.0008187469000404961
12476581,2024-11-16,16,24/25,57,clyde-fc,east-fife,1.3850846685802676,1.2020939107550115,0.00042623296465412207
12476584,2024-11-16,16,24/25,57,peterhead,edinburgh-city-fc,2.087434137164259,0.7654736472151706,0.0002050282861023118
12476735,2024-11-16,16,24/25,56,inverness-caledonian-thistle,alloa-athletic,1.4989054653737883,1.0119084110727252,0.00034600397055232145
12476737,2024-11-16,16,24/25,56,dumbarton,queen-of-the-south,1.5494188561702147,1.30260743017887,0.0005117986740881188
12476738,2024-11-16,16,24/25,56,stenhousemuir,montrose,1.3691648211589218,1.1291512648484674,0.0015298000629156607
12476740,2024-11-16,16,24/25,56,annan-athletic,kelty-hearts-fc,1.2290051089829939,1.319072071405516,0.00010967303313744756
12476744,2024-11-16,16,24/25,56,arbroath,cove-rangers,1.6034432015422648,1.0798338408707489,0.001146121066858097
12476731,2024-11-23,17,24/25,56,montrose,annan-athletic,1.4414166246247744,1.0813840003341952,0.0007471903301627663
12476548,2024-11-30,18,24/25,57,bonnyrigg-rose,east-fife,1.369172974523101,1.237851123803345,0.0010368114945557719
13171688,2024-12-03,19,24/25,57,bonnyrigg-rose,stirling-albion,1.629204448582868,1.0116128558993251,3.530339988524332e-5
13171689,2024-12-03,19,24/25,56,alloa-athletic,dumbarton,1.6004936759953226,1.3617999955995448,0.00023107730707522923
13179032,2024-12-03,19,24/25,56,cove-rangers,stenhousemuir,1.2415063565190645,1.0276298172427043,5.73806501471233e-10
12476562,2024-12-07,19,24/25,57,stirling-albion,edinburgh-city-fc,1.7546138955853425,1.0055636393734093,0.0006577374915332566
12476564,2024-12-07,19,24/25,57,clyde-fc,peterhead,1.1584797788159558,1.2282917199321512,0.0005148666448518504
12476565,2024-12-07,19,24/25,57,east-fife,elgin-city,1.376569583642042,0.8516098773776797,5.649459811185511e-10
12476724,2024-12-07,19,24/25,56,stenhousemuir,dumbarton,1.3869585508039413,1.0172783288802618,1.936979438877295e-9
12476727,2024-12-07,19,24/25,56,montrose,inverness-caledonian-thistle,1.029019964224665,1.1936429445290417,0.0012123103170916844
12476728,2024-12-07,19,24/25,56,kelty-hearts-fc,alloa-athletic,1.3034548125244638,1.217408714739491,2.0143452555218797e-9
12476729,2024-12-07,19,24/25,56,annan-athletic,cove-rangers,1.503120498550339,1.4130313745948613,0.001334203126926103
12476730,2024-12-07,19,24/25,56,arbroath,queen-of-the-south,1.5546680688212078,1.0496389738933884,0.001475514734975093
12476556,2024-12-14,20,24/25,57,peterhead,east-fife,1.4792180015828311,1.2259699001606985,0.00048282074374646813
12476560,2024-12-14,20,24/25,57,forfar-athletic,bonnyrigg-rose,0.9918016702935244,0.971010480154552,1.126726733414018e-9
12476561,2024-12-14,20,24/25,57,elgin-city,stirling-albion,1.6050257126540808,1.081332016402727,0.0004268886560380905
12476563,2024-12-14,20,24/25,57,stranraer,edinburgh-city-fc,1.6432895899401876,1.0204358746650135,1.7122410359087195e-5
12476720,2024-12-14,20,24/25,56,inverness-caledonian-thistle,arbroath,1.3588498415490466,0.9844469580667642,0.002537919094252984
12476721,2024-12-14,20,24/25,56,alloa-athletic,montrose,1.583892469379924,0.9977618738244215,0.0008224186226499337
12476722,2024-12-14,20,24/25,56,cove-rangers,kelty-hearts-fc,1.7557493045460246,1.4638092887026002,0.0005894137112873837
12476723,2024-12-14,20,24/25,56,queen-of-the-south,stenhousemuir,0.9487629923915076,1.0289780007293152,6.735748220606273e-10
12476725,2024-12-14,20,24/25,56,dumbarton,annan-athletic,1.5451170614697454,1.1995409200441873,3.793116473978289e-9
13159980,2024-12-17,21,24/25,57,elgin-city,clyde-fc,1.8891566209495168,1.0155966037968815,0.0007003317225879936
13175771,2024-12-17,21,24/25,57,forfar-athletic,peterhead,1.1331088585269502,1.2248439659573722,0.0003053012269160154
13179034,2024-12-17,21,24/25,56,kelty-hearts-fc,arbroath,1.3414548543381675,1.5888229989840692,0.0027504655330690764
12476550,2024-12-21,21,24/25,57,stirling-albion,stranraer,1.3297272576632646,1.2216799069188784,9.562240865060747e-5
12476551,2024-12-21,21,24/25,57,edinburgh-city-fc,elgin-city,1.2819948624700033,1.5062932630123937,5.304737789459132e-5
12476554,2024-12-21,21,24/25,57,clyde-fc,forfar-athletic,1.4731651422864307,1.2378529535732892,0.0006438000608241923
12476555,2024-12-21,21,24/25,57,peterhead,bonnyrigg-rose,1.6709209360829607,0.9610103057248399,0.0006234995217364891
12476716,2024-12-21,21,24/25,56,cove-rangers,alloa-athletic,1.3443199622466369,1.2582123942417405,0.0005590123643695207
12476717,2024-12-21,21,24/25,56,montrose,dumbarton,1.641311697961035,1.2282368529390972,0.0004118590864800597
12476718,2024-12-21,21,24/25,56,annan-athletic,arbroath,1.2561206488786993,1.6025806769330029,0.0020877211145388487
12476719,2024-12-21,21,24/25,56,kelty-hearts-fc,queen-of-the-south,1.391652169344714,1.2562840994621816,0.0012507903886131405
12476726,2024-12-21,21,24/25,56,stenhousemuir,inverness-caledonian-thistle,1.113742034669613,1.0803444832681115,0.0009630688656128718
12476549,2024-12-28,22,24/25,57,elgin-city,peterhead,1.343486958631667,1.5862880995293107,0.0005797904409125408
12476552,2024-12-28,22,24/25,57,stranraer,clyde-fc,1.3434485810420753,1.3871248394666518,0.00013651144894016471
12476553,2024-12-28,22,24/25,57,forfar-athletic,stirling-albion,1.5920056459081098,1.0522432600596494,0.0004637347113931841
12476710,2024-12-28,22,24/25,56,queen-of-the-south,annan-athletic,1.645905416996303,1.0828652153091187,0.0010709482259927564
12476712,2024-12-28,22,24/25,56,dumbarton,kelty-hearts-fc,1.5308044349547079,1.5467088084920495,0.0013296450874954592
12476713,2024-12-28,22,24/25,56,inverness-caledonian-thistle,cove-rangers,1.6571656963092734,0.9057842398734961,0.0008019724364663
12476714,2024-12-28,22,24/25,56,arbroath,montrose,1.6803970557035839,1.0327131269312844,0.00104809945900159
12476715,2024-12-28,22,24/25,56,alloa-athletic,stenhousemuir,1.5987080704039487,1.209608721680791,0.0019412868271436949
12476539,2025-01-04,23,24/25,57,edinburgh-city-fc,bonnyrigg-rose,1.2250881022519493,1.317634898669101,0.0004272901747449293
12476545,2025-01-04,23,24/25,57,clyde-fc,stirling-albion,1.6348289742913757,1.2505062856230347,9.922459758509465e-5
12476546,2025-01-04,23,24/25,57,east-fife,forfar-athletic,1.53278147200995,0.910578003099647,0.0010973014165485608
12476707,2025-01-04,23,24/25,56,queen-of-the-south,cove-rangers,1.198803393231403,1.051062281735397,7.877644688291353e-8
12476708,2025-01-04,23,24/25,56,inverness-caledonian-thistle,dumbarton,1.4845646327830393,0.7575271167274618,9.784001856977025e-9
12476709,2025-01-04,23,24/25,56,montrose,kelty-hearts-fc,1.5656735599478016,1.0154332228254441,1.5176209570616404e-8
12476711,2025-01-04,23,24/25,56,arbroath,alloa-athletic,1.4691378663385082,0.9013058581217825,2.4063865447477953e-9
13217663,2025-01-08,24,24/25,57,edinburgh-city-fc,east-fife,1.0500451404979616,1.4201469844903898,0.0003554569679797933
12476533,2025-01-11,24,24/25,57,forfar-athletic,elgin-city,1.524309184758123,1.0892280816575768,0.0012114262598351435
12476541,2025-01-11,24,24/25,57,east-fife,clyde-fc,1.625826279242905,1.1442460023980254,0.0010354712657250364
12476544,2025-01-11,24,24/25,57,edinburgh-city-fc,peterhead,1.094028326658536,1.5800928778152252,0.0004111291722875614
12476701,2025-01-11,24,24/25,56,kelty-hearts-fc,stenhousemuir,1.3157089778479618,1.2938272106998727,0.0007867651690812237
12476705,2025-01-11,24,24/25,56,alloa-athletic,queen-of-the-south,1.4263601975637068,1.1338295283290833,0.0012670713696431636
13315347,2025-01-14,25,24/25,57,peterhead,stranraer,1.6945348085150227,0.8530438017939095,0.0008546094109535175
12476531,2025-01-17,25,24/25,57,clyde-fc,edinburgh-city-fc,1.8055316971924926,1.0653874528240488,0.0003785434627433552
12476529,2025-01-18,25,24/25,57,peterhead,stirling-albion,1.822351832024583,0.9658789254500413,0.0029778471709568373
12476538,2025-01-18,25,24/25,57,stranraer,east-fife,1.1830469603395941,1.4599207835819563,0.00037553309629528636
13324922,2025-01-18,25,24/25,56,annan-athletic,inverness-caledonian-thistle,0.881147454357691,1.6512908229153254,0.0001286419468892629
13197505,2025-01-21,26,24/25,56,queen-of-the-south,inverness-caledonian-thistle,1.0783673485900278,1.319283467883943,0.0010445048299079292
12476522,2025-01-25,26,24/25,57,stirling-albion,bonnyrigg-rose,1.4275381609417612,1.2886815684646098,0.000405609941674365
12476523,2025-01-25,26,24/25,57,east-fife,edinburgh-city-fc,1.9790475892123616,0.8331817170672622,0.00023468895510700104
12476524,2025-01-25,26,24/25,57,forfar-athletic,stranraer,1.3360944354612725,0.7214454818734937,7.605995666555292e-10
12476696,2025-01-25,26,24/25,56,queen-of-the-south,dumbarton,1.7126303828032312,1.0868171597042717,0.0003304179863528581
12476697,2025-01-25,26,24/25,56,alloa-athletic,inverness-caledonian-thistle,1.1115203913118346,1.4228465628424356,0.0001794939223756577
12476698,2025-01-25,26,24/25,56,stenhousemuir,cove-rangers,1.1953826393190958,1.1028521957047284,1.6109258798080897e-9
12476700,2025-01-25,26,24/25,56,annan-athletic,montrose,1.1878937930868028,1.215292902658744,0.0019514169857840144
13343736,2025-01-28,27,24/25,57,bonnyrigg-rose,stranraer,1.3217021058749934,1.1082066365350334,0.001490945546862977
12476514,2025-02-01,27,24/25,57,peterhead,forfar-athletic,1.3527801412002585,0.8112968748771474,3.0423419732492258e-9
12476515,2025-02-01,27,24/25,57,elgin-city,east-fife,1.1906521542808073,1.4819082497904694,0.0003746312150092366
12476520,2025-02-01,27,24/25,57,bonnyrigg-rose,clyde-fc,1.3245737181597632,1.233897171083091,0.0007275760896787941
12476521,2025-02-01,27,24/25,57,edinburgh-city-fc,stirling-albion,1.2101239838929736,1.48996483150036,0.0006061109782098522
12476691,2025-02-01,27,24/25,56,montrose,stenhousemuir,1.223213571666511,1.0780994354405882,0.0006072342512930345
12476692,2025-02-01,27,24/25,56,kelty-hearts-fc,annan-athletic,1.7416365743012474,1.00675372986041,0.0008922721452392452
12476693,2025-02-01,27,24/25,56,inverness-caledonian-thistle,queen-of-the-south,1.4720323152319121,1.0538347828477745,0.00149118807521216
12476695,2025-02-01,27,24/25,56,cove-rangers,arbroath,1.390385036216315,1.2908555031340734,0.0006726787127741287
12476699,2025-02-01,27,24/25,56,dumbarton,alloa-athletic,1.6388253590334834,1.3953674712852346,0.0012144375248172548
13255608,2025-02-04,28,24/25,57,elgin-city,bonnyrigg-rose,1.584797491248452,1.0298595422794268,0.0001533861482857137
12476511,2025-02-08,28,24/25,57,stirling-albion,elgin-city,1.3197286562488513,1.425657521561286,0.0002779890071230932
12476513,2025-02-08,28,24/25,57,bonnyrigg-rose,peterhead,0.9076874319606523,1.2108587714642012,4.071724966919892e-9
12476516,2025-02-08,28,24/25,57,forfar-athletic,edinburgh-city-fc,1.636759616720767,1.0129226029155463,0.0007095214198097038
12476517,2025-02-08,28,24/25,57,clyde-fc,stranraer,1.5656280624278096,1.1405931626550312,0.0013158869242456568
12476685,2025-02-08,28,24/25,56,montrose,alloa-athletic,1.3414661682448994,1.1942028274805006,0.0003585471911949556
12476686,2025-02-08,28,24/25,56,stenhousemuir,queen-of-the-south,1.1611916053970082,1.275454400443746,0.002541812654178399
12476689,2025-02-08,28,24/25,56,arbroath,inverness-caledonian-thistle,1.2484761836078873,1.2150165326013587,0.001165597482350708
12476690,2025-02-08,28,24/25,56,annan-athletic,dumbarton,1.6403163542824082,1.2363864688532453,0.0012297346300937776
13391276,2025-02-11,29,24/25,56,cove-rangers,montrose,1.618733492059064,1.129232033167005,8.946787191144143e-5
12476506,2025-02-15,29,24/25,57,east-fife,bonnyrigg-rose,1.8508246255335215,0.887922117589243,0.0005421697747185472
12476507,2025-02-15,29,24/25,57,stranraer,elgin-city,1.2016899588714858,1.361942187956881,0.00039347147172863716
12476508,2025-02-15,29,24/25,57,stirling-albion,forfar-athletic,1.3518748228903235,1.2962351653821667,0.0004706247149406674
12476509,2025-02-15,29,24/25,57,peterhead,clyde-fc,1.6742889020726492,1.0738450066853584,0.002522067111030365
12476681,2025-02-15,29,24/25,56,dumbarton,montrose,1.4078100578701351,1.3127289123334902,0.0006252681004094181
12476682,2025-02-15,29,24/25,56,alloa-athletic,kelty-hearts-fc,1.5147180267565645,1.198914812661127,0.0008137251118921617
12476684,2025-02-15,29,24/25,56,queen-of-the-south,arbroath,1.4627410274752175,1.2049646462466197,0.0005965289513714212
12476688,2025-02-15,29,24/25,56,cove-rangers,annan-athletic,1.8331651262805737,1.0734141163965374,0.0003332969566262538
12476500,2025-02-22,30,24/25,57,elgin-city,edinburgh-city-fc,1.5379997549819626,1.217705271566375,0.0011827429705224936
12476501,2025-02-22,30,24/25,57,stranraer,stirling-albion,1.3174574813497064,1.399119710961901,0.0013463386681368005
12476502,2025-02-22,30,24/25,57,east-fife,peterhead,1.4561842402833798,1.2306752660626652,0.001764910179428061
12476505,2025-02-22,30,24/25,57,bonnyrigg-rose,forfar-athletic,1.3394588632541697,1.0528735506594797,0.0006163778944597955
12476675,2025-02-22,30,24/25,56,stenhousemuir,arbroath,1.171816474974758,1.4663248478531574,0.0008156662708433569
12476677,2025-02-22,30,24/25,56,montrose,queen-of-the-south,1.101956768872805,1.3064111228577255,0.00162266151797579
12476678,2025-02-22,30,24/25,56,cove-rangers,dumbarton,2.054700057266415,1.2281695121620422,0.0004688556140603152
12476679,2025-02-22,30,24/25,56,kelty-hearts-fc,inverness-caledonian-thistle,1.0149523090231667,1.3509557728094086,0.0007840178133366664
12476680,2025-02-22,30,24/25,56,annan-athletic,alloa-athletic,1.3544248019904115,1.3322572037879745,0.0005097229202585044
13415294,2025-02-25,31,24/25,56,arbroath,kelty-hearts-fc,1.7415011846403357,1.0221964589629842,0.0006498055760338711
