y,pressure,home,season,division,history_matches,pressure_z
0,0.6226415094339622,1,21/22,57,53,-2.2611472470037723
0,0.98,0,21/22,57,50,-0.9309384014682527
0,1.3333333333333333,0,22/23,56,36,0.3842874510869303
0,1.0192307692307692,0,22/23,56,52,-0.7849082451250431
0,1.0377358490566038,1,22/23,56,53,-0.7160260959065478
0,1.5961538461538463,0,22/23,56,52,1.3625940540398067
0,1.7142857142857142,1,22/23,56,35,1.8023207152973701
0,1.4528301886792452,0,22/23,56,53,0.8290950551906767
0,1.12,0,22/23,57,50,-0.40981117687091545
0,1.2884615384615385,1,22/23,56,52,0.2172594944852204
0,1.150943396226415,0,22/23,56,53,-0.2946294183345774
0,1.1538461538461537,1,22/23,57,52,-0.2838243753199118
0,0.9803921568627451,0,22/23,57,51,-0.9294786613433302
0,1.0192307692307692,1,22/23,57,52,-0.7849082451250431
0,0.8679245283018868,0,22/23,57,53,-1.3481211122645032
0,1.3396226415094339,1,22/23,57,53,0.4076983776187064
0,1.4038461538461537,0,22/23,57,52,0.6467599543181894
0,0.9259259259259259,1,22/23,57,54,-1.1322203453603457
0,1.0576923076923077,0,22/23,57,52,-0.6417414251807195
0,1.2972972972972974,1,22/23,56,37,0.2501491693372946
1,1.6666666666666667,0,22/23,56,36,1.6250665572710659
0,1.1296296296296295,1,22/23,56,54,-0.37396644713670785
0,1.0754716981132075,1,22/23,56,53,-0.5755605367158909
0,1.0185185185185186,0,22/23,56,54,-0.7875594825314188
0,1.6037735849056605,1,22/23,56,53,1.3909572919533046
0,1.2641509433962264,0,22/23,56,53,0.12676725923739288
0,1.462962962962963,1,22/23,56,54,0.8668126590474277
0,1.3773584905660377,1,22/23,57,53,0.5481639368093632
0,1.150943396226415,0,22/23,57,53,-0.2946294183345774
0,1.0980392156862746,1,22/23,57,51,-0.49155662386657617
0,1.3148148148148149,0,22/23,57,54,0.31535527852114553
0,1.0377358490566038,1,22/23,57,53,-0.7160260959065478
0,1.0188679245283019,0,22/23,57,53,-0.7862588755018761
0,0.9074074074074074,1,22/23,57,54,-1.2011525179261306
0,0.9615384615384616,1,22/23,57,52,-0.9996584750415276
0,0.9454545454545454,0,22/23,57,55,-1.0595282361091538
0,1.6481481481481481,0,22/23,56,54,1.5561343847052802
0,1.2407407407407407,1,22/23,56,54,0.039626588258004004
0,1.0363636363636364,0,22/23,56,55,-0.7211339344225716
0,1.3421052631578947,1,22/23,56,38,0.4169395328286181
0,1.4363636363636363,0,22/23,56,55,0.7678009929983902
0,1.0925925925925926,1,22/23,56,54,-0.5118307922682782
0,1.6216216216216217,0,22/23,56,37,1.4573937050840207
0,1.1090909090909091,0,22/23,56,55,-0.4504184930733056
0,0.9622641509433962,1,22/23,57,53,-0.9969572142878612
0,0.8909090909090909,0,22/23,57,55,-1.2625648171211032
0,1.1153846153846154,1,22/23,57,52,-0.4269911952642345
0,1.037037037037037,0,22/23,57,54,-0.7186273099656342
0,0.9642857142857143,1,22/23,57,56,-0.9894322736169332
0,1.3888888888888888,0,22/23,57,54,0.5910839687842862
0,1.0555555555555556,1,22/23,57,54,-0.6496951373998485
0,1.1481481481481481,0,22/23,57,54,-0.30503427457092225
0,1.6363636363636365,1,22/23,56,55,1.5122684567088718
0,1.358974358974359,0,22/23,56,39,0.4797319977164796
0,1.4821428571428572,1,22/23,56,56,0.9382066949191339
0,1.2727272727272727,0,22/23,56,55,0.15869124996254227
0,1.5789473684210527,1,22/23,56,38,1.298545739854188
0,1.0892857142857142,1,22/23,56,56,-0.524140108797883
0,1.1272727272727272,0,22/23,56,55,-0.38273963273598954
0,1.0357142857142858,1,22/23,56,56,-0.7235510365774753
0,1.1272727272727272,1,22/23,57,55,-0.38273963273598954
0,1.0175438596491229,0,22/23,57,57,-0.7911874916138287
0,1.3636363636363635,1,22/23,57,55,0.49708555164912427
0,1.0909090909090908,0,22/23,57,55,-0.5180973534106225
0,0.8928571428571429,1,22/23,57,56,-1.2553135106563906
0,1.1320754716981132,0,22/23,57,53,-0.3648621979299058
1,0.9444444444444444,0,22/23,57,54,-1.0632881727945604
0,1.0363636363636364,1,22/23,57,55,-0.7211339344225716
0,1.290909090909091,0,22/23,57,55,0.22637011029985918
0,1.105263157894737,1,22/23,56,57,-0.4646666741969509
0,1.5384615384615385,0,22/23,56,39,1.1478438241233215
0,1.3035714285714286,1,22/23,56,56,0.27350360232049004
0,1.6428571428571428,0,22/23,56,56,1.5364394782579127
0,1.456140350877193,1,22/23,56,57,0.8414165954705596
0,1.125,0,22/23,56,56,-0.3911994902781538
0,1.1111111111111112,1,22/23,57,54,-0.4428986197024926
0,1.125,0,22/23,57,56,-0.3911994902781538
0,1.3035714285714286,1,22/23,57,56,0.27350360232049004
0,0.8771929824561403,0,22/23,57,57,-1.3136207994808333
0,1.0517241379310345,1,22/23,57,58,-0.6639569662065629
0,1.0535714285714286,0,22/23,57,56,-0.6570807273176112
0,1.1071428571428572,0,22/23,57,56,-0.45766979953801795
0,0.9454545454545454,1,22/23,57,55,-1.0595282361091538
0,1.3571428571428572,0,22/23,57,56,0.4729145301000833
0,1.325,1,22/23,56,40,0.353267973432327
0,1.0350877192982457,0,22/23,56,57,-0.725883328130453
0,1.631578947368421,1,22/23,56,57,1.4944582303043144
0,1.4655172413793103,0,22/23,56,58,0.87632054491857
0,1.5,1,22/23,56,40,1.004677004178998
0,1.3333333333333333,0,22/23,56,57,0.3842874510869303
0,1.105263157894737,1,22/23,56,57,-0.4646666741969509
1,1.4146341463414633,0,22/23,56,41,0.6869165013757437
0,1.0172413793103448,1,22/23,56,58,-0.7923134254669909
0,1.1379310344827587,0,22/23,56,58,-0.34306581805549324
0,1.2,1,22/23,56,5,-0.11202419138672362
0,1.2,0,22/23,56,5,-0.11202419138672362
0,1.087719298245614,1,22/23,57,57,-0.5299708376803266
0,0.9464285714285714,0,22/23,57,56,-1.0559025828767976
0,1.3508771929824561,1,22/23,57,57,0.449591614570306
0,1.1090909090909091,0,22/23,57,55,-0.4504184930733056
0,1.1403508771929824,1,22/23,57,57,-0.3340583472302003
0,1.3157894736842106,0,22/23,57,57,0.3189832876035554
0,1.0526315789473684,1,22/23,57,57,-0.6605791646470781
0,0.896551724137931,1,22/23,57,58,-1.2415610328784876
0,1.0338983050847457,0,22/23,57,59,-0.7303107290445809
0,1.0,1,22/23,56,6,-0.8564916550972045
0,1.5254237288135593,0,22/23,56,59,1.0993126987184658
0,1.3333333333333333,1,22/23,56,6,0.3842874510869303
0,1.3103448275862069,0,22/23,56,58,0.2987164782466452
0,1.603448275862069,1,22/23,56,58,1.3897463819602813
0,1.1206896551724137,0,22/23,56,58,-0.40724404768570766
0,1.4523809523809523,1,22/23,56,42,0.8274228461526929
0,1.1355932203389831,0,22/23,56,59,-0.35176795088670854
0,1.0862068965517242,1,22/23,57,58,-0.5356005069461348
0,1.3103448275862069,0,22/23,57,58,0.2987164782466452
0,1.0333333333333334,1,22/23,57,60,-0.7324137444787906
0,0.8,0,22/23,57,5,-1.6009591188076853
0,0.9473684210526315,1,22/23,57,57,-1.0524041455473312
0,1.1071428571428572,0,22/23,57,56,-0.45766979953801795
0,1.1724137931034482,1,22/23,57,58,-0.21470935879506603
0,1.0689655172413792,0,22/23,57,58,-0.5997787365763493
0,1.3620689655172413,1,22/23,57,58,0.49125116713728684
1,0.8813559322033898,0,22/23,57,59,-1.2981248962813883
0,1.0,1,22/23,56,59,-0.8564916550972045
0,1.5121951219512195,0,22/23,56,41,1.05007136172232
0,0.8833333333333333,1,22/23,57,60,-1.290764342261652
0,1.2033898305084745,0,22/23,57,59,-0.09940609878146144
0,1.305084745762712,1,22/23,57,59,0.2791366793764109
0,1.0163934426229508,0,22/23,57,61,-0.7954697318422469
0,1.1228070175438596,1,22/23,57,57,-0.39936251071357604
0,1.1355932203389831,0,22/23,57,59,-0.35176795088670854
0,1.305084745762712,1,22/23,56,59,0.2791366793764109
0,1.1016949152542372,0,22/23,56,59,-0.47794887693933297
0,1.1428571428571428,1,22/23,56,7,-0.3247291810182897
0,1.0166666666666666,0,22/23,56,60,-0.7944526997879979
0,1.4285714285714286,1,22/23,56,7,0.7387957671395406
0,1.4651162790697674,0,22/23,56,43,0.8748280279504256
0,1.5,1,22/23,56,42,1.004677004178998
0,1.6610169491525424,0,22/23,56,59,1.6040364029289615
0,1.1333333333333333,1,22/23,56,60,-0.3601800126235506
0,1.5,0,22/23,56,60,1.004677004178998
0,1.3166666666666667,1,22/23,57,60,0.32224849577772374
0,0.9310344827586207,0,22/23,57,58,-1.11320457361806
0,0.6666666666666666,1,22/23,57,6,-2.0972707612813397
0,1.2166666666666666,0,22/23,57,60,-0.04998523607751709
0,0.8852459016393442,1,22/23,57,61,-1.2836451178819068
0,1.1833333333333333,0,22/23,57,60,-0.17406314669593015
0,1.1206896551724137,1,22/23,57,58,-0.40724404768570766
0,1.0161290322580645,0,22/23,57,62,-0.7964539564108754
0,1.1016949152542372,1,22/23,57,59,-0.47794887693933297
0,1.3728813559322033,0,22/23,57,59,0.531498531481658
0,1.1311475409836065,1,22/23,56,61,-0.36831626905754505
0,1.6333333333333333,0,22/23,56,60,1.5009886466526519
0,1.5081967213114753,1,22/23,56,61,1.0351879658064764
0,1.0327868852459017,0,22/23,56,61,-0.7344478085872894
0,1.5161290322580645,1,22/23,56,62,1.0647147028653272
0,1.4883720930232558,0,22/23,56,43,0.9613940121028072
0,1.639344262295082,1,22/23,56,61,1.5233633518461367
0,1.375,0,22/23,56,8,0.5393848393599474
0,1.0161290322580645,1,22/23,56,62,-0.7964539564108754
1,1.3166666666666667,0,22/23,56,60,0.32224849577772374
0,1.0833333333333333,1,22/23,56,60,-0.546296878551171
0,1.1774193548387097,0,22/23,56,62,-0.19607696954758397
0,1.4545454545454546,1,22/23,56,44,0.8354798533357071
0,1.25,0,22/23,56,8,0.0740926745408968
0,1.2622950819672132,1,22/23,57,61,0.11985911698211514
0,1.3666666666666667,0,22/23,57,60,0.5083653617053442
0,0.9322033898305084,1,22/23,57,59,-1.1088535072024523
0,0.7142857142857143,0,22/23,57,7,-1.9200166032550343
0,1.1967213114754098,1,22/23,57,61,-0.12422857603771496
0,1.0,0,22/23,57,63,-0.8564916550972045
0,1.3278688524590163,1,22/23,57,61,0.36394681000194445
0,1.1666666666666667,0,22/23,57,60,-0.23610210200513668
0,1.1016949152542372,1,22/23,57,59,-0.47794887693933297
1,0.8870967741935484,0,22/23,57,62,-1.2767555459015083
0,1.4545454545454546,1,22/23,56,44,0.8354798533357071
0,1.5555555555555556,0,22/23,56,9,1.211473521876354
0,0.75,1,22/23,57,8,-1.7870759847353057
0,1.3770491803278688,0,22/23,57,61,0.547012579766817
0,1.180327868852459,1,22/23,57,61,-0.18525049929267248
0,0.9333333333333333,0,22/23,57,60,-1.1046474763340315
0,1.2063492063492063,1,22/23,56,63,-0.08839030364988304
0,1.3442622950819672,0,22/23,56,61,0.42496873325690193
1,1.4444444444444444,1,22/23,56,9,0.7978804864816421
0,1.5238095238095237,0,22/23,56,63,1.0933040831921503
0,1.4444444444444444,1,22/23,56,45,0.7978804864816421
0,1.0819672131147542,0,22/23,56,61,-0.5513820388224169
0,1.4,1,22/23,56,10,0.6324432723237572
0,1.0,0,22/23,56,63,-0.8564916550972045
0,1.4222222222222223,1,22/23,56,45,0.7151618794027
0,1.6612903225806452,0,22/23,56,62,1.6050539910422894
0,1.1774193548387097,1,22/23,57,62,-0.19607696954758397
0,1.1,0,22/23,57,60,-0.48425792324196365
0,1.2741935483870968,1,22/23,57,62,0.16414922257039039
0,1.2741935483870968,0,22/23,57,62,0.16414922257039039
0,0.984375,1,22/23,57,64,-0.9146531756995858
0,0.9180327868852459,0,22/23,57,61,-1.1616012713719917
0,1.3548387096774193,1,22/23,57,62,0.46433771600203566
0,1.3225806451612903,0,22/23,57,62,0.34426231862937756
0,0.8888888888888888,1,22/23,57,9,-1.2700846904919163
0,0.9047619047619048,0,22/23,57,63,-1.2109999711498145
0,1.0806451612903225,1,22/23,56,62,-0.5563031616655592
0,1.3,0,22/23,56,10,0.2602095404685172
0,1.3387096774193548,1,22/23,56,62,0.40430001731570664
0,1.434782608695652,0,22/23,56,46,0.7619158747081888
0,1.3650793650793651,1,22/23,56,63,0.502456889771134
0,1.4565217391304348,0,22/23,56,46,0.8428362511984588
0,1.203125,1,22/23,56,64,-0.10039188726624719
0,1.3636363636363635,0,22/23,56,11,0.49708555164912427
0,1.5,1,22/23,56,64,1.004677004178998
0,1.6349206349206349,0,22/23,56,63,1.506897118586862
0,0.984375,1,22/23,56,64,-0.9146531756995858
1,1.425531914893617,0,22/23,56,47,0.7274816719463719
0,1.0634920634920635,1,22/23,56,63,-0.6201527777287978
0,1.4545454545454546,0,22/23,56,11,0.8354798533357071
0,0.953125,1,22/23,57,64,-1.0309762169043484
0,1.1587301587301588,0,22/23,57,63,-0.26564446167618744
0,1.25,1,22/23,56,12,0.0740926745408968
0,1.4893617021276595,0,22/23,56,47,0.9650776710029084
0,0.9692307692307692,1,22/23,56,65,-0.9710251110526631
0,1.523076923076923,0,22/23,56,65,1.0905770961455916
0,1.4166666666666667,1,22/23,56,12,0.6944822276329645
0,1.375,0,22/23,56,64,0.5393848393599474
0,1.4166666666666667,1,22/23,56,48,0.6944822276329645
0,1.0625,0,22/23,56,64,-0.6238455726876792
0,1.625,1,22/23,56,64,1.4699691689980487
0,1.2153846153846153,0,22/23,56,65,-0.05475746340899452
0,1.3174603174603174,1,22/23,57,63,0.32520273174482883
0,1.098360655737705,0,22/23,57,61,-0.4903601155674593
0,1.3015873015873016,1,22/23,57,63,0.26611801240272737
0,0.9,0,22/23,57,10,-1.2287253869524448
0,1.3492063492063493,1,22/23,57,63,0.44337217042903254
0,0.9692307692307692,0,22/23,57,65,-0.9710251110526631
0,0.9193548387096774,1,22/23,57,62,-1.1566801485288503
0,1.2698412698412698,0,22/23,57,63,0.14794857371852363
0,1.5151515151515151,1,22/23,56,66,1.061076054460095
0,1.3846153846153846,0,22/23,56,13,0.5751765443460282
0,1.4791666666666667,1,22/23,56,48,0.9271283100424899
0,1.4285714285714286,0,22/23,56,49,0.7387957671395406
0,1.0615384615384615,1,22/23,56,65,-0.6274247431862873
0,1.6615384615384616,0,22/23,56,65,1.6059776479451562
0,1.4,1,22/23,56,65,0.6324432723237572
0,1.3076923076923077,0,22/23,56,13,0.28884290445738176
2,1.196969696969697,1,22/23,56,66,-0.12330400144294269
0,0.9696969696969697,0,22/23,56,66,-0.9692897556593985
0,0.9365079365079365,1,22/23,57,63,-1.0928305324656111
0,1.296875,0,22/23,57,64,0.24857723634804077
0,1.265625,1,22/23,57,64,0.13225419514327813
0,0.9692307692307692,0,22/23,57,65,-0.9710251110526631
0,1.0806451612903225,1,22/23,57,62,-0.5563031616655592
0,1.328125,0,22/23,57,64,0.36490027755280346
0,0.9696969696969697,1,22/23,57,66,-0.9692897556593985
0,1.3125,0,22/23,57,64,0.30673875695042213
0,0.9090909090909091,1,22/23,57,11,-1.1948859567837868
0,1.15625,0,22/23,57,64,-0.2748764490733912
0,1.6515151515151516,1,22/23,56,66,1.568667506989969
0,0.9552238805970149,0,22/23,56,67,-1.0231634753308942
0,1.2923076923076924,1,22/23,57,65,0.23157617647965265
0,1.353846153846154,0,22/23,57,65,0.4606430883905699
0,1.42,1,22/23,56,50,0.7068900186948054
0,1.5,0,22/23,56,14,1.004677004178998
0,1.2857142857142858,1,22/23,56,14,0.2070332930606259
0,1.0454545454545454,0,22/23,56,66,-0.6872945042539135
0,1.469387755102041,1,22/23,56,49,0.8907279025906594
0,1.1940298507462686,0,22/23,56,67,-0.13424710075121582
0,0.9696969696969697,1,22/23,57,66,-0.9692897556593985
0,0.9375,0,22/23,57,64,-1.0891377375067297
0,1.1538461538461537,1,22/23,57,65,-0.2838243753199118
0,0.9850746268656716,0,22/23,57,67,-0.9120489285084346
0,1.0793650793650793,1,22/23,57,63,-0.5610680583866964
0,1.0,0,22/23,57,12,-0.8564916550972045
0,1.2923076923076924,1,22/23,57,65,0.23157617647965265
0,1.2769230769230768,0,22/23,57,65,0.17430944850192273
0,1.378787878787879,1,22/23,56,66,0.5534846019302221
0,1.492537313432836,0,22/23,56,67,0.9768983674733834
0,0.9558823529411765,1,22/23,56,68,-1.0207124191509869
0,1.2,0,22/23,56,15,-0.11202419138672362
0,1.4666666666666666,1,22/23,56,15,0.8805990935605842
0,1.2205882352941178,0,22/23,56,68,-0.0353878348282912
0,1.4705882352941178,1,22/23,56,68,0.89519649480981
0,1.4901960784313726,0,22/23,56,51,0.9681835010559354
0,1.0597014925373134,1,22/23,56,67,-0.634262561452285
0,1.3880597014925373,0,22/23,56,67,0.5879974535947736
0,1.6417910447761195,1,22/23,56,67,1.5324711015856827
0,1.46,0,22/23,56,50,0.8557835114369017
0,1.3636363636363635,1,22/23,57,66,0.49708555164912427
0,1.1363636363636365,0,22/23,57,66,-0.3489002025673307
0,1.2727272727272727,1,22/23,57,66,0.15869124996254227
0,0.9850746268656716,0,22/23,57,67,-0.9120489285084346
0,1.0294117647058822,1,22/23,57,68,-0.7470111457280165
0,1.078125,0,22/23,57,64,-0.5656840520852978
0,0.9538461538461539,1,22/23,57,65,-1.0282918390303921
0,1.3181818181818181,0,22/23,57,66,0.32788840080583326
0,1.2878787878787878,1,22/23,57,66,0.2150903002436393
0,1.0,0,22/23,57,13,-0.8564916550972045
0,1.2985074626865671,1,22/23,57,67,0.25465381312739394
0,1.3582089552238805,0,22/23,57,67,0.4768829067723135
0,1.2028985507246377,1,22/23,56,69,-0.10123480785468746
0,1.5192307692307692,0,22/23,56,52,1.0762604141511594
0,1.25,1,22/23,56,16,0.0740926745408968
0,1.625,0,22/23,56,16,1.4699691689980487
0,1.411764705882353,1,22/23,56,68,0.6762354760714332
0,1.6323529411764706,0,22/23,56,68,1.4973392963403458
0,1.0,1,22/23,57,14,-0.8564916550972045
1,1.0434782608695652,0,22/23,57,69,-0.6946509021166652
0,0.9852941176470589,1,22/23,57,68,-0.9112319097817985
0,1.3529411764705883,0,22/23,57,68,0.45727445733305644
0,1.164179104477612,1,22/23,57,67,-0.24536164757367518
0,1.2686567164179106,0,22/23,57,67,0.1435392663049346
0,1.2941176470588236,1,22/23,57,68,0.2383134385946796
0,1.2985074626865671,0,22/23,57,67,0.25465381312739394
0,1.0923076923076922,1,22/23,57,65,-0.512891287230829
0,0.9545454545454546,0,22/23,57,66,-1.0256888059404954
0,1.4313725490196079,1,22/23,56,51,0.7492224823175586
0,0.9420289855072463,0,22/23,56,69,-1.0722793257379237
0,0.9855072463768116,1,22/23,57,69,-0.910438572757384
0,0.9333333333333333,0,22/23,57,15,-1.1046474763340315
0,1.2647058823529411,1,22/23,57,68,0.12883292922549078
0,1.0909090909090908,0,22/23,57,66,-0.5180973534106225
0,1.588235294117647,1,22/23,56,17,1.3331185322865629
0,1.4615384615384615,0,22/23,56,52,0.8615101842346745
0,1.5072463768115942,1,22/23,56,69,1.0316504630090881
0,1.1857142857142857,0,22/23,56,70,-0.16520043879461493
0,1.1971830985915493,1,22/23,56,71,-0.1225096486220825
0,1.6231884057971016,0,22/23,56,69,1.4632258042905266
0,1.4057971014492754,1,22/23,56,69,0.6540220393878295
0,1.5555555555555556,0,22/23,56,18,1.211473521876354
0,1.088235294117647,1,22/23,56,68,-0.5280501269896396
0,1.490566037735849,0,22/23,56,53,0.9695606143813335
0,1.3768115942028984,1,22/23,57,69,0.5461282040674695
0,0.9402985074626866,0,22/23,57,67,-1.078720748742124
0,1.1764705882352942,1,22/23,57,68,-0.19960859888207402
0,1.2941176470588236,0,22/23,57,68,0.2383134385946796
0,0.875,1,22/23,57,16,-1.321783819916255
0,1.318840579710145,0,22/23,57,69,0.33034053342675107
0,1.0285714285714285,1,22/23,57,70,-0.7501391602814218
0,0.9714285714285714,0,22/23,57,70,-0.9628441499129875
0,1.4528301886792452,1,22/23,56,53,0.8290950551906767
1,1.2352941176470589,0,22/23,56,17,0.019352419856302795
0,1.5142857142857142,1,22/23,56,70,1.0578532515868895
0,0.9285714285714286,0,22/23,56,70,-1.1223728921366618
0,1.5,1,22/23,56,54,1.004677004178998
0,1.4444444444444444,0,22/23,56,54,0.7978804864816421
0,0.9411764705882353,1,22/23,57,68,-1.0754526738355812
0,1.0422535211267605,0,22/23,57,71,-0.6992097965668214
0,1.5789473684210527,1,22/23,56,19,1.298545739854188
0,1.1014492753623188,0,22/23,56,69,-0.47886323147594595
0,1.3043478260869565,1,22/23,57,69,0.27639361576657107
0,1.2608695652173914,0,22/23,57,69,0.11455286278603181
0,1.6571428571428573,1,22/23,56,70,1.589615725665805
0,1.5492957746478873,0,22/23,56,71,1.1881725057977783
0,0.9154929577464789,1,22/23,56,71,-1.171055372157971
0,1.2083333333333333,0,22/23,56,72,-0.08100471373212036
0,1.1044776119402986,1,22/23,57,67,-0.4675907412185947
0,1.1594202898550725,0,22/23,57,69,-0.2630755608352267
0,1.0857142857142856,1,22/23,56,70,-0.5374341706498558
0,1.4181818181818182,0,22/23,56,55,0.7001221326610741
0,0.9027777777777778,1,22/23,56,72,-1.2183855610675771
0,1.676056338028169,0,22/23,56,71,1.6600180813889285
0,1.55,1,22/23,56,20,1.1907938701066185
0,1.4727272727272727,0,22/23,56,55,0.9031587136730231
0,1.5694444444444444,1,22/23,56,72,1.2631726513006927
0,1.2222222222222223,0,22/23,56,18,-0.02930558430778076
0,1.457142857142857,1,22/23,56,70,0.8451482619553233
0,1.1917808219178083,0,22/23,56,73,-0.14261874468989355
0,1.1571428571428573,1,22/23,57,70,-0.27155293361039756
0,0.9577464788732394,0,22/23,57,71,-1.013773513627588
0,0.9411764705882353,1,22/23,57,17,-1.0754526738355812
0,0.927536231884058,0,22/23,57,69,-1.1262262433981034
0,1.4285714285714286,1,22/23,57,70,0.7387957671395406
0,1.088235294117647,0,22/23,57,68,-0.5280501269896396
0,1.2571428571428571,1,22/23,57,70,0.10068079824484245
0,1.3285714285714285,0,22/23,57,70,0.3665620352842998
0,1.2105263157894737,1,22/23,56,19,-0.07284169329669818
0,0.8904109589041096,0,22/23,56,73,-1.2644190324728104
0,1.4647887323943662,1,22/23,56,71,0.8736087887370121
0,1.0845070422535212,0,22/23,56,71,-0.5419279380364375
0,1.4107142857142858,1,22/23,56,56,0.6723254578796766
0,1.6805555555555556,0,22/23,56,72,1.6767656866954046
0,1.1891891891891893,1,22/23,56,74,-0.15226567591161408
0,1.5238095238095237,0,22/23,56,21,1.0933040831921503
0,1.4821428571428572,1,22/23,56,56,0.9382066949191339
0,1.547945205479452,0,22/23,56,73,1.1831452317808255
0,1.1014492753623188,1,22/23,57,69,-0.47886323147594595
0,1.0416666666666667,0,22/23,57,72,-0.7013942668241873
0,1.1549295774647887,1,22/23,57,71,-0.2797915071524656
0,1.408450704225352,0,22/23,57,71,0.6638996440298338
0,1.323943661971831,1,22/23,57,71,0.3493359269690676
0,0.9571428571428572,0,22/23,57,70,-1.0160203973208788
0,0.9583333333333334,1,22/23,57,72,-1.0115890433702213
0,1.267605633802817,0,22/23,57,71,0.13962678226189015
0,1.4027777777777777,1,22/23,57,72,0.642783098208625
0,0.8888888888888888,0,22/23,57,18,-1.2700846904919163
0,0.8783783783783784,1,22/23,56,74,-1.3092083560022265
0,1.0694444444444444,0,22/23,56,72,-0.5979960079755098
0,1.1866666666666668,1,22/23,56,75,-0.1616553556340885
0,1.4035087719298245,0,22/23,56,57,0.6455041050204323
0,1.0547945205479452,1,22/23,56,73,-0.6525279664094015
0,1.35,0,22/23,56,20,0.44632640639613763
0,1.5405405405405406,1,22/23,56,74,1.1555825711473389
0,1.5,0,22/23,56,72,1.004677004178998
0,0.88,1,22/23,56,75,-1.3031721333234931
0,1.4545454545454546,0,22/23,56,22,0.8354798533357071
0,1.3285714285714285,1,22/23,57,70,0.3665620352842998
0,1.3055555555555556,0,22/23,57,72,0.2808891922382527
0,1.2638888888888888,1,22/23,57,72,0.12579180396523557
0,1.1527777777777777,0,22/23,57,72,-0.2878012314294763
0,0.9859154929577465,1,22/23,57,71,-0.9089189412739989
0,1.1,0,22/23,57,70,-0.48425792324196365
0,1.0273972602739727,1,22/23,57,73,-0.7545098107533026
0,0.8421052631578947,0,22/23,57,19,-1.4442291264475844
0,1.4383561643835616,1,22/23,57,73,0.7752178544052196
0,0.958904109589041,0,22/23,57,73,-1.0094644216130568
0,1.4137931034482758,1,22/23,56,58,0.6837858560279284
0,1.5068493150684932,0,22/23,56,73,1.0301724652649735
0,1.4912280701754386,1,22/23,56,57,0.9720249224373102
0,0.868421052631579,0,22/23,56,76,-1.3462728812225209
0,1.3333333333333333,1,22/23,56,21,0.3842874510869303
0,1.1973684210526316,0,22/23,56,76,-0.12181981590922956
0,1.6712328767123288,1,22/23,56,73,1.6420635313283825
0,1.054054054054054,0,22/23,56,74,-0.6552842324727506
0,1.5217391304347827,1,22/23,56,23,1.085597380669268
0,1.5333333333333334,0,22/23,56,75,1.1287549147974119
0,1.1369863013698631,1,22/23,57,73,-0.34658243337769656
0,0.9722222222222222,0,22/23,57,72,-0.9598899139458824
0,1.0985915492957747,1,22/23,57,71,-0.4895006518596431
0,1.2876712328767124,0,22/23,57,73,0.21431771051376153
0,0.8,1,22/23,57,20,-1.6009591188076853
0,1.4594594594594594,0,22/23,57,74,0.8537714372106572
0,1.273972602739726,1,22/23,57,73,0.16332678834181055
0,1.027027027027027,0,22/23,57,74,-0.7558879437849775
0,0.9459459459459459,1,22/23,57,74,-1.0576990777216588
0,1.323943661971831,0,22/23,57,71,0.3493359269690676
0,1.4827586206896552,1,22/23,56,58,0.9404987745487845
0,1.5135135135135136,0,22/23,56,74,1.054978859835112
0,0.9726027397260274,1,22/23,57,73,-0.9584734994411059
0,0.9466666666666667,0,22/23,57,75,-1.055016312086666
0,1.1111111111111112,1,22/23,57,72,-0.4428986197024926
0,1.2702702702702702,0,22/23,57,74,0.1495454580250668
0,1.0266666666666666,1,22/23,57,75,-0.7572293266024739
0,1.4666666666666666,0,22/23,57,75,0.8805990935605842
0,1.2837837837837838,1,22/23,57,74,0.1998473136811807
0,0.8095238095238095,0,22/23,57,21,-1.5655082872024244
1,1.662162162162162,1,22/23,56,74,1.6082992720523606
0,1.3636363636363635,0,22/23,56,22,0.49708555164912427
0,0.8181818181818182,1,22/23,57,22,-1.5332802584703689
0,1.3194444444444444,0,22/23,57,72,0.3325883216625915
0,1.434782608695652,1,22/23,56,23,0.7619158747081888
0,1.6666666666666667,0,22/23,56,75,1.6250665572710659
0,1.04,1,22/23,56,75,-0.7075981623551081
0,0.8571428571428571,0,22/23,56,77,-1.3882541291761197
0,1.5066666666666666,1,22/23,56,75,1.0294925863026805
0,1.4576271186440677,0,22/23,56,59,0.8469508466132177
0,1.4067796610169492,1,22/23,56,59,0.6576794575342825
0,1.5,0,22/23,56,24,1.004677004178998
0,0.9473684210526315,1,22/23,57,76,-1.0524041455473312
0,1.0394736842105263,0,22/23,57,76,-0.7095572872596095
0,1.2666666666666666,1,22/23,57,75,0.13613162985010333
0,0.9594594594594594,0,22/23,57,74,-1.0073972220655454
0,1.1216216216216217,1,22/23,57,74,-0.4037749541921819
0,1.2666666666666666,0,22/23,57,75,0.13613162985010333
0,1.4605263157894737,1,22/23,57,76,0.857742636341403
0,1.3287671232876712,0,22/23,57,73,0.36729047702961354
0,0.9466666666666667,1,22/23,57,75,-1.055016312086666
0,1.1066666666666667,0,22/23,57,75,-0.4594423411182812
0,1.513157894736842,1,22/23,56,76,1.0536551267915295
0,1.0394736842105263,0,22/23,56,76,-0.7095572872596095
0,0.8461538461538461,1,22/23,56,78,-1.4291589348744975
0,1.4166666666666667,0,22/23,56,60,0.6944822276329645
0,1.44,1,22/23,56,25,0.7813367650658536
