site,max_rhat,min_ess_bulk,min_ess_tail,worst_rhat_fold,model
ha.γ_base,1.0024596984188754,1494.7453348554186,1258.4001891139737,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[10],0.9999973247003523,3621.4078308988364,886.2294643705868,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[11],1.0039431242946726,2855.0283651613613,1242.5714604099373,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[12],1.0057675050353003,2899.9488558002436,1209.3642503893286,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[13],1.0052657867106964,2659.442110832178,1200.831904918287,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[14],1.0032915484236518,2318.2865303708854,1149.506145796677,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[15],1.0079363122792768,2586.9515983807532,743.9061048490382,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[16],1.005286808869011,1898.572333737699,778.2208620611801,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[17],1.006576400064848,3593.4744367224603,948.8524020455468,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[18],1.0046374986335707,2099.7596492693424,1120.872514764549,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[19],1.001673641462975,2842.2355630663196,891.1541323226578,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[1],1.0029882975737179,1465.994455051288,957.4888055497522,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[20],1.0006406596618331,2008.2859929856681,1144.4741136386017,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[21],1.0029348985415594,2026.6528080023868,1128.0522094956714,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[22],1.0033137574495565,1767.3595073160293,930.7365879673654,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[23],1.001270070211872,1630.408834790674,842.7097112148247,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[24],1.000655775298518,1713.6176039252198,853.1825755175113,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[25],1.0024577941413253,2294.133153751244,929.8801982147792,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[2],1.0049134502563566,3001.874638666838,1205.4613525354823,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[3],1.00191281080096,2308.129997975023,1081.7089696274722,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[4],1.0020750598018429,1932.0218532592755,1028.8140889762124,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[5],1.0019637400473842,3336.064644608699,992.1283490086031,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[6],1.0034787828082172,1951.4982776457493,1064.0418522642324,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[7],1.0075185409525702,2175.361546363502,1144.831859824565,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[8],1.0039012884872567,2454.601192116124,1090.7849926444721,2,m12_joint_hybrid_synergy_grw_hier_ha
ha.γ_team_raw[9],1.0045902161792075,2251.4874575033095,1014.9708644167378,1,m12_joint_hybrid_synergy_grw_hier_ha
ha.σ_γ,1.0097704673993095,438.1764377912818,284.62059829962203,2,m12_joint_hybrid_synergy_grw_hier_ha
