team,mean,sd,q05,q50,q95,p_above_base,model,fold
airdrieonians,0.14184025827351612,0.07598541503288869,0.03175422612568513,0.13697829940483985,0.2739401530248438,0.540625,m05_joint_production_wealth_hier_ha,2
forfar-athletic,0.14159638034011546,0.06797296669317619,0.03587228220491127,0.1384225406170535,0.2586440809962442,0.5425,m05_joint_production_wealth_hier_ha,2
dumbarton,0.1394816681695826,0.06518578725547841,0.03784140427080704,0.13698075215179217,0.2429339998607287,0.54125,m05_joint_production_wealth_hier_ha,2
bonnyrigg-rose,0.13920101883449756,0.06669342522226272,0.03189489381013411,0.13801033260356088,0.2526376777846461,0.531875,m05_joint_production_wealth_hier_ha,2
inverness-caledonian-thistle,0.13920072836863406,0.07377383261343738,0.029520556091192553,0.13561323286938043,0.257708627889668,0.51375,m05_joint_production_wealth_hier_ha,2
peterhead,0.1386900191961603,0.06551313301371446,0.032498842097868984,0.1380734207165447,0.2486584679956809,0.533125,m05_joint_production_wealth_hier_ha,2
stirling-albion,0.13681466911078335,0.06540403760823503,0.032313181021523106,0.1345793332258548,0.24907174052056708,0.510625,m05_joint_production_wealth_hier_ha,2
dunfermline-athletic,0.1348625487870092,0.07375720127096809,0.014533371245452294,0.13483116453005028,0.26282183365106837,0.50375,m05_joint_production_wealth_hier_ha,2
hamilton-academical,0.1346448385885081,0.06703281026465684,0.029852965872960463,0.13262819407828674,0.25249335341137763,0.515,m05_joint_production_wealth_hier_ha,2
albion-rovers,0.13388982690406964,0.07154177234019585,0.020616227391611293,0.13118358659103013,0.2500375385577248,0.494375,m05_joint_production_wealth_hier_ha,2
montrose,0.13324924191674778,0.06617731247344294,0.025189491635425096,0.13242827182967623,0.2415683056146719,0.489375,m05_joint_production_wealth_hier_ha,2
stenhousemuir,0.1324337145701849,0.06590574827654977,0.024110050532689345,0.13237745347753954,0.23659902572670477,0.49,m05_joint_production_wealth_hier_ha,2
arbroath,0.1313499555465447,0.07208671425640906,0.01589126236944905,0.13033757846740995,0.24290849472460935,0.490625,m05_joint_production_wealth_hier_ha,2
cove-rangers,0.12984504279879283,0.06749458847803823,0.026622393214403746,0.12873026175992697,0.23721491086028326,0.458125,m05_joint_production_wealth_hier_ha,2
edinburgh-city-fc,0.12922131703504897,0.06656358006079537,0.02305108324977908,0.1307157749003605,0.23831213824424402,0.465625,m05_joint_production_wealth_hier_ha,2
clyde-fc,0.12663032426462345,0.06258332450324311,0.023088471689475303,0.12598839862841754,0.22833012999664085,0.459375,m05_joint_production_wealth_hier_ha,2
east-fife,0.1194608439793555,0.06746835639183107,0.0008348781734834976,0.1228682740012138,0.21807400790493794,0.414375,m05_joint_production_wealth_hier_ha,2
kelty-hearts-fc,0.11265743161308216,0.0720580195185133,-0.008964796356827842,0.11755386055363012,0.21683716394342806,0.378125,m05_joint_production_wealth_hier_ha,2
alloa-athletic,0.11074746469669698,0.07005043411497759,-0.012498355892509505,0.11736278606289025,0.20903918804993268,0.360625,m05_joint_production_wealth_hier_ha,2
the-spartans-fc,0.10921471071344087,0.07304097103384057,-0.02173813166488834,0.11689471381090026,0.21378450511920782,0.366875,m05_joint_production_wealth_hier_ha,2
annan-athletic,0.14660332516056837,0.06829914947253231,0.04761650913773058,0.13917139516691152,0.27112569635294137,0.6825,m12_joint_hybrid_synergy_hier_ha,1
stranraer,0.13886191608347823,0.06801446301815617,0.03909634262681749,0.1319252611225767,0.26316941047516124,0.66,m12_joint_hybrid_synergy_hier_ha,1
bonnyrigg-rose,0.12955946413987726,0.06186844823380791,0.03709566106842594,0.12652329842190857,0.24088822941392768,0.6025,m12_joint_hybrid_synergy_hier_ha,1
elgin-city,0.1294194856020107,0.06458847390748211,0.03440765230834615,0.12446041871603647,0.2470847816807709,0.580625,m12_joint_hybrid_synergy_hier_ha,1
airdrieonians,0.12915233925860953,0.07331927196256062,0.02306379772211269,0.12518694207100467,0.25906074977876253,0.571875,m12_joint_hybrid_synergy_hier_ha,1
peterhead,0.1290046180184305,0.06359285772131658,0.032697869202218455,0.125601591007239,0.23174491203039846,0.585,m12_joint_hybrid_synergy_hier_ha,1
montrose,0.1287514754654239,0.06564700163385077,0.0327441492976232,0.12602739910117938,0.24269762834256872,0.58125,m12_joint_hybrid_synergy_hier_ha,1
forfar-athletic,0.12763073172721776,0.06537084736740076,0.027525085549245855,0.12466121979670378,0.2405947758691822,0.565625,m12_joint_hybrid_synergy_hier_ha,1
stirling-albion,0.12358530602135083,0.06348434666415563,0.021989497783363076,0.12291922588090005,0.2287366270775101,0.56375,m12_joint_hybrid_synergy_hier_ha,1
dumbarton,0.12309529951276744,0.062384679397657364,0.02928466418422096,0.12236997768224936,0.22693521562714003,0.538125,m12_joint_hybrid_synergy_hier_ha,1
queen-of-the-south,0.12299659917916408,0.06740476293099064,0.01863008806001665,0.12374942462625375,0.23700449964200243,0.536875,m12_joint_hybrid_synergy_hier_ha,1
cove-rangers,0.12085736421285842,0.06556843408812678,0.01621575687066816,0.1194034009710614,0.22755849043203083,0.52375,m12_joint_hybrid_synergy_hier_ha,1
dunfermline-athletic,0.11886516550151978,0.07190101774234653,0.006959870686972164,0.11570341142922716,0.2321528130229249,0.505,m12_joint_hybrid_synergy_hier_ha,1
albion-rovers,0.11767602999734006,0.0707768074057997,-0.0028032785305251865,0.11751462380509595,0.23506139726090935,0.504375,m12_joint_hybrid_synergy_hier_ha,1
edinburgh-city-fc,0.11598535322609356,0.06277931123582509,0.011710584574660773,0.11656033965657238,0.21598909258437646,0.509375,m12_joint_hybrid_synergy_hier_ha,1
hamilton-academical,0.11368950118891048,0.06472590961033656,0.005611421342459746,0.11441298379136011,0.21517497673769717,0.49125,m12_joint_hybrid_synergy_hier_ha,1
falkirk-fc,0.11345398356221031,0.06116338901564171,0.012271273420627761,0.11488471710102237,0.21309112370377262,0.474375,m12_joint_hybrid_synergy_hier_ha,1
stenhousemuir,0.09893487142070502,0.0647282634201339,-0.01107755106955118,0.10335864203784739,0.19297380107122405,0.378125,m12_joint_hybrid_synergy_hier_ha,1
alloa-athletic,0.0958762402639159,0.06526358287345768,-0.01792524875334707,0.10217755872269335,0.1964464227594876,0.366875,m12_joint_hybrid_synergy_hier_ha,1
clyde-fc,0.09518604097392756,0.06773854425723616,-0.03316886130449659,0.10181975963593816,0.19159832559705273,0.371875,m12_joint_hybrid_synergy_hier_ha,1
east-fife,0.08905143199465909,0.07126983850867004,-0.03692704527328097,0.0980513479904456,0.18570135205683924,0.341875,m12_joint_hybrid_synergy_hier_ha,1
kelty-hearts-fc,0.08398805605602246,0.07117073270273375,-0.049864581655888716,0.0949089280434644,0.18369432367086297,0.2975,m12_joint_hybrid_synergy_hier_ha,1
the-spartans-fc,0.08384848732400173,0.07271392238738779,-0.05335014883142712,0.09335681997316289,0.18371895372694869,0.31,m12_joint_hybrid_synergy_hier_ha,1
annan-athletic,0.1423516226601053,0.059700832700766496,0.05211991580936186,0.13927077594210469,0.24442601814354803,0.616875,m12_joint_hybrid_synergy_hier_ha,2
elgin-city,0.13993553362413033,0.06626321871087365,0.04118950761907852,0.13564892897661285,0.2486480253588677,0.591875,m12_joint_hybrid_synergy_hier_ha,2
peterhead,0.13785545318985482,0.06360519822648901,0.039713666674477,0.13469247997916087,0.2447750566853691,0.5775,m12_joint_hybrid_synergy_hier_ha,2
stranraer,0.1366526351534939,0.061544473226629266,0.042384799596928334,0.1341751505163486,0.24170443950140813,0.56125,m12_joint_hybrid_synergy_hier_ha,2
montrose,0.13402066237289106,0.06008348242211238,0.038939467780371564,0.13399983191048748,0.2290526372747034,0.571875,m12_joint_hybrid_synergy_hier_ha,2
airdrieonians,0.13357593781491922,0.06870986029050159,0.03210746681251649,0.13075337834574863,0.24606307239079392,0.534375,m12_joint_hybrid_synergy_hier_ha,2
dumbarton,0.13274242283596313,0.061216891808503475,0.03263174881194109,0.13187840529652822,0.2340927502579497,0.56125,m12_joint_hybrid_synergy_hier_ha,2
bonnyrigg-rose,0.132626613377399,0.05949640515211488,0.03820138074183703,0.1309131320100081,0.23081325666596858,0.54375,m12_joint_hybrid_synergy_hier_ha,2
queen-of-the-south,0.12891495421627375,0.05900367706480789,0.03373983350740268,0.1286832619128052,0.22414606045733257,0.53375,m12_joint_hybrid_synergy_hier_ha,2
inverness-caledonian-thistle,0.12840844506226698,0.0665045258555181,0.023741673314832054,0.12858100401913913,0.23721041726983272,0.498125,m12_joint_hybrid_synergy_hier_ha,2
dunfermline-athletic,0.12811364950478257,0.06877106180985722,0.0205021848108064,0.12626160983363416,0.23816113139778616,0.504375,m12_joint_hybrid_synergy_hier_ha,2
forfar-athletic,0.12745443719044322,0.05905404265667559,0.03428540187290335,0.12667604861431264,0.22038520962009728,0.498125,m12_joint_hybrid_synergy_hier_ha,2
hamilton-academical,0.12609698354954643,0.06193524797951129,0.029630627643947947,0.12575179421675486,0.22731250576815815,0.48375,m12_joint_hybrid_synergy_hier_ha,2
edinburgh-city-fc,0.12562057481127575,0.06410810545122232,0.023870665321973808,0.1271920144851543,0.2277834374143165,0.480625,m12_joint_hybrid_synergy_hier_ha,2
cove-rangers,0.12555799546605706,0.06414858887092419,0.018617465163011503,0.12574629749031813,0.22692053066190684,0.508125,m12_joint_hybrid_synergy_hier_ha,2
albion-rovers,0.12533799547264754,0.06560215482287465,0.019604158632020415,0.12582847039799183,0.2284770855755034,0.4925,m12_joint_hybrid_synergy_hier_ha,2
falkirk-fc,0.1241360072514695,0.060313854096666744,0.024650535486508945,0.1248823988408038,0.22525302371945613,0.48375,m12_joint_hybrid_synergy_hier_ha,2
stirling-albion,0.12386989558192038,0.05975918224040851,0.02666005533191791,0.12415810295924135,0.22066188958107286,0.485,m12_joint_hybrid_synergy_hier_ha,2
arbroath,0.12331467408930631,0.06581983143454011,0.015520539512567244,0.12368079292622583,0.22587048322683678,0.488125,m12_joint_hybrid_synergy_hier_ha,2
kelty-hearts-fc,0.11818530187080163,0.06089025219316752,0.016143368618920063,0.12062348110992216,0.21418550053871674,0.4275,m12_joint_hybrid_synergy_hier_ha,2
clyde-fc,0.11793187258683212,0.06043541714340925,0.017684177488203758,0.12154977832152586,0.20968397960852234,0.436875,m12_joint_hybrid_synergy_hier_ha,2
stenhousemuir,0.11624343000647513,0.06421262016416611,0.0062404505051361255,0.11942302553064109,0.21670331885736271,0.44875,m12_joint_hybrid_synergy_hier_ha,2
alloa-athletic,0.11201688064914186,0.06252349280970612,0.0047936874792492415,0.11587303569278089,0.20757931088366666,0.39625,m12_joint_hybrid_synergy_hier_ha,2
east-fife,0.1090626966219318,0.06371276351266517,-0.004343113536200716,0.11368826259412654,0.2037341739493402,0.385,m12_joint_hybrid_synergy_hier_ha,2
the-spartans-fc,0.10755592134127809,0.06656371096872019,-0.004019496124284467,0.11437709368494683,0.2018399979020781,0.385,m12_joint_hybrid_synergy_hier_ha,2
airdrieonians,0.26966393938245387,0.12564102358684207,0.09307866324591194,0.2555589913932393,0.49577027969706444,0.919375,m12_joint_hybrid_synergy_grw_hier_ha,1
stranraer,0.24543005476253363,0.0930703447806222,0.10398986426124505,0.23667401748286762,0.4097669686882094,0.934375,m12_joint_hybrid_synergy_grw_hier_ha,1
annan-athletic,0.2387559741251451,0.09707965033628053,0.0923591981847983,0.232379892285217,0.4101127947604781,0.90625,m12_joint_hybrid_synergy_grw_hier_ha,1
stirling-albion,0.23650093282388007,0.09310507806927212,0.098498314420602,0.2315002597632915,0.3980880734173214,0.913125,m12_joint_hybrid_synergy_grw_hier_ha,1
queen-of-the-south,0.17422628655967945,0.08443067802677004,0.04392085331545084,0.16807942152003064,0.32525796460772494,0.748125,m12_joint_hybrid_synergy_grw_hier_ha,1
elgin-city,0.1590488724689421,0.08252898790587672,0.031673368963190285,0.1538994051504032,0.3004160459364251,0.6925,m12_joint_hybrid_synergy_grw_hier_ha,1
forfar-athletic,0.1562668408231932,0.08738280051807015,0.028218139337956194,0.1519994780113688,0.305383161694488,0.658125,m12_joint_hybrid_synergy_grw_hier_ha,1
bonnyrigg-rose,0.14179160710905564,0.0842581195787883,0.0013844605052126843,0.14038881382987844,0.28156242389120484,0.606875,m12_joint_hybrid_synergy_grw_hier_ha,1
cove-rangers,0.13004611994324716,0.09031691397689301,-0.018921740623601403,0.13196667336649898,0.27776375935333064,0.55125,m12_joint_hybrid_synergy_grw_hier_ha,1
montrose,0.12653670690069269,0.08516317979283292,-0.012066791033718247,0.1282054580408269,0.2654563320050799,0.54125,m12_joint_hybrid_synergy_grw_hier_ha,1
dunfermline-athletic,0.12088587339999966,0.11030461434347652,-0.06279485824585845,0.12184860600961281,0.2960434912066011,0.50875,m12_joint_hybrid_synergy_grw_hier_ha,1
dumbarton,0.11641837387656433,0.0826933066797194,-0.019356347382676414,0.11690461407437594,0.2496987785689213,0.496875,m12_joint_hybrid_synergy_grw_hier_ha,1
stenhousemuir,0.1014631300657338,0.08206884894967961,-0.030962328867181553,0.10322953109853364,0.23742162887629784,0.423125,m12_joint_hybrid_synergy_grw_hier_ha,1
edinburgh-city-fc,0.09833566411272775,0.08348897457013682,-0.04517955263345912,0.10096171358877076,0.2285801226278804,0.401875,m12_joint_hybrid_synergy_grw_hier_ha,1
peterhead,0.09437459330785192,0.08770571763414506,-0.05273400721222277,0.09846560460077357,0.23953954165783292,0.3875,m12_joint_hybrid_synergy_grw_hier_ha,1
falkirk-fc,0.088117023480314,0.08045932983022468,-0.04601076683590988,0.08982976896278375,0.21556154715169182,0.36375,m12_joint_hybrid_synergy_grw_hier_ha,1
hamilton-academical,0.07164608482078841,0.09154298830576456,-0.08174186772244857,0.07415612237953294,0.21303932938972991,0.293125,m12_joint_hybrid_synergy_grw_hier_ha,1
alloa-athletic,0.0601949465487303,0.08804867671311814,-0.09141280113410497,0.06426200791474491,0.19815723914453132,0.25125,m12_joint_hybrid_synergy_grw_hier_ha,1
albion-rovers,0.05610174339109478,0.11124917767669328,-0.1379949481318901,0.06530719857564765,0.23203938964897805,0.29625,m12_joint_hybrid_synergy_grw_hier_ha,1
east-fife,0.04349134080033625,0.09548056177470267,-0.1261519873605054,0.051746669612327295,0.18476467256336562,0.2225,m12_joint_hybrid_synergy_grw_hier_ha,1
clyde-fc,0.03010181482817747,0.09092480049587508,-0.12550688334843785,0.03158070279622159,0.17295856343894778,0.166875,m12_joint_hybrid_synergy_grw_hier_ha,1
kelty-hearts-fc,-0.027055194586780056,0.09641755823906811,-0.18918905277196515,-0.023344223120592776,0.12307514511935676,0.055,m12_joint_hybrid_synergy_grw_hier_ha,1
the-spartans-fc,-0.027377062702709676,0.10610094520932285,-0.22696877333281795,-0.019686111977328585,0.13488268657637198,0.063125,m12_joint_hybrid_synergy_grw_hier_ha,1
airdrieonians,0.2564027861353826,0.11674576367988715,0.09751838486494689,0.24492641817235006,0.4682958328940137,0.898125,m12_joint_hybrid_synergy_grw_hier_ha,2
stranraer,0.2316178805199266,0.0932636710996454,0.09422563535534165,0.22500962473264563,0.39680478786339424,0.89625,m12_joint_hybrid_synergy_grw_hier_ha,2
annan-athletic,0.2229606025181446,0.08724791021821016,0.08677128651490937,0.21976234034246783,0.3652540942532059,0.8875,m12_joint_hybrid_synergy_grw_hier_ha,2
stirling-albion,0.204877132276061,0.08346328799511266,0.07630262866915842,0.2020145560180608,0.35054128232325976,0.845,m12_joint_hybrid_synergy_grw_hier_ha,2
queen-of-the-south,0.18188166217694074,0.07824520687403926,0.06202091432346826,0.17602830723695884,0.3205419237657099,0.76,m12_joint_hybrid_synergy_grw_hier_ha,2
elgin-city,0.1750648964965032,0.08005832696886002,0.05498522866755719,0.16964926097452582,0.3111865306425336,0.735,m12_joint_hybrid_synergy_grw_hier_ha,2
forfar-athletic,0.14546519675278927,0.07797103238664908,0.012377767818591021,0.14437416119615437,0.27839599143642474,0.609375,m12_joint_hybrid_synergy_grw_hier_ha,2
bonnyrigg-rose,0.13925207549304155,0.07519589683229638,0.01687559856388499,0.13680879458032982,0.2719582479473593,0.573125,m12_joint_hybrid_synergy_grw_hier_ha,2
montrose,0.13796934471607564,0.07699810793583906,0.011686514813956118,0.13594218378222714,0.2696132786899545,0.575625,m12_joint_hybrid_synergy_grw_hier_ha,2
inverness-caledonian-thistle,0.13442416426990175,0.11265672890633793,-0.042667752055276016,0.1328163362730164,0.3340843950440584,0.52625,m12_joint_hybrid_synergy_grw_hier_ha,2
dunfermline-athletic,0.13040829209846724,0.09882306295499121,-0.03040575122856131,0.12958875539168596,0.2909870134046948,0.535,m12_joint_hybrid_synergy_grw_hier_ha,2
dumbarton,0.12271227092440266,0.0735515091748782,0.002803787986628362,0.12230313038877276,0.24894629780796848,0.491875,m12_joint_hybrid_synergy_grw_hier_ha,2
arbroath,0.11997109429547624,0.11085287325397791,-0.06190765946213923,0.12005687154646555,0.29548196744091265,0.488125,m12_joint_hybrid_synergy_grw_hier_ha,2
cove-rangers,0.11534503378476411,0.08041560722311562,-0.020410887150191893,0.11562045288778477,0.2510394917045349,0.441875,m12_joint_hybrid_synergy_grw_hier_ha,2
edinburgh-city-fc,0.11466756101406272,0.07760691428945814,-0.014012338334931677,0.11442614204610921,0.2406379253834102,0.436875,m12_joint_hybrid_synergy_grw_hier_ha,2
stenhousemuir,0.10627831210117034,0.0772005045395925,-0.02105417482150965,0.10916300662589584,0.23053300267626492,0.39625,m12_joint_hybrid_synergy_grw_hier_ha,2
peterhead,0.10210426829254274,0.07440133995596712,-0.0236186783912933,0.10417880017822936,0.21936332932101393,0.380625,m12_joint_hybrid_synergy_grw_hier_ha,2
falkirk-fc,0.10049165504083475,0.07448933341052541,-0.028783177585030347,0.1039708610877777,0.2158927778313322,0.38625,m12_joint_hybrid_synergy_grw_hier_ha,2
hamilton-academical,0.08757596701171051,0.0815598860697923,-0.0508386829026018,0.09318928773242333,0.21172815130358608,0.316875,m12_joint_hybrid_synergy_grw_hier_ha,2
albion-rovers,0.07667869346521838,0.10363580730187588,-0.10654487542253403,0.08385810223284312,0.2332598930974209,0.33,m12_joint_hybrid_synergy_grw_hier_ha,2
alloa-athletic,0.06414122759268023,0.08034199245573448,-0.07304854047264295,0.068721966241624,0.18983678943893656,0.22375,m12_joint_hybrid_synergy_grw_hier_ha,2
east-fife,0.06146149179239217,0.08492778070460515,-0.08807549008526669,0.0666307031793351,0.19075714533236063,0.226875,m12_joint_hybrid_synergy_grw_hier_ha,2
clyde-fc,0.0591899980692353,0.0820707733110514,-0.07987704970210315,0.06261420441711746,0.18686416048658,0.203125,m12_joint_hybrid_synergy_grw_hier_ha,2
kelty-hearts-fc,0.011884737108181862,0.08857096208816655,-0.1413036143210512,0.015774852202862094,0.14309434796685946,0.0825,m12_joint_hybrid_synergy_grw_hier_ha,2
the-spartans-fc,0.0035863413389236477,0.10220624824023863,-0.1811827744248884,0.01311652306938834,0.15414933292798402,0.09625,m12_joint_hybrid_synergy_grw_hier_ha,2
