fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
16,turf_gen.w,-0.030115658255708902,0.03908232880566666,-0.09608343355435026,-0.029568335309999978,0.03370440402013105,0.218,0.0,0.05,0.5,0.2183534238866669,NaN,NaN
16,turf_pace.w,0.006833369820293656,0.035367233593648295,-0.052741045061150245,0.00708387842117828,0.0658691228695255,0.5815,0.0,0.05,0.5,0.2926553281270341,NaN,NaN
16,ha.γ_base,0.15131290052066096,0.0347661190775047,0.09331172157706402,0.15174576661429648,0.20825384357276294,1.0,0.15,0.05,0.9986501019683699,0.30467761844990604,NaN,NaN
16,ha.σ_γ,0.033010360935824365,0.024408932672912578,0.00293226843027418,0.028031107320384774,0.07981538976507843,1.0,0.03989422804014327,0.030140513749454357,1.0,0.19016202325501308,0.37525,0.31084348322064836
17,turf_asym.w,0.059293966171623566,0.04200155110911695,-0.009644810898674592,0.05933107139126484,0.12675034026966447,0.91775,0.05,0.05,0.841344746068543,0.15996897781766106,NaN,NaN
17,turf_gen.w,-0.02946359550921481,0.03929004468100673,-0.09470629985667826,-0.029376193835319357,0.034890872319487204,0.22425,0.0,0.05,0.5,0.2141991063798654,NaN,NaN
17,turf_pace.w,0.007211178380354905,0.03805719916398651,-0.05734425542487321,0.006883931203739646,0.06993683005034125,0.5695,0.0,0.05,0.5,0.2388560167202698,NaN,NaN
17,ha.γ_base,0.14466852783681305,0.0334678698036775,0.08923458239902501,0.14488508108147274,0.1985357042667063,1.0,0.15,0.05,0.9986501019683699,0.33064260392645006,NaN,NaN
17,ha.σ_γ,0.031161737698170457,0.023745975098403274,0.0020505142660461697,0.026344572649747638,0.07559372896017484,1.0,0.03989422804014327,0.030140513749454357,1.0,0.21215758643685512,0.39925,0.31084348322064836
18,turf_asym.w,0.055008438594444875,0.04194363578626273,-0.01421325853270294,0.05467487178685333,0.12495664310605767,0.9075,0.05,0.05,0.841344746068543,0.16112728427474543,NaN,NaN
18,turf_gen.w,-0.028850375141348288,0.03987908842406927,-0.0925282444789177,-0.029420113333537553,0.035933332582977325,0.239,0.0,0.05,0.5,0.2024182315186146,NaN,NaN
18,turf_pace.w,0.013005388888218391,0.036224374768117025,-0.04507959792205984,0.01226990526079383,0.07191876307304497,0.63725,0.0,0.05,0.5,0.2755125046376595,NaN,NaN
18,ha.γ_base,0.14175658825855864,0.03459344382504678,0.08492352920285824,0.1417008751781258,0.19838268843817533,1.0,0.15,0.05,0.9986501019683699,0.30813112349906435,NaN,NaN
