fold,site,mean,sd,q05,q50,q95,p_positive,prior_mean,prior_sd,prior_p_positive,contraction,p_below_0p02,prior_p_below_0p02
21,rest_diff.w,0.0017656067525216668,0.009529839814718687,-0.01396981591355495,0.0019386085103225688,0.017360214723731806,0.5795,0.02,0.02,0.841344746068543,0.5235080092640656,NaN,NaN
21,ha.γ_base,0.14640620443836128,0.03440247607664221,0.08962789304441893,0.14656238944552813,0.20265131020482371,1.0,0.15,0.05,0.9986501019683699,0.31195047846715585,NaN,NaN
21,ha.σ_γ,0.03579110470232479,0.02541828565616028,0.0032300644706008057,0.031759141806712465,0.08414580485562764,1.0,0.03989422804014327,0.030140513749454357,1.0,0.15667377578723463,0.3205,0.31084348322064836
22,turf_asym.w,0.06700712050158768,0.041877988922700615,-0.0015547107436749647,0.06686847466424559,0.13628674398511292,0.9425,0.05,0.05,0.841344746068543,0.1624402215459877,NaN,NaN
22,turf_gen.w,-0.025154184787842107,0.03949907349080714,-0.09012504620676604,-0.024692356278019342,0.038207871919372374,0.27175,0.0,0.05,0.5,0.2100185301838572,NaN,NaN
22,turf_pace.w,0.008935673751254434,0.03657574608862272,-0.0514137850757609,0.009234537889313853,0.06847715543520126,0.59875,0.0,0.05,0.5,0.26848507822754564,NaN,NaN
22,midweek.w,0.03545815323949454,0.0466163614778134,-0.04185022745629495,0.03594053709092911,0.11313690438402044,0.7775,0.05,0.05,0.841344746068543,0.06767277044373199,NaN,NaN
22,rest_diff.w,0.002930911208707576,0.01107394412909744,-0.01567699878581653,0.0029310921155846527,0.02150265203238697,0.6095,0.02,0.02,0.841344746068543,0.44630279354512803,NaN,NaN
22,ha.γ_base,0.14029995090668007,0.036478737708733645,0.07967112057212086,0.14082136801036843,0.2018299762385141,1.0,0.15,0.05,0.9986501019683699,0.2704252458253271,NaN,NaN
22,ha.σ_γ,0.03232889257057531,0.023598818772336477,0.002788217108956695,0.028214691205996942,0.0762698367474757,1.0,0.03989422804014327,0.030140513749454357,1.0,0.21703992942841943,0.36925,0.31084348322064836
23,turf_asym.w,0.08331278395029314,0.041962791767713656,0.015957190312225932,0.08289691238822111,0.1523050309887308,0.97775,0.05,0.05,0.841344746068543,0.16074416464572694,NaN,NaN
23,turf_gen.w,-0.016989559882611624,0.039897327190763575,-0.08310407384665336,-0.016593353995599677,0.04860595941479215,0.3405,0.0,0.05,0.5,0.20205345618472859,NaN,NaN
23,turf_pace.w,0.012430820287718324,0.03546901370646895,-0.04651083756163216,0.012485163825197064,0.07164225512203247,0.6345,0.0,0.05,0.5,0.290619725870621,NaN,NaN
