fold,match_id,home_team,away_team,match_date,turf_home,turf_away,turf_asym,midweek,rest_diff,unmapped
1,12477128,stenhousemuir,arbroath,2024-08-03,1.0,0.0,1.0,0.0,0.0,
1,12477134,montrose,kelty-hearts-fc,2024-08-03,1.0,1.0,0.0,0.0,0.0,
1,12477131,cove-rangers,annan-athletic,2024-08-03,1.0,1.0,0.0,0.0,0.0,
1,12477135,alloa-athletic,queen-of-the-south,2024-08-03,1.0,1.0,0.0,0.0,0.0,
1,12477132,inverness-caledonian-thistle,dumbarton,2024-08-03,0.0,0.0,0.0,0.0,0.0,
1,12476800,annan-athletic,inverness-caledonian-thistle,2024-08-10,1.0,0.0,1.0,0.0,0.0,
1,12476794,queen-of-the-south,cove-rangers,2024-08-10,1.0,1.0,0.0,0.0,0.0,
1,12476797,kelty-hearts-fc,stenhousemuir,2024-08-10,1.0,1.0,0.0,0.0,0.0,
1,12476799,arbroath,montrose,2024-08-10,0.0,1.0,0.0,0.0,0.0,
1,12476798,dumbarton,alloa-athletic,2024-08-10,0.0,1.0,0.0,0.0,0.0,
1,12477129,edinburgh-city-fc,stirling-albion,2024-08-03,1.0,0.0,1.0,0.0,0.0,
1,12477126,elgin-city,east-fife,2024-08-03,0.0,1.0,0.0,0.0,0.0,
1,12477130,stranraer,the-spartans-fc,2024-08-03,0.0,1.0,0.0,0.0,0.0,
1,12477123,forfar-athletic,clyde-fc,2024-08-03,1.0,1.0,0.0,0.0,0.0,
1,12477133,bonnyrigg-rose,peterhead,2024-08-03,0.0,0.0,0.0,0.0,0.0,
1,12476632,east-fife,edinburgh-city-fc,2024-08-10,1.0,1.0,0.0,0.0,0.0,
1,12476633,stirling-albion,elgin-city,2024-08-10,0.0,0.0,0.0,0.0,0.0,
1,12476630,the-spartans-fc,bonnyrigg-rose,2024-08-10,1.0,0.0,1.0,0.0,0.0,
1,12476635,peterhead,forfar-athletic,2024-08-10,0.0,1.0,0.0,0.0,0.0,
1,12476636,clyde-fc,stranraer,2024-08-10,1.0,0.0,1.0,0.0,0.0,
2,12476793,inverness-caledonian-thistle,montrose,2024-08-17,0.0,1.0,0.0,0.0,0.0,
2,12476795,cove-rangers,dumbarton,2024-08-17,1.0,0.0,1.0,0.0,0.0,
2,12476796,arbroath,kelty-hearts-fc,2024-08-17,0.0,1.0,0.0,0.0,0.0,
2,12476792,queen-of-the-south,annan-athletic,2024-08-17,1.0,1.0,0.0,0.0,0.0,
2,12476790,alloa-athletic,stenhousemuir,2024-08-17,1.0,1.0,0.0,0.0,0.0,
2,12476788,kelty-hearts-fc,inverness-caledonian-thistle,2024-08-24,1.0,0.0,1.0,0.0,0.0,
2,12476786,stenhousemuir,cove-rangers,2024-08-24,1.0,1.0,0.0,0.0,0.0,
2,12476787,annan-athletic,alloa-athletic,2024-08-24,1.0,1.0,0.0,0.0,0.0,
2,12476791,dumbarton,arbroath,2024-08-24,0.0,0.0,0.0,0.0,0.0,
2,12476789,montrose,queen-of-the-south,2024-08-24,1.0,1.0,0.0,0.0,0.0,
2,12476629,east-fife,forfar-athletic,2024-08-17,1.0,1.0,0.0,0.0,0.0,
2,12476634,clyde-fc,stirling-albion,2024-08-17,1.0,0.0,1.0,0.0,0.0,
2,12476623,peterhead,stranraer,2024-08-17,0.0,0.0,0.0,0.0,0.0,
2,12476631,edinburgh-city-fc,bonnyrigg-rose,2024-08-17,1.0,0.0,1.0,0.0,0.0,
2,12476624,the-spartans-fc,peterhead,2024-08-24,1.0,0.0,1.0,0.0,7.0,
2,12476627,forfar-athletic,edinburgh-city-fc,2024-08-24,1.0,1.0,0.0,0.0,0.0,
2,12476625,bonnyrigg-rose,clyde-fc,2024-08-24,0.0,1.0,0.0,0.0,0.0,
2,12476621,stranraer,elgin-city,2024-08-24,0.0,0.0,0.0,0.0,-7.0,
2,12476622,stirling-albion,east-fife,2024-08-24,0.0,1.0,0.0,0.0,0.0,
3,12476782,arbroath,alloa-athletic,2024-08-31,0.0,1.0,0.0,0.0,0.0,
3,12476785,inverness-caledonian-thistle,queen-of-the-south,2024-08-31,0.0,1.0,0.0,0.0,0.0,
3,12476784,dumbarton,kelty-hearts-fc,2024-08-31,0.0,1.0,0.0,0.0,0.0,
3,12476781,cove-rangers,montrose,2024-08-31,1.0,1.0,0.0,0.0,0.0,
3,12476779,stenhousemuir,annan-athletic,2024-08-31,1.0,1.0,0.0,0.0,0.0,
3,12476619,east-fife,clyde-fc,2024-08-31,1.0,1.0,0.0,0.0,0.0,
3,12476620,edinburgh-city-fc,peterhead,2024-08-31,1.0,0.0,1.0,0.0,0.0,
3,12476618,stirling-albion,the-spartans-fc,2024-08-31,0.0,1.0,0.0,0.0,0.0,
3,12476626,bonnyrigg-rose,stranraer,2024-08-31,0.0,0.0,0.0,0.0,0.0,
3,12476617,forfar-athletic,elgin-city,2024-08-31,1.0,0.0,1.0,0.0,0.0,
4,12476780,alloa-athletic,inverness-caledonian-thistle,2024-09-14,1.0,0.0,1.0,0.0,0.0,
4,12476778,kelty-hearts-fc,cove-rangers,2024-09-14,1.0,1.0,0.0,0.0,0.0,
4,12476776,montrose,stenhousemuir,2024-09-14,1.0,1.0,0.0,0.0,0.0,
4,12476777,queen-of-the-south,arbroath,2024-09-14,1.0,0.0,1.0,0.0,0.0,
4,12476783,annan-athletic,dumbarton,2024-09-14,1.0,0.0,1.0,0.0,0.0,
4,12476772,inverness-caledonian-thistle,cove-rangers,2024-09-21,0.0,1.0,0.0,0.0,0.0,
4,12476774,stenhousemuir,queen-of-the-south,2024-09-21,1.0,1.0,0.0,0.0,0.0,
4,12476771,dumbarton,montrose,2024-09-21,0.0,1.0,0.0,0.0,0.0,
4,12476773,arbroath,annan-athletic,2024-09-21,0.0,1.0,0.0,0.0,0.0,
4,12476775,alloa-athletic,kelty-hearts-fc,2024-09-21,1.0,1.0,0.0,0.0,0.0,
4,12476611,stranraer,east-fife,2024-09-14,0.0,1.0,0.0,0.0,0.0,
4,12476616,clyde-fc,edinburgh-city-fc,2024-09-14,1.0,1.0,0.0,0.0,0.0,
4,12476614,peterhead,stirling-albion,2024-09-14,0.0,0.0,0.0,0.0,0.0,
4,12476612,the-spartans-fc,forfar-athletic,2024-09-14,1.0,1.0,0.0,0.0,0.0,
4,12476615,elgin-city,bonnyrigg-rose,2024-09-14,0.0,0.0,0.0,0.0,0.0,
4,12811090,elgin-city,the-spartans-fc,2024-09-17,0.0,1.0,0.0,1.0,0.0,
4,12476607,east-fife,peterhead,2024-09-21,1.0,0.0,1.0,0.0,0.0,
4,12476613,clyde-fc,elgin-city,2024-09-21,1.0,0.0,1.0,0.0,3.0,
4,12476606,stirling-albion,bonnyrigg-rose,2024-09-21,0.0,0.0,0.0,0.0,0.0,
4,12476603,forfar-athletic,stranraer,2024-09-21,1.0,0.0,1.0,0.0,0.0,
5,12476770,inverness-caledonian-thistle,stenhousemuir,2024-09-28,0.0,1.0,0.0,0.0,0.0,
5,12476767,queen-of-the-south,dumbarton,2024-09-28,1.0,0.0,1.0,0.0,0.0,
5,12476766,montrose,alloa-athletic,2024-09-28,1.0,1.0,0.0,0.0,0.0,
5,12476769,kelty-hearts-fc,annan-athletic,2024-09-28,1.0,1.0,0.0,0.0,0.0,
5,12476768,cove-rangers,arbroath,2024-09-28,1.0,0.0,1.0,0.0,0.0,
5,12476761,arbroath,inverness-caledonian-thistle,2024-10-05,0.0,0.0,0.0,0.0,0.0,
5,12476765,alloa-athletic,cove-rangers,2024-10-05,1.0,1.0,0.0,0.0,0.0,
5,12476764,queen-of-the-south,kelty-hearts-fc,2024-10-05,1.0,1.0,0.0,0.0,0.0,
5,12476762,annan-athletic,montrose,2024-10-05,1.0,1.0,0.0,0.0,0.0,
5,12476759,dumbarton,stenhousemuir,2024-10-05,0.0,1.0,0.0,0.0,0.0,
5,12476604,peterhead,clyde-fc,2024-09-28,0.0,1.0,0.0,0.0,0.0,
5,12476609,stranraer,stirling-albion,2024-09-28,0.0,0.0,0.0,0.0,0.0,
5,12476610,elgin-city,edinburgh-city-fc,2024-09-28,0.0,1.0,0.0,0.0,-7.0,
5,12476601,the-spartans-fc,east-fife,2024-09-28,1.0,1.0,0.0,0.0,4.0,
5,12476605,bonnyrigg-rose,forfar-athletic,2024-09-28,0.0,1.0,0.0,0.0,0.0,
5,12476600,east-fife,bonnyrigg-rose,2024-10-05,1.0,0.0,1.0,0.0,0.0,
5,12476598,stirling-albion,forfar-athletic,2024-10-05,0.0,1.0,0.0,0.0,0.0,
5,12476599,peterhead,elgin-city,2024-10-05,0.0,0.0,0.0,0.0,0.0,
5,12476597,edinburgh-city-fc,stranraer,2024-10-05,1.0,0.0,1.0,0.0,0.0,
5,12476602,clyde-fc,the-spartans-fc,2024-10-05,1.0,1.0,0.0,0.0,0.0,
6,12476760,cove-rangers,queen-of-the-south,2024-10-19,1.0,1.0,0.0,0.0,0.0,
6,12476763,arbroath,dumbarton,2024-10-19,0.0,0.0,0.0,0.0,0.0,
6,12476758,inverness-caledonian-thistle,annan-athletic,2024-10-19,0.0,1.0,0.0,0.0,0.0,
6,12476757,kelty-hearts-fc,montrose,2024-10-19,1.0,1.0,0.0,0.0,0.0,
6,12476756,stenhousemuir,alloa-athletic,2024-10-19,1.0,1.0,0.0,0.0,0.0,
6,12954858,edinburgh-city-fc,the-spartans-fc,2024-10-12,1.0,1.0,0.0,0.0,0.0,
6,12476594,stirling-albion,clyde-fc,2024-10-19,0.0,1.0,0.0,0.0,0.0,
6,12476592,the-spartans-fc,elgin-city,2024-10-19,1.0,0.0,1.0,0.0,-7.0,
6,12476595,forfar-athletic,east-fife,2024-10-19,1.0,1.0,0.0,0.0,0.0,
6,12476593,stranraer,peterhead,2024-10-19,0.0,0.0,0.0,0.0,0.0,
6,12476596,bonnyrigg-rose,edinburgh-city-fc,2024-10-19,0.0,1.0,0.0,0.0,7.0,
7,12476750,montrose,cove-rangers,2024-10-26,1.0,1.0,0.0,0.0,0.0,
7,12476753,dumbarton,inverness-caledonian-thistle,2024-10-26,0.0,0.0,0.0,0.0,0.0,
7,12476755,alloa-athletic,arbroath,2024-10-26,1.0,0.0,1.0,0.0,0.0,
7,12476752,annan-athletic,queen-of-the-south,2024-10-26,1.0,1.0,0.0,0.0,0.0,
7,12476751,stenhousemuir,kelty-hearts-fc,2024-10-26,1.0,1.0,0.0,0.0,0.0,
7,12476749,dumbarton,cove-rangers,2024-11-02,0.0,1.0,0.0,0.0,0.0,
7,12476748,arbroath,stenhousemuir,2024-11-02,0.0,1.0,0.0,0.0,0.0,
7,12476739,inverness-caledonian-thistle,kelty-hearts-fc,2024-11-02,0.0,1.0,0.0,0.0,0.0,
7,12476741,queen-of-the-south,montrose,2024-11-02,1.0,1.0,0.0,0.0,0.0,
7,12476754,alloa-athletic,annan-athletic,2024-11-02,1.0,1.0,0.0,0.0,0.0,
7,12476589,edinburgh-city-fc,forfar-athletic,2024-11-02,1.0,1.0,0.0,0.0,0.0,
7,12476587,peterhead,the-spartans-fc,2024-11-02,0.0,1.0,0.0,0.0,0.0,
7,12476591,clyde-fc,bonnyrigg-rose,2024-11-02,1.0,0.0,1.0,0.0,0.0,
7,12476590,east-fife,stirling-albion,2024-11-02,1.0,0.0,1.0,0.0,0.0,
7,12476588,elgin-city,stranraer,2024-11-02,0.0,0.0,0.0,0.0,0.0,
8,12476746,montrose,arbroath,2024-11-09,1.0,0.0,1.0,0.0,0.0,
8,12476747,kelty-hearts-fc,dumbarton,2024-11-09,1.0,0.0,1.0,0.0,0.0,
8,12476742,cove-rangers,inverness-caledonian-thistle,2024-11-09,1.0,0.0,1.0,0.0,0.0,
8,12476745,queen-of-the-south,alloa-athletic,2024-11-09,1.0,1.0,0.0,0.0,0.0,
8,12476743,annan-athletic,stenhousemuir,2024-11-09,1.0,1.0,0.0,0.0,0.0,
8,12476737,dumbarton,queen-of-the-south,2024-11-16,0.0,1.0,0.0,0.0,0.0,
8,12476735,inverness-caledonian-thistle,alloa-athletic,2024-11-16,0.0,1.0,0.0,0.0,0.0,
8,12476744,arbroath,cove-rangers,2024-11-16,0.0,1.0,0.0,0.0,0.0,
8,12476738,stenhousemuir,montrose,2024-11-16,1.0,1.0,0.0,0.0,0.0,
8,12476740,annan-athletic,kelty-hearts-fc,2024-11-16,1.0,1.0,0.0,0.0,0.0,
8,12476586,stirling-albion,peterhead,2024-11-09,0.0,0.0,0.0,0.0,0.0,
8,12476582,east-fife,stranraer,2024-11-09,1.0,0.0,1.0,0.0,0.0,
8,12476579,forfar-athletic,the-spartans-fc,2024-11-09,1.0,1.0,0.0,0.0,0.0,
8,12476585,bonnyrigg-rose,elgin-city,2024-11-09,0.0,0.0,0.0,0.0,0.0,
8,12476583,edinburgh-city-fc,clyde-fc,2024-11-09,1.0,1.0,0.0,0.0,0.0,
8,12476584,peterhead,edinburgh-city-fc,2024-11-16,0.0,1.0,0.0,0.0,0.0,
8,12476581,clyde-fc,east-fife,2024-11-16,1.0,1.0,0.0,0.0,0.0,
8,12476580,elgin-city,forfar-athletic,2024-11-16,0.0,1.0,0.0,0.0,0.0,
8,12476574,stranraer,bonnyrigg-rose,2024-11-16,0.0,0.0,0.0,0.0,0.0,
8,12476578,the-spartans-fc,stirling-albion,2024-11-16,1.0,0.0,1.0,0.0,0.0,
9,12476731,montrose,annan-athletic,2024-11-23,1.0,1.0,0.0,0.0,0.0,
9,12476548,bonnyrigg-rose,east-fife,2024-11-30,0.0,1.0,0.0,0.0,0.0,
10,13179032,cove-rangers,stenhousemuir,2024-12-03,1.0,1.0,0.0,1.0,0.0,
10,13171689,alloa-athletic,dumbarton,2024-12-03,1.0,0.0,1.0,1.0,0.0,
10,12476727,montrose,inverness-caledonian-thistle,2024-12-07,1.0,0.0,1.0,0.0,0.0,
10,12476729,annan-athletic,cove-rangers,2024-12-07,1.0,1.0,0.0,0.0,10.0,
10,12476724,stenhousemuir,dumbarton,2024-12-07,1.0,0.0,1.0,0.0,0.0,
10,12476730,arbroath,queen-of-the-south,2024-12-07,0.0,1.0,0.0,0.0,0.0,
10,12476728,kelty-hearts-fc,alloa-athletic,2024-12-07,1.0,1.0,0.0,0.0,10.0,
10,12476720,inverness-caledonian-thistle,arbroath,2024-12-14,0.0,0.0,0.0,0.0,0.0,
10,12476722,cove-rangers,kelty-hearts-fc,2024-12-14,1.0,1.0,0.0,0.0,0.0,
10,12476721,alloa-athletic,montrose,2024-12-14,1.0,1.0,0.0,0.0,0.0,
10,12476725,dumbarton,annan-athletic,2024-12-14,0.0,1.0,0.0,0.0,0.0,
10,12476723,queen-of-the-south,stenhousemuir,2024-12-14,1.0,1.0,0.0,0.0,0.0,
10,13171688,bonnyrigg-rose,stirling-albion,2024-12-03,0.0,0.0,0.0,1.0,-11.0,
10,12476562,stirling-albion,edinburgh-city-fc,2024-12-07,0.0,1.0,0.0,0.0,-10.0,
10,12476564,clyde-fc,peterhead,2024-12-07,1.0,0.0,1.0,0.0,0.0,
10,12476565,east-fife,elgin-city,2024-12-07,1.0,0.0,1.0,0.0,-7.0,
10,13175772,the-spartans-fc,stranraer,2024-12-10,1.0,0.0,1.0,1.0,0.0,
10,12476563,stranraer,edinburgh-city-fc,2024-12-14,0.0,1.0,0.0,0.0,-3.0,
10,12476556,peterhead,east-fife,2024-12-14,0.0,1.0,0.0,0.0,0.0,
10,12476558,the-spartans-fc,clyde-fc,2024-12-14,1.0,1.0,0.0,0.0,-3.0,
10,12476561,elgin-city,stirling-albion,2024-12-14,0.0,0.0,0.0,0.0,0.0,
10,12476560,forfar-athletic,bonnyrigg-rose,2024-12-14,1.0,0.0,1.0,0.0,3.0,
11,13179034,kelty-hearts-fc,arbroath,2024-12-17,1.0,0.0,1.0,1.0,0.0,
11,12476726,stenhousemuir,inverness-caledonian-thistle,2024-12-21,1.0,0.0,1.0,0.0,0.0,
11,12476718,annan-athletic,arbroath,2024-12-21,1.0,0.0,1.0,0.0,3.0,
11,12476716,cove-rangers,alloa-athletic,2024-12-21,1.0,1.0,0.0,0.0,0.0,
11,12476719,kelty-hearts-fc,queen-of-the-south,2024-12-21,1.0,1.0,0.0,0.0,-3.0,
11,12476717,montrose,dumbarton,2024-12-21,1.0,0.0,1.0,0.0,0.0,
11,12476713,inverness-caledonian-thistle,cove-rangers,2024-12-28,0.0,1.0,0.0,0.0,0.0,
11,12476715,alloa-athletic,stenhousemuir,2024-12-28,1.0,1.0,0.0,0.0,0.0,
11,12476714,arbroath,montrose,2024-12-28,0.0,1.0,0.0,0.0,0.0,
11,12476710,queen-of-the-south,annan-athletic,2024-12-28,1.0,1.0,0.0,0.0,0.0,
11,12476712,dumbarton,kelty-hearts-fc,2024-12-28,0.0,1.0,0.0,0.0,0.0,
11,13175771,forfar-athletic,peterhead,2024-12-17,1.0,0.0,1.0,1.0,0.0,
11,13159980,elgin-city,clyde-fc,2024-12-17,0.0,1.0,0.0,1.0,0.0,
11,12476551,edinburgh-city-fc,elgin-city,2024-12-21,1.0,0.0,1.0,0.0,3.0,
11,12476555,peterhead,bonnyrigg-rose,2024-12-21,0.0,0.0,0.0,0.0,-3.0,
11,12476557,east-fife,the-spartans-fc,2024-12-21,1.0,1.0,0.0,0.0,0.0,
11,12476554,clyde-fc,forfar-athletic,2024-12-21,1.0,1.0,0.0,0.0,0.0,
11,12476550,stirling-albion,stranraer,2024-12-21,0.0,0.0,0.0,0.0,0.0,
11,12476549,elgin-city,peterhead,2024-12-28,0.0,0.0,0.0,0.0,0.0,
11,12476547,the-spartans-fc,edinburgh-city-fc,2024-12-28,1.0,1.0,0.0,0.0,0.0,
11,12476552,stranraer,clyde-fc,2024-12-28,0.0,1.0,0.0,0.0,0.0,
11,12476553,forfar-athletic,stirling-albion,2024-12-28,1.0,0.0,1.0,0.0,0.0,
12,12476711,arbroath,alloa-athletic,2025-01-04,0.0,1.0,0.0,0.0,0.0,
12,12476708,inverness-caledonian-thistle,dumbarton,2025-01-04,0.0,0.0,0.0,0.0,0.0,
12,12476707,queen-of-the-south,cove-rangers,2025-01-04,1.0,1.0,0.0,0.0,0.0,
12,12476709,montrose,kelty-hearts-fc,2025-01-04,1.0,1.0,0.0,0.0,0.0,
12,12476706,stenhousemuir,annan-athletic,2025-01-04,1.0,1.0,0.0,0.0,0.0,
12,12476705,alloa-athletic,queen-of-the-south,2025-01-11,1.0,1.0,0.0,0.0,0.0,
12,12476701,kelty-hearts-fc,stenhousemuir,2025-01-11,1.0,1.0,0.0,0.0,0.0,
12,12476539,edinburgh-city-fc,bonnyrigg-rose,2025-01-04,1.0,0.0,1.0,0.0,-7.0,
12,12476545,clyde-fc,stirling-albion,2025-01-04,1.0,0.0,1.0,0.0,0.0,
12,12476546,east-fife,forfar-athletic,2025-01-04,1.0,1.0,0.0,0.0,7.0,
12,13217663,edinburgh-city-fc,east-fife,2025-01-08,1.0,1.0,0.0,1.0,0.0,
12,12476541,east-fife,clyde-fc,2025-01-11,1.0,1.0,0.0,0.0,-4.0,
12,12476544,edinburgh-city-fc,peterhead,2025-01-11,1.0,0.0,1.0,0.0,-11.0,
12,12476533,forfar-athletic,elgin-city,2025-01-11,1.0,0.0,1.0,0.0,-7.0,
13,13324922,annan-athletic,inverness-caledonian-thistle,2025-01-18,1.0,0.0,1.0,0.0,0.0,
13,13197505,queen-of-the-south,inverness-caledonian-thistle,2025-01-21,1.0,0.0,1.0,1.0,7.0,
13,12476697,alloa-athletic,inverness-caledonian-thistle,2025-01-25,1.0,0.0,1.0,0.0,10.0,
13,12476698,stenhousemuir,cove-rangers,2025-01-25,1.0,1.0,0.0,0.0,0.0,
13,12476700,annan-athletic,montrose,2025-01-25,1.0,1.0,0.0,0.0,-7.0,
13,12476696,queen-of-the-south,dumbarton,2025-01-25,1.0,0.0,1.0,0.0,-10.0,
13,13315347,peterhead,stranraer,2025-01-14,0.0,0.0,0.0,1.0,-11.0,
13,12476531,clyde-fc,edinburgh-city-fc,2025-01-17,1.0,1.0,0.0,1.0,0.0,
13,12476529,peterhead,stirling-albion,2025-01-18,0.0,0.0,0.0,0.0,-10.0,
13,12476538,stranraer,east-fife,2025-01-18,0.0,1.0,0.0,0.0,-3.0,
13,13233442,bonnyrigg-rose,the-spartans-fc,2025-01-21,0.0,1.0,0.0,1.0,0.0,
13,12476519,the-spartans-fc,peterhead,2025-01-25,1.0,0.0,1.0,0.0,-3.0,
13,12476525,clyde-fc,elgin-city,2025-01-25,1.0,0.0,1.0,0.0,-6.0,
13,12476523,east-fife,edinburgh-city-fc,2025-01-25,1.0,1.0,0.0,0.0,-1.0,
13,12476522,stirling-albion,bonnyrigg-rose,2025-01-25,0.0,0.0,0.0,0.0,3.0,
13,12476524,forfar-athletic,stranraer,2025-01-25,1.0,0.0,1.0,0.0,7.0,
14,12476693,inverness-caledonian-thistle,queen-of-the-south,2025-02-01,0.0,1.0,0.0,0.0,0.0,
14,12476695,cove-rangers,arbroath,2025-02-01,1.0,0.0,1.0,0.0,-7.0,
14,12476691,montrose,stenhousemuir,2025-02-01,1.0,1.0,0.0,0.0,0.0,
14,12476692,kelty-hearts-fc,annan-athletic,2025-02-01,1.0,1.0,0.0,0.0,7.0,
14,12476699,dumbarton,alloa-athletic,2025-02-01,0.0,1.0,0.0,0.0,0.0,
14,12476689,arbroath,inverness-caledonian-thistle,2025-02-08,0.0,0.0,0.0,0.0,0.0,
14,12476685,montrose,alloa-athletic,2025-02-08,1.0,1.0,0.0,0.0,0.0,
14,12476686,stenhousemuir,queen-of-the-south,2025-02-08,1.0,1.0,0.0,0.0,0.0,
