window,spec,team,fs,season,cat,n,a,d,theta,old_firm
primary,independent σc=0.01 σs=1.0,camelon-juniors,2025,25/26,T5,4,0.013151494988328166,-0.02436347443138583,0.037514969419713995,false
primary,independent σc=0.01 σs=1.0,carluke-rovers-fc,2024,24/25,T5,1,-0.14993271125110322,0.27775317382290515,-0.4276858850740084,false
primary,independent σc=0.01 σs=1.0,carluke-rovers-fc,2025,25/26,T5,1,-0.6688274653575557,0.5493858563430877,-1.2182133217006434,false
primary,independent σc=0.01 σs=1.0,carnoustie-panmure,2022,22/23,T5,2,-0.1034680875365168,0.1201949392721327,-0.22366302680864952,false
primary,independent σc=0.01 σs=1.0,celtic,2021,21/22,T1,41,1.2597164392681086,-1.4069181027295468,2.6666345419976554,true
primary,independent σc=0.01 σs=1.0,celtic,2022,22/23,T1,42,1.2852685192135975,-1.1192664913881964,2.404535010601794,true
primary,independent σc=0.01 σs=1.0,celtic,2023,23/24,T1,39,1.0227695639811027,-0.9302859510372892,1.953055515018392,true
primary,independent σc=0.01 σs=1.0,celtic,2024,24/25,T1,42,1.4204876337918164,-1.2539797692412518,2.674467403033068,true
primary,independent σc=0.01 σs=1.0,celtic,2025,25/26,T1,42,0.8127669161352944,-0.7862448944689061,1.5990118106042006,true
primary,independent σc=0.01 σs=1.0,celtic,2026,26/27,T1,9,0.6898688647326773,-0.7264266501705559,1.4162955149032332,true
primary,independent σc=0.01 σs=1.0,celtic-b-u21,2021,21/22,B,2,0.1402709387388207,-0.17102258875176474,0.3112935274905855,false
primary,independent σc=0.01 σs=1.0,celtic-b-u21,2022,22/23,B,3,0.7926137417110377,-0.14537671433491225,0.93799045604595,false
primary,independent σc=0.01 σs=1.0,celtic-b-u21,2023,23/24,B,1,-0.586549834951623,0.18910907501997057,-0.7756589099715936,false
primary,independent σc=0.01 σs=1.0,celtic-b-u21,2024,24/25,B,1,-0.6239062881274625,0.03318213224274776,-0.6570884203702103,false
primary,independent σc=0.01 σs=1.0,celtic-b-u21,2025,25/26,B,6,0.442789120994809,0.22692646079244133,0.21586266020236766,false
primary,independent σc=0.01 σs=1.0,celtic-b-u21,2026,26/27,B,4,0.8531460260997911,0.09274155875895285,0.7604044673408382,false
primary,independent σc=0.01 σs=1.0,civil-service-strollers-fc,2021,21/22,T5,3,0.4642521732215557,0.40726492736423997,0.05698724585731574,false
primary,independent σc=0.01 σs=1.0,civil-service-strollers-fc,2022,22/23,T5,1,-0.4070237914830649,0.36260315235545254,-0.7696269438385175,false
primary,independent σc=0.01 σs=1.0,civil-service-strollers-fc,2023,23/24,T5,2,-0.4270296061165516,0.5259654407607008,-0.9529950468772524,false
primary,independent σc=0.01 σs=1.0,civil-service-strollers-fc,2024,24/25,T5,2,-0.47614070468870273,0.13787608535513637,-0.6140167900438391,false
primary,independent σc=0.01 σs=1.0,civil-service-strollers-fc,2025,25/26,T5,1,-0.12047933656273352,0.2968857877480271,-0.4173651243107606,false
primary,independent σc=0.01 σs=1.0,clachnacuddin-fc,2021,21/22,T5,1,-0.24577325878069323,0.3495399156727435,-0.5953131744534368,false
primary,independent σc=0.01 σs=1.0,clachnacuddin-fc,2022,22/23,T5,1,-0.16949434289214635,0.16978817755246178,-0.33928252044460816,false
primary,independent σc=0.01 σs=1.0,clachnacuddin-fc,2023,23/24,T5,2,-0.06471870760227648,0.10948359083149486,-0.17420229843377133,false
primary,independent σc=0.01 σs=1.0,clachnacuddin-fc,2024,24/25,T5,2,-0.3381775375511877,0.32672240474049064,-0.6648999422916784,false
primary,independent σc=0.01 σs=1.0,clachnacuddin-fc,2025,25/26,T5,3,0.41479862494871644,0.19605866103560882,0.21873996391310763,false
primary,independent σc=0.01 σs=1.0,clachnacuddin-fc,2026,26/27,T5,4,0.1723971096408649,0.19213501758002632,-0.019737907939161414,false
primary,independent σc=0.01 σs=1.0,cliftonville-fc,2022,22/23,GUEST,1,0.4354576610334505,0.111719564099375,0.3237380969340755,false
primary,independent σc=0.01 σs=1.0,cliftonville-fc,2023,23/24,GUEST,1,-0.5074225007051246,0.09818318333746508,-0.6056056840425897,false
primary,independent σc=0.01 σs=1.0,clyde-fc,2021,21/22,T3,38,-0.08458378384376945,-0.056227347863647546,-0.028356435980121907,false
primary,independent σc=0.01 σs=1.0,clyde-fc,2022,22/23,T3,40,-0.16264805179554023,0.016742108832201494,-0.1793901606277417,false
primary,independent σc=0.01 σs=1.0,clyde-fc,2023,23/24,T4,40,0.06302591986271992,0.05494039846517167,0.00808552139754825,false
primary,independent σc=0.01 σs=1.0,clyde-fc,2024,24/25,T4,38,-0.06830018430834066,0.17799558824178174,-0.24629577255012242,false
primary,independent σc=0.01 σs=1.0,clyde-fc,2025,25/26,T4,42,0.2885222067209509,-0.271489244811414,0.5600114515323649,false
primary,independent σc=0.01 σs=1.0,clyde-fc,2026,26/27,T4,12,0.16380820352677977,0.18066849753620978,-0.01686029400943001,false
primary,independent σc=0.01 σs=1.0,clydebank-fc,2021,21/22,T5,6,0.4377550394916624,-0.46057808582541016,0.8983331253170725,false
primary,independent σc=0.01 σs=1.0,clydebank-fc,2022,22/23,T5,1,-0.23111852688308265,0.9019238599133658,-1.1330423867964483,false
primary,independent σc=0.01 σs=1.0,clydebank-fc,2023,23/24,T5,2,0.39919879319033846,0.14209819197231435,0.25710060121802414,false
primary,independent σc=0.01 σs=1.0,clydebank-fc,2024,24/25,T5,4,0.25730069255753346,-0.42737477128555773,0.6846754638430912,false
primary,independent σc=0.01 σs=1.0,clydebank-fc,2025,25/26,T5,3,0.1715382748941223,-0.5299563567451326,0.701494631639255,false
primary,independent σc=0.01 σs=1.0,clydebank-fc,2026,26/27,T5,4,0.48984851049548167,-0.3669319717106003,0.856780482206082,false
primary,independent σc=0.01 σs=1.0,coldstream-fc,2021,21/22,T5,1,-0.22451125995236448,1.3008626498795388,-1.5253739098319032,false
primary,independent σc=0.01 σs=1.0,coldstream-fc,2025,25/26,T5,1,0.07814927805847531,0.7622970416500368,-0.6841477635915615,false
primary,independent σc=0.01 σs=1.0,coleraine-fc,2023,23/24,GUEST,1,-0.017076740380782725,0.3617527057711533,-0.37882944615193603,false
primary,independent σc=0.01 σs=1.0,cove-rangers,2021,21/22,T3,43,0.5602616520552607,-0.6609037063520254,1.2211653584072861,false
primary,independent σc=0.01 σs=1.0,cove-rangers,2022,22/23,T2,39,0.21200373286807797,-0.11597205330907367,0.3279757861771516,false
primary,independent σc=0.01 σs=1.0,cove-rangers,2023,23/24,T3,40,0.03174934172196763,0.10558509848235641,-0.07383575676038878,false
primary,independent σc=0.01 σs=1.0,cove-rangers,2024,24/25,T3,40,0.3241694850163868,-0.20067788171734144,0.5248473667337282,false
primary,independent σc=0.01 σs=1.0,cove-rangers,2025,25/26,T3,43,0.05658964866352243,-0.393196065564755,0.44978571422827746,false
primary,independent σc=0.01 σs=1.0,cove-rangers,2026,26/27,T3,12,0.17194195306743454,-0.14464962225793393,0.31659157532536847,false
primary,independent σc=0.01 σs=1.0,cowdenbeath,2021,21/22,T4,39,-0.4299131341505915,-0.10169263969150376,-0.32822049445908774,false
primary,independent σc=0.01 σs=1.0,cowdenbeath,2022,22/23,T5,2,-1.109549747645221,0.021863629335284473,-1.1314133769805055,false
primary,independent σc=0.01 σs=1.0,cowdenbeath,2023,23/24,T5,3,-0.44132702859331463,-0.29151651902552583,-0.1498105095677888,false
primary,independent σc=0.01 σs=1.0,cowdenbeath,2024,24/25,T5,6,0.0016355930759171643,0.11793152933475069,-0.11629593625883353,false
primary,independent σc=0.01 σs=1.0,cowdenbeath,2025,25/26,T5,1,-0.16719565899031394,0.6254056384646549,-0.7926012974549689,false
primary,independent σc=0.01 σs=1.0,cowdenbeath,2026,26/27,T5,4,-0.5740801520527081,0.08214072803473703,-0.6562208800874452,false
primary,independent σc=0.01 σs=1.0,culter,2023,23/24,T5,1,0.36099744006591383,0.709358935729384,-0.3483614956634702,false
primary,independent σc=0.01 σs=1.0,cumbernauld-colts-fc,2021,21/22,T5,2,-0.37496619742246995,0.24528650463196838,-0.6202527020544384,false
primary,independent σc=0.01 σs=1.0,cumbernauld-colts-fc,2022,22/23,T5,1,-0.9613752949008675,-0.03252872482079317,-0.9288465700800743,false
primary,independent σc=0.01 σs=1.0,cumbernauld-colts-fc,2023,23/24,T5,1,-0.1668390464841187,0.1504385699917325,-0.3172776164758512,false
primary,independent σc=0.01 σs=1.0,cumbernauld-colts-fc,2024,24/25,T5,1,-0.787482093326928,0.9341341478951865,-1.7216162412221143,false
primary,independent σc=0.01 σs=1.0,cumbernauld-colts-fc,2025,25/26,T5,2,-0.13279230270419276,-0.12250234278655628,-0.010289959917636482,false
primary,independent σc=0.01 σs=1.0,cumbernauld-colts-fc,2026,26/27,T5,4,-1.1244143477825792,0.31544311622891213,-1.4398574640114914,false
primary,independent σc=0.01 σs=1.0,cumnock,2021,21/22,T5,2,0.13250417068913697,1.0838656320410627,-0.9513614613519257,false
primary,independent σc=0.01 σs=1.0,cumnock,2022,22/23,T5,2,0.046725977476687025,0.39594187494207544,-0.3492158974653884,false
primary,independent σc=0.01 σs=1.0,cumnock,2023,23/24,T5,3,-0.3938567113037018,0.09011363892571705,-0.48397035022941887,false
primary,independent σc=0.01 σs=1.0,cumnock,2024,24/25,T5,1,-0.018588603382159837,0.19292031900580897,-0.2115089223879688,false
primary,independent σc=0.01 σs=1.0,cumnock,2025,25/26,T5,1,0.14487171936353058,-0.24240979275762367,0.38728151212115425,false
primary,independent σc=0.01 σs=1.0,cupar-hearts-fc,2024,24/25,T5,1,-0.03715229485498366,1.175711588447909,-1.2128638833028926,false
primary,independent σc=0.01 σs=1.0,dalbeattie-star-fc,2021,21/22,T5,5,-0.22085458438191538,-0.3922819325501993,0.1714273481682839,false
primary,independent σc=0.01 σs=1.0,dalbeattie-star-fc,2022,22/23,T5,2,-0.20294424720468027,0.46111909298375486,-0.6640633401884352,false
primary,independent σc=0.01 σs=1.0,dalbeattie-star-fc,2023,23/24,T5,1,-0.7089549921242317,0.6751286350093434,-1.3840836271335752,false
primary,independent σc=0.01 σs=1.0,dalkeith-thistle-fc,2021,21/22,T5,1,-0.5002125080361897,0.9518090973558584,-1.452021605392048,false
primary,independent σc=0.01 σs=1.0,dalkeith-thistle-fc,2023,23/24,T5,1,-0.7892677847498755,1.1069877010461318,-1.8962554857960072,false
primary,independent σc=0.01 σs=1.0,dalkeith-thistle-fc,2024,24/25,T5,1,-0.9127166230160654,0.728873843028512,-1.6415904660445775,false
primary,independent σc=0.01 σs=1.0,darvel-fc,2021,21/22,T5,5,-0.11949729544741287,-0.23642727339364003,0.11692997794622716,false
primary,independent σc=0.01 σs=1.0,darvel-fc,2022,22/23,T5,5,0.9900713863838879,-0.050162089194881396,1.0402334755787692,false
primary,independent σc=0.01 σs=1.0,darvel-fc,2023,23/24,T5,1,-0.6713261919560805,0.6298084701370261,-1.3011346620931066,false
primary,independent σc=0.01 σs=1.0,darvel-fc,2024,24/25,T5,1,-0.6332984997671653,-0.8539325239304839,0.22063402416331857,false
primary,independent σc=0.01 σs=1.0,darvel-fc,2025,25/26,T5,1,-0.20990572397866267,0.5179146919874762,-0.7278204159661389,false
primary,independent σc=0.01 σs=1.0,deveronvale-fc,2021,21/22,T5,2,-0.018225499650622406,0.14822452538677466,-0.16645002503739706,false
primary,independent σc=0.01 σs=1.0,deveronvale-fc,2022,22/23,T5,1,0.17862030542740376,0.7255379113615519,-0.5469176059341481,false
primary,independent σc=0.01 σs=1.0,deveronvale-fc,2023,23/24,T5,2,-0.14812428561383809,0.19917617788483738,-0.3473004634986755,false
primary,independent σc=0.01 σs=1.0,deveronvale-fc,2024,24/25,T5,1,-0.15137160392272841,0.9472090715546091,-1.0985806754773375,false
primary,independent σc=0.01 σs=1.0,deveronvale-fc,2025,25/26,T5,2,0.12355660524829667,-0.009846169065707297,0.13340277431400396,false
primary,independent σc=0.01 σs=1.0,drumchapel-united,2022,22/23,T5,4,0.22776776873697646,-0.4510580948002823,0.6788258635372588,false
primary,independent σc=0.01 σs=1.0,dumbarton,2021,21/22,T3,39,0.21913661944949817,0.09972664188514922,0.11940997756434894,false
primary,independent σc=0.01 σs=1.0,dumbarton,2022,22/23,T4,40,0.10809544727774778,-0.2745790232086834,0.38267447048643116,false
primary,independent σc=0.01 σs=1.0,dumbarton,2023,23/24,T4,41,0.2782572422078432,-0.11840846306614052,0.3966657052739837,false
primary,independent σc=0.01 σs=1.0,dumbarton,2024,24/25,T3,40,0.1803552719973878,0.20013279625804864,-0.019777524260660845,false
primary,independent σc=0.01 σs=1.0,dumbarton,2025,25/26,T4,43,0.07373855619290046,-0.056965536292331496,0.13070409248523196,false
primary,independent σc=0.01 σs=1.0,dumbarton,2026,26/27,T4,12,-0.2603460580226784,0.186445376968644,-0.4467914349913224,false
primary,independent σc=0.01 σs=1.0,dunbar-united,2021,21/22,T5,3,-0.15766839906066388,-0.1526021375003034,-0.005066261560360469,false
primary,independent σc=0.01 σs=1.0,dunbar-united,2022,22/23,T5,2,0.024475806807183288,0.6763497876136618,-0.6518739808064785,false
primary,independent σc=0.01 σs=1.0,dunbar-united,2023,23/24,T5,3,-0.05461420882482574,-0.15988034510225918,0.10526613627743345,false
primary,independent σc=0.01 σs=1.0,dunbar-united,2024,24/25,T5,1,-0.8222979602051921,1.0658746069074987,-1.8881725671126908,false
primary,independent σc=0.01 σs=1.0,dundee-b,2021,21/22,B,1,-0.13510645354427345,0.157291396898087,-0.29239785044236044,false
primary,independent σc=0.01 σs=1.0,dundee-b,2023,23/24,B,2,0.19376110775316843,-1.0018861923749411,1.1956473001281096,false
primary,independent σc=0.01 σs=1.0,dundee-b,2024,24/25,B,2,-0.3546367038235664,-1.0070953524038344,0.652458648580268,false
primary,independent σc=0.01 σs=1.0,dundee-b,2025,25/26,B,6,-0.4298376285200652,0.5263830794989778,-0.956220708019043,false
primary,independent σc=0.01 σs=1.0,dundee-b,2026,26/27,B,4,-0.3331122191003606,0.32868279912818577,-0.6617950182285464,false
primary,independent σc=0.01 σs=1.0,dundee-fc,2021,21/22,T1,38,0.3081201874942041,-0.5089972707734363,0.8171174582676404,false
primary,independent σc=0.01 σs=1.0,dundee-fc,2022,22/23,T2,44,0.7528122144460843,-0.695200810596448,1.4480130250425323,false
primary,independent σc=0.01 σs=1.0,dundee-fc,2023,23/24,T1,34,0.48415968623267164,-0.29281042961883286,0.7769701158515046,false
primary,independent σc=0.01 σs=1.0,dundee-fc,2024,24/25,T1,38,0.8281125991811307,-0.30194218075490303,1.1300547799360336,false
primary,independent σc=0.01 σs=1.0,dundee-fc,2025,25/26,T1,35,0.28182589234424865,-0.43224786750335853,0.7140737598476072,false
primary,independent σc=0.01 σs=1.0,dundee-fc,2026,26/27,T1,8,0.12542832578097188,-0.4411134552740729,0.5665417810550448,false
primary,independent σc=0.01 σs=1.0,dundee-north-end-fc,2024,24/25,T5,3,-0.1530749019288272,-0.47148646191025967,0.31841155998143245,false
primary,independent σc=0.01 σs=1.0,dundee-north-end-fc,2025,25/26,T5,2,-0.4493447419217583,0.07199922215772428,-0.5213439640794826,false
primary,independent σc=0.01 σs=1.0,dundee-united,2021,21/22,T1,38,0.36893715815106437,-0.8442873147014063,1.2132244728524706,false
primary,independent σc=0.01 σs=1.0,dundee-united,2022,22/23,T1,37,0.2831675752753102,-0.32010867906905666,0.6032762543443668,false
primary,independent σc=0.01 σs=1.0,dundee-united,2023,23/24,T2,40,0.6730264955608958,-0.9341480303706609,1.6071745259315566,false
primary,independent σc=0.01 σs=1.0,dundee-united,2024,24/25,T1,36,0.4701142131245497,-0.8786182281593657,1.3487324412839155,false
primary,independent σc=0.01 σs=1.0,dundee-united,2025,25/26,T1,37,0.5196453965084781,-0.3680510044475841,0.8876964009560622,false
primary,independent σc=0.01 σs=1.0,dundee-united,2026,26/27,T1,8,0.12700869085456912,-0.05520792629922585,0.18221661715379497,false
primary,independent σc=0.01 σs=1.0,dundee-united-b,2021,21/22,B,1,-0.6132308153531362,0.39711335055055297,-1.0103441659036891,false
primary,independent σc=0.01 σs=1.0,dundee-united-b,2022,22/23,B,1,-0.7029832446686282,-0.317305788647917,-0.3856774560207112,false
primary,independent σc=0.01 σs=1.0,dundee-united-b,2024,24/25,B,3,-0.014427725728676575,0.06379610791664019,-0.07822383364531676,false
primary,independent σc=0.01 σs=1.0,dundee-united-b,2025,25/26,B,6,-0.22485782217317027,0.3725093208326627,-0.5973671430058329,false
primary,independent σc=0.01 σs=1.0,dundee-united-b,2026,26/27,B,4,-0.6072054242395484,0.16258472351113912,-0.7697901477506874,false
primary,independent σc=0.01 σs=1.0,dundonald-bluebell,2022,22/23,T5,1,0.1435197036907828,1.0584845398026266,-0.9149648361118438,false
primary,independent σc=0.01 σs=1.0,dundonald-bluebell,2023,23/24,T5,1,0.09758044383597421,0.7517514443456318,-0.6541710005096576,false
primary,independent σc=0.01 σs=1.0,dundonald-bluebell,2024,24/25,T5,1,-0.14502397509078124,-0.12100175853740304,-0.024022216553378203,false
primary,independent σc=0.01 σs=1.0,dundonald-bluebell,2025,25/26,T5,2,-0.031953827522851815,0.461834859146713,-0.4937886866695648,false
primary,independent σc=0.01 σs=1.0,dunfermline-athletic,2021,21/22,T2,38,0.20334848008433543,-0.342341467887708,0.5456899479720434,false
primary,independent σc=0.01 σs=1.0,dunfermline-athletic,2022,22/23,T3,41,0.45814469361070753,-0.957086599434321,1.4152312930450286,false
primary,independent σc=0.01 σs=1.0,dunfermline-athletic,2023,23/24,T2,38,0.14334554658691845,-0.3614890864803569,0.5048346330672753,false
primary,independent σc=0.01 σs=1.0,dunfermline-athletic,2024,24/25,T2,43,0.010790223054680696,-0.6692300796271528,0.6800203026818334,false
primary,independent σc=0.01 σs=1.0,dunfermline-athletic,2025,25/26,T2,41,0.4002823994267761,-0.43668218939197034,0.8369645888187465,false
primary,independent σc=0.01 σs=1.0,dunfermline-athletic,2026,26/27,T2,8,-0.5701920321790328,-0.4771217145635531,-0.09307031761547968,false
primary,independent σc=0.01 σs=1.0,dunipace-fc,2021,21/22,T5,2,-0.11603253171439983,0.05527002840682611,-0.17130256012122594,false
primary,independent σc=0.01 σs=1.0,dunipace-fc,2022,22/23,T5,3,3.82677901398412e-5,1.054949387042145,-1.054911119252005,false
primary,independent σc=0.01 σs=1.0,dunipace-fc,2023,23/24,T5,1,-0.26517466504331616,0.06216856920611912,-0.3273432342494353,false
primary,independent σc=0.01 σs=1.0,east-fife,2021,21/22,T3,40,-0.1769945725003167,0.044241534253220346,-0.22123610675353705,false
primary,independent σc=0.01 σs=1.0,east-fife,2022,22/23,T4,39,0.23185928448725143,-0.11187622547670859,0.34373550996396,false
primary,independent σc=0.01 σs=1.0,east-fife,2023,23/24,T4,39,0.041482318753678166,-0.1838912932136023,0.22537361196728048,false
primary,independent σc=0.01 σs=1.0,east-fife,2024,24/25,T4,39,0.15364466623403614,-0.12820422261371958,0.2818488888477557,false
primary,independent σc=0.01 σs=1.0,east-fife,2025,25/26,T3,42,0.060538123184056665,-0.047244786992968045,0.10778291017702471,false
primary,independent σc=0.01 σs=1.0,east-fife,2026,26/27,T3,12,0.10546130246945283,-0.24858666303362337,0.3540479655030762,false
primary,independent σc=0.01 σs=1.0,east-kilbride,2021,21/22,T5,5,0.5947568908821698,0.01679998905805719,0.5779569018241125,false
primary,independent σc=0.01 σs=1.0,east-kilbride,2022,22/23,T5,5,0.19304901948196254,0.0107320397686532,0.18231697971330935,false
