window,spec,team,fs,season,cat,n,a,d,theta,old_firm
primary,σc=1.0 σs=0.10,st-johnstone,2023,23/24,T1,34,0.5300146175444966,-1.0769433691351857,1.6069579866796824,false
primary,σc=1.0 σs=0.10,st-johnstone,2024,24/25,T1,38,0.5955467194049886,-1.0186786881817902,1.6142254075867788,false
primary,σc=1.0 σs=0.10,st-johnstone,2025,25/26,T2,36,0.7059565186775464,-1.136049614177459,1.8420061328550053,false
primary,σc=1.0 σs=0.10,st-johnstone,2026,26/27,T1,7,0.6139988660273605,-1.07357538023371,1.6875742462610706,false
primary,σc=1.0 σs=0.10,st-johnstone-b-u21,2021,21/22,B,1,-0.4487451024061363,-0.1549570495967126,-0.29378805280942366,false
primary,σc=1.0 σs=0.10,st-johnstone-b-u21,2022,22/23,B,2,-0.4393630416636039,-0.14065951509005464,-0.29870352657354926,false
primary,σc=1.0 σs=0.10,st-johnstone-b-u21,2023,23/24,B,1,-0.4493145511877625,-0.14369950419997748,-0.30561504698778497,false
primary,σc=1.0 σs=0.10,st-johnstone-b-u21,2024,24/25,B,2,-0.4293145918028154,-0.15223272925907658,-0.2770818625437388,false
primary,σc=1.0 σs=0.10,st-mirren,2021,21/22,T1,37,0.7630278155410274,-1.0079950314600072,1.7710228470010345,false
primary,σc=1.0 σs=0.10,st-mirren,2022,22/23,T1,35,0.7751578117102674,-1.0227982574490375,1.797956069159305,false
primary,σc=1.0 σs=0.10,st-mirren,2023,23/24,T1,37,0.7724793848668516,-1.0574492028396714,1.829928587706523,false
primary,σc=1.0 σs=0.10,st-mirren,2024,24/25,T1,36,0.8308367617114383,-1.0010886526544707,1.831925414365909,false
primary,σc=1.0 σs=0.10,st-mirren,2025,25/26,T1,41,0.7573498894367919,-1.0414924939870256,1.7988423834238176,false
primary,σc=1.0 σs=0.10,st-mirren,2026,26/27,T1,8,0.783918688024852,-1.01353058966882,1.797449277693672,false
primary,σc=1.0 σs=0.10,st-mirren-b-u21,2021,21/22,B,2,0.1202287326082827,0.0022123878608038758,0.11801634474747882,false
primary,σc=1.0 σs=0.10,st-mirren-b-u21,2022,22/23,B,1,0.11556726089046948,-0.0366250420542115,0.15219230294468097,false
primary,σc=1.0 σs=0.10,st-mirren-b-u21,2023,23/24,B,1,0.12145504755012476,-0.024280942805399303,0.14573599035552406,false
primary,σc=1.0 σs=0.10,st-mirren-b-u21,2025,25/26,B,6,0.15144613633535975,-0.01790823567681141,0.16935437201217116,false
primary,σc=1.0 σs=0.10,st-mirren-b-u21,2026,26/27,B,4,0.18632763207493797,-0.06419839516420893,0.2505260272391469,false
primary,σc=1.0 σs=0.10,stenhousemuir,2021,21/22,T4,40,0.17957859167833395,-0.49693613737121545,0.6765147290495495,false
primary,σc=1.0 σs=0.10,stenhousemuir,2022,22/23,T4,40,0.2163865590832853,-0.4126917481879485,0.6290783072712338,false
primary,σc=1.0 σs=0.10,stenhousemuir,2023,23/24,T4,38,0.20086853110449815,-0.5909889565725317,0.7918574876770299,false
primary,σc=1.0 σs=0.10,stenhousemuir,2024,24/25,T3,40,0.2628814359780295,-0.5569906388403165,0.819872074818346,false
primary,σc=1.0 σs=0.10,stenhousemuir,2025,25/26,T3,44,0.3185915741306544,-0.7303499192672732,1.0489414933979275,false
primary,σc=1.0 σs=0.10,stenhousemuir,2026,26/27,T2,9,0.2702258947018017,-0.6626757189650433,0.932901613666845,false
primary,σc=1.0 σs=0.10,stirling-albion,2021,21/22,T4,40,0.09706804919985929,-0.2550754913213803,0.3521435405212396,false
primary,σc=1.0 σs=0.10,stirling-albion,2022,22/23,T4,39,0.2647469891149311,-0.295290604544556,0.5600375936594871,false
primary,σc=1.0 σs=0.10,stirling-albion,2023,23/24,T3,39,0.09964091155549613,-0.26145972890012603,0.3611006404556222,false
primary,σc=1.0 σs=0.10,stirling-albion,2024,24/25,T4,39,0.1690794225333653,-0.15623679260832904,0.32531621514169434,false
primary,σc=1.0 σs=0.10,stirling-albion,2025,25/26,T4,43,0.11797924902624676,-0.15797785788815172,0.27595710691439845,false
primary,σc=1.0 σs=0.10,stirling-albion,2026,26/27,T4,12,0.174466240849018,-0.1348879562646688,0.3093541971136868,false
primary,σc=1.0 σs=0.10,stranraer,2021,21/22,T4,38,0.05215815253629165,-0.20476281018310644,0.25692096271939807,false
primary,σc=1.0 σs=0.10,stranraer,2022,22/23,T4,38,0.020360151380112993,-0.18492173170357856,0.20528188308369155,false
primary,σc=1.0 σs=0.10,stranraer,2023,23/24,T4,39,-0.005214535890897185,-0.22518946737752446,0.21997493148662728,false
primary,σc=1.0 σs=0.10,stranraer,2024,24/25,T4,40,-0.05852736564830836,-0.2541022240249873,0.19557485837667893,false
primary,σc=1.0 σs=0.10,stranraer,2025,25/26,T4,44,0.054564685279298974,-0.3204445274818509,0.3750092127611499,false
primary,σc=1.0 σs=0.10,stranraer,2026,26/27,T4,12,0.10009396515917367,-0.2489926248795441,0.3490865900387178,false
primary,σc=1.0 σs=0.10,strathspey-thistle-fc,2021,21/22,T5,1,-0.8457569964127846,1.3971307340866685,-2.242887730499453,false
primary,σc=1.0 σs=0.10,strathspey-thistle-fc,2022,22/23,T5,1,-0.8451435353196146,1.412558923716913,-2.2577024590365276,false
primary,σc=1.0 σs=0.10,strathspey-thistle-fc,2023,23/24,T5,1,-0.8242285539362466,1.4295209265027766,-2.2537494804390232,false
primary,σc=1.0 σs=0.10,strathspey-thistle-fc,2024,24/25,T5,1,-0.8439831403714113,1.4089777648928887,-2.2529609052643,false
primary,σc=1.0 σs=0.10,strathspey-thistle-fc,2025,25/26,T5,1,-0.8327431216723037,1.3820334685910538,-2.2147765902633574,false
primary,σc=1.0 σs=0.10,syngenta,2022,22/23,T5,1,0.4124536092055754,0.7210216500297992,-0.30856804082422384,false
primary,σc=1.0 σs=0.10,tayport-fc,2023,23/24,T5,1,-0.7729041539158984,0.5220667583927654,-1.294970912308664,false
primary,σc=1.0 σs=0.10,tayport-fc,2025,25/26,T5,2,-0.7651720308321703,0.491061095130322,-1.2562331259624924,false
primary,σc=1.0 σs=0.10,the-new-saints,2022,22/23,GUEST,1,0.48405985879290664,-0.6529523323641709,1.1370121911570776,false
primary,σc=1.0 σs=0.10,the-new-saints,2023,23/24,GUEST,5,0.5133814109571353,-0.6796302091952913,1.1930116201524266,false
primary,σc=1.0 σs=0.10,the-spartans-fc,2021,21/22,T5,1,0.18652849029156304,-0.36108286647108695,0.5476113567626499,false
primary,σc=1.0 σs=0.10,the-spartans-fc,2022,22/23,T5,3,0.19734262526102053,-0.35303078344142974,0.5503734087024503,false
primary,σc=1.0 σs=0.10,the-spartans-fc,2023,23/24,T4,39,0.21239571295041973,-0.3788229256205625,0.5912186385709822,false
primary,σc=1.0 σs=0.10,the-spartans-fc,2024,24/25,T4,40,0.15522804763498632,-0.33343281040754447,0.4886608580425308,false
primary,σc=1.0 σs=0.10,the-spartans-fc,2025,25/26,T4,45,0.25313944649065323,-0.43987535646228193,0.6930148029529352,false
primary,σc=1.0 σs=0.10,the-spartans-fc,2026,26/27,T4,12,0.2597632419661605,-0.3199919512439435,0.5797551932101039,false
primary,σc=1.0 σs=0.10,threave-rovers,2023,23/24,T5,1,0.22457774769329542,0.7351828548667363,-0.5106051071734409,false
primary,σc=1.0 σs=0.10,threave-rovers,2024,24/25,T5,2,0.23229019995521766,0.7401198287308652,-0.5078296287756476,false
primary,σc=1.0 σs=0.10,threave-rovers,2025,25/26,T5,1,0.21332706406525329,0.7515893149202282,-0.5382622508549749,false
primary,σc=1.0 σs=0.10,tranent-juniors-fc,2021,21/22,T5,3,0.23355567229104618,-0.028573119276157032,0.2621287915672032,false
primary,σc=1.0 σs=0.10,tranent-juniors-fc,2022,22/23,T5,1,0.24122786361818271,-0.012773401361700406,0.2540012649798831,false
primary,σc=1.0 σs=0.10,tranent-juniors-fc,2023,23/24,T5,5,0.254720923552555,-0.06318737173515213,0.31790829528770714,false
primary,σc=1.0 σs=0.10,tranent-juniors-fc,2024,24/25,T5,1,0.231573933364132,-0.005177630250334311,0.2367515636144663,false
primary,σc=1.0 σs=0.10,tranent-juniors-fc,2025,25/26,T5,3,0.27063028040617443,-0.06779821397533214,0.3384284943815066,false
primary,σc=1.0 σs=0.10,turriff-united-fc,2021,21/22,T5,1,-0.3178995449616255,0.10257374164850644,-0.42047328661013195,false
primary,σc=1.0 σs=0.10,turriff-united-fc,2022,22/23,T5,2,-0.3135718969426261,0.16055211827801688,-0.47412401522064296,false
primary,σc=1.0 σs=0.10,turriff-united-fc,2023,23/24,T5,2,-0.30712060165562444,0.11671396353533374,-0.4238345651909582,false
primary,σc=1.0 σs=0.10,turriff-united-fc,2024,24/25,T5,2,-0.3091615616547372,0.09138144670643236,-0.4005430083611695,false
primary,σc=1.0 σs=0.10,turriff-united-fc,2025,25/26,T5,3,-0.3047489510393501,0.11287905383752647,-0.41762800487687657,false
primary,σc=1.0 σs=0.10,tynecastle,2021,21/22,T5,1,-0.491410586147564,1.3030224983588528,-1.7944330845064167,false
primary,σc=1.0 σs=0.10,tynecastle,2022,22/23,T5,1,-0.4937232964336,1.2876366192020183,-1.7813599156356184,false
primary,σc=1.0 σs=0.10,tynecastle,2024,24/25,T5,1,-0.4785043047141134,1.2886885646765742,-1.7671928693906875,false
primary,σc=1.0 σs=0.10,university-of-stirling-fc,2021,21/22,T5,2,0.017882711339110208,-0.11850837736638191,0.1363910887054921,false
primary,σc=1.0 σs=0.10,university-of-stirling-fc,2022,22/23,T5,4,0.03726224739323362,-0.1423374326233926,0.1795996800166262,false
primary,σc=1.0 σs=0.10,university-of-stirling-fc,2023,23/24,T5,4,0.07546629504169844,-0.10956122776876669,0.18502752281046514,false
primary,σc=1.0 σs=0.10,university-of-stirling-fc,2024,24/25,T5,1,0.015980190282574393,-0.11110012199646946,0.12708031227904384,false
primary,σc=1.0 σs=0.10,university-of-stirling-fc,2025,25/26,T5,2,0.031059021951536304,-0.11396828740140566,0.14502730935294197,false
primary,σc=1.0 σs=0.10,vale-of-leithen,2021,21/22,T5,1,-0.8288384398789579,0.9726206436963066,-1.8014590835752644,false
primary,σc=1.0 σs=0.10,vale-of-leithen,2024,24/25,T5,1,-0.8257891862496047,0.9740794303220196,-1.7998686165716244,false
primary,σc=1.0 σs=0.10,whitehill-welfare,2023,23/24,T5,1,-0.9809947646997093,0.7332700835844418,-1.714264848284151,false
primary,σc=1.0 σs=0.10,whitehill-welfare,2024,24/25,T5,1,-0.9823627871425875,0.7011196496002163,-1.6834824367428038,false
primary,σc=1.0 σs=0.10,wick-academy-fc,2021,21/22,T5,3,-0.07256492101851122,0.3759095323838142,-0.4484744534023254,false
primary,σc=1.0 σs=0.10,wick-academy-fc,2022,22/23,T5,3,-0.0710111191674445,0.3447910228331814,-0.41580214200062593,false
primary,σc=1.0 σs=0.10,wick-academy-fc,2023,23/24,T5,1,-0.08676058050911963,0.35640076420311556,-0.4431613447122352,false
primary,σc=1.0 σs=0.10,wick-academy-fc,2024,24/25,T5,1,-0.07734955213420742,0.34999302649800457,-0.427342578632212,false
primary,σc=1.0 σs=0.10,wick-academy-fc,2025,25/26,T5,2,-0.08408697142314388,0.33419948423951684,-0.4182864556626607,false
primary,σc=1.0 σs=0.10,wigtown-bladnoch,2021,21/22,T5,1,-0.9651726715367338,1.4081099502947987,-2.3732826218315326,false
primary,independent σc=0.01 σs=1.0,aberdeen,2021,21/22,T1,36,0.5914152902189841,-0.7360004862970632,1.3274157765160473,false
primary,independent σc=0.01 σs=1.0,aberdeen,2022,22/23,T1,37,0.5868038510914804,-0.478555428127441,1.0653592792189213,false
primary,independent σc=0.01 σs=1.0,aberdeen,2023,23/24,T1,41,0.32652524843550296,-0.5059563153981886,0.8324815638336915,false
primary,independent σc=0.01 σs=1.0,aberdeen,2024,24/25,T1,41,0.6946089274349421,-0.6781732778325451,1.3727822052674872,false
primary,independent σc=0.01 σs=1.0,aberdeen,2025,25/26,T1,38,0.23280958671603513,-0.5453061027620989,0.778115689478134,false
primary,independent σc=0.01 σs=1.0,aberdeen,2026,26/27,T1,9,0.16221242569394625,-0.6181414466841417,0.780353872378088,false
primary,independent σc=0.01 σs=1.0,aberdeen-b-u21,2021,21/22,B,3,-0.1421286802563828,-0.4866359750713139,0.3445072948149311,false
primary,independent σc=0.01 σs=1.0,aberdeen-b-u21,2022,22/23,B,1,-0.5678966179573947,0.12334012927756292,-0.6912367472349575,false
primary,independent σc=0.01 σs=1.0,aberdeen-b-u21,2023,23/24,B,2,0.6181294080563814,0.42567158230976104,0.19245782574662035,false
primary,independent σc=0.01 σs=1.0,aberdeen-b-u21,2024,24/25,B,1,-0.5462853078061153,-0.1483873852407124,-0.3978979225654029,false
primary,independent σc=0.01 σs=1.0,aberdeen-b-u21,2025,25/26,B,6,0.2697243846565211,0.41822269034626797,-0.14849830568974687,false
primary,independent σc=0.01 σs=1.0,aberdeen-b-u21,2026,26/27,B,4,0.21088140617977083,0.003144672793230322,0.2077367333865405,false
primary,independent σc=0.01 σs=1.0,airdrieonians,2021,21/22,T3,39,0.48263544092598454,-0.5384238530966955,1.0210592940226801,false
primary,independent σc=0.01 σs=1.0,airdrieonians,2022,22/23,T3,38,0.6613725283336273,-0.2083038589089958,0.8696763872426231,false
primary,independent σc=0.01 σs=1.0,airdrieonians,2023,23/24,T2,44,0.28853313692184623,-0.4669081354223708,0.755441272344217,false
primary,independent σc=0.01 σs=1.0,airdrieonians,2024,24/25,T2,42,0.2661041200961944,-0.26020253302494184,0.5263066531211362,false
primary,independent σc=0.01 σs=1.0,airdrieonians,2025,25/26,T2,38,0.08872493349305793,-0.24284561344541217,0.3315705469384701,false
primary,independent σc=0.01 σs=1.0,airdrieonians,2026,26/27,T3,12,0.04732790180379895,-0.25558887500927374,0.3029167768130727,false
primary,independent σc=0.01 σs=1.0,albion-rovers,2021,21/22,T4,41,-0.03940232648134199,0.03692974051760501,-0.076332066998947,false
primary,independent σc=0.01 σs=1.0,albion-rovers,2022,22/23,T4,39,0.04140010447700538,-0.19050387219626708,0.23190397667327245,false
primary,independent σc=0.01 σs=1.0,albion-rovers,2023,23/24,T5,6,0.22050569282997728,-0.5718325841598642,0.7923382769898415,false
primary,independent σc=0.01 σs=1.0,albion-rovers,2024,24/25,T5,3,0.34630898663113424,0.8799794989495797,-0.5336705123184455,false
primary,independent σc=0.01 σs=1.0,albion-rovers,2025,25/26,T5,1,-0.12523409550654518,0.1770704279820904,-0.30230452348863557,false
primary,independent σc=0.01 σs=1.0,alloa-athletic,2021,21/22,T3,40,0.28545164730800565,-0.1410585967062057,0.42651024401421134,false
primary,independent σc=0.01 σs=1.0,alloa-athletic,2022,22/23,T3,40,0.27745487626466225,-0.3096128182702429,0.5870676945349051,false
primary,independent σc=0.01 σs=1.0,alloa-athletic,2023,23/24,T3,39,0.09606012629258157,0.05717384760625111,0.038886278686330454,false
primary,independent σc=0.01 σs=1.0,alloa-athletic,2024,24/25,T3,40,0.2135704694740899,-0.17730995847677802,0.3908804279508679,false
primary,independent σc=0.01 σs=1.0,alloa-athletic,2025,25/26,T3,43,0.3237332430833386,-0.38009346771344116,0.7038267107967797,false
primary,independent σc=0.01 σs=1.0,alloa-athletic,2026,26/27,T3,12,0.010490933964058084,-0.676625055341449,0.6871159893055071,false
primary,independent σc=0.01 σs=1.0,annan-athletic,2021,21/22,T4,41,0.39195525707640266,-0.06266110467744332,0.454616361753846,false
primary,independent σc=0.01 σs=1.0,annan-athletic,2022,22/23,T4,40,0.33198355572267385,-0.07874544164015626,0.4107289973628301,false
primary,independent σc=0.01 σs=1.0,annan-athletic,2023,23/24,T3,39,0.05514926923497478,0.2699175188375228,-0.214768249602548,false
primary,independent σc=0.01 σs=1.0,annan-athletic,2024,24/25,T3,39,0.008400155156354339,0.21124485838857063,-0.2028447032322163,false
primary,independent σc=0.01 σs=1.0,annan-athletic,2025,25/26,T4,44,0.19881241295085222,-0.009517180076441673,0.2083295930272939,false
primary,independent σc=0.01 σs=1.0,annan-athletic,2026,26/27,T4,12,-0.32132246878050036,-0.2380393176699883,-0.08328315111051207,false
primary,independent σc=0.01 σs=1.0,arbroath,2021,21/22,T2,41,0.6058035700023664,-0.8402472429864697,1.446050812988836,false
primary,independent σc=0.01 σs=1.0,arbroath,2022,22/23,T2,41,-0.06753524313483217,-0.5257638529363837,0.45822860980155156,false
primary,independent σc=0.01 σs=1.0,arbroath,2023,23/24,T2,39,0.15036462911540693,0.20129272393775752,-0.050928094822350584,false
primary,independent σc=0.01 σs=1.0,arbroath,2024,24/25,T3,39,0.21304452117576406,-0.29146179900890956,0.5045063201846736,false
primary,independent σc=0.01 σs=1.0,arbroath,2025,25/26,T2,37,0.22625405403022256,-0.35276374619063017,0.5790178002208527,false
primary,independent σc=0.01 σs=1.0,arbroath,2026,26/27,T2,7,-0.7689824078153433,0.0921881323230799,-0.8611705401384232,false
primary,independent σc=0.01 σs=1.0,auchinleck-talbot,2021,21/22,T5,4,0.15687435737821595,-0.19675481685485244,0.3536291742330684,false
primary,independent σc=0.01 σs=1.0,auchinleck-talbot,2022,22/23,T5,3,0.06250098120518059,0.16326654971365848,-0.10076556850847788,false
primary,independent σc=0.01 σs=1.0,auchinleck-talbot,2023,23/24,T5,1,-0.6171730254833168,-0.22660792603709556,-0.3905650994462212,false
primary,independent σc=0.01 σs=1.0,auchinleck-talbot,2024,24/25,T5,2,-0.7139787039800837,-0.4250272986396316,-0.28895140534045205,false
primary,independent σc=0.01 σs=1.0,auchinleck-talbot,2025,25/26,T5,4,0.6397875279384062,-0.5690139402081928,1.208801468146599,false
primary,independent σc=0.01 σs=1.0,ayr-united,2021,21/22,T2,40,0.26791578606381405,-0.38448288722538176,0.6523986732891958,false
primary,independent σc=0.01 σs=1.0,ayr-united,2022,22/23,T2,41,0.6072607385974135,-0.6698539639494739,1.2771147025468874,false
primary,independent σc=0.01 σs=1.0,ayr-united,2023,23/24,T2,41,0.34884167565238455,-0.2161554206108344,0.5649970962632189,false
primary,independent σc=0.01 σs=1.0,ayr-united,2024,24/25,T2,42,0.7166971952157648,-0.6687830966382518,1.3854802918540166,false
primary,independent σc=0.01 σs=1.0,ayr-united,2025,25/26,T2,38,0.05965313303872808,-0.2723845932286242,0.3320377262673523,false
primary,independent σc=0.01 σs=1.0,ayr-united,2026,26/27,T2,8,-0.281752840040301,0.2815621043907363,-0.5633149444310372,false
primary,independent σc=0.01 σs=1.0,bala-town,2023,23/24,GUEST,1,-0.6522622087527788,0.3376581595972349,-0.9899203683500137,false
primary,independent σc=0.01 σs=1.0,banks-odee-fc,2021,21/22,T5,4,0.2201516358576678,-0.17758850273529111,0.3977401385929589,false
primary,independent σc=0.01 σs=1.0,banks-odee-fc,2022,22/23,T5,2,0.21802953141945502,0.3171653949436117,-0.09913586352415665,false
primary,independent σc=0.01 σs=1.0,banks-odee-fc,2023,23/24,T5,2,0.5870327646573467,0.09720390539241024,0.4898288592649364,false
primary,independent σc=0.01 σs=1.0,banks-odee-fc,2024,24/25,T5,5,-0.19223522823703548,-0.4440349419232645,0.251799713686229,false
primary,independent σc=0.01 σs=1.0,banks-odee-fc,2025,25/26,T5,3,0.20161498898743552,-0.2552241973536376,0.4568391863410731,false
primary,independent σc=0.01 σs=1.0,banks-odee-fc,2026,26/27,T5,4,-0.29509471426283873,0.38978402241238824,-0.6848787366752269,false
primary,independent σc=0.01 σs=1.0,beith-juniors-fc,2023,23/24,T5,2,0.13139375471359416,-0.018186305475070687,0.14958006018866485,false
primary,independent σc=0.01 σs=1.0,benburb,2022,22/23,T5,2,-0.38972764481605426,0.20753811440993733,-0.5972657592259916,false
primary,independent σc=0.01 σs=1.0,benburb,2025,25/26,T5,3,-0.5748419991332288,-0.0886743774757103,-0.4861676216575185,false
primary,independent σc=0.01 σs=1.0,berwick-rangers,2021,21/22,T5,2,-0.014515851812424981,0.1996509464866849,-0.2141667982991099,false
primary,independent σc=0.01 σs=1.0,berwick-rangers,2022,22/23,T5,1,0.15141370103727525,0.0384392937507642,0.11297440728651105,false
primary,independent σc=0.01 σs=1.0,berwick-rangers,2023,23/24,T5,1,0.22903069592322148,0.8727802518631962,-0.6437495559399747,false
primary,independent σc=0.01 σs=1.0,berwick-rangers,2024,24/25,T5,3,-0.5476546376314898,0.4810753039915497,-1.0287299416230395,false
primary,independent σc=0.01 σs=1.0,berwick-rangers,2025,25/26,T5,1,-0.728649059755663,0.38635940221922666,-1.1150084619748897,false
primary,independent σc=0.01 σs=1.0,berwick-rangers,2026,26/27,T5,4,0.1521685552578755,0.24558277215607116,-0.09341421689819565,false
primary,independent σc=0.01 σs=1.0,blackburn-united,2021,21/22,T5,1,0.01118869959296269,0.5994806553091252,-0.5882919557161626,false
primary,independent σc=0.01 σs=1.0,boness-athletic-fc,2024,24/25,T5,2,-0.2570445440937585,1.0120997968155683,-1.2691443409093268,false
primary,independent σc=0.01 σs=1.0,boness-athletic-fc,2025,25/26,T5,2,-0.5269483735337561,0.131450476563013,-0.6583988500967691,false
primary,independent σc=0.01 σs=1.0,boness-united-fc,2021,21/22,T5,3,0.399098945132699,-0.013232822371718276,0.4123317675044173,false
primary,independent σc=0.01 σs=1.0,boness-united-fc,2022,22/23,T5,2,-0.3012700019487652,-0.34916767855712627,0.047897676608361084,false
primary,independent σc=0.01 σs=1.0,boness-united-fc,2023,23/24,T5,3,-0.17707853509074123,0.005102233004685704,-0.18218076809542694,false
primary,independent σc=0.01 σs=1.0,boness-united-fc,2024,24/25,T5,4,-0.0987151008591329,-0.11791689460681223,0.01920179374767933,false
primary,independent σc=0.01 σs=1.0,boness-united-fc,2025,25/26,T5,1,-0.6250572940667594,0.46209526504007786,-1.0871525591068372,false
primary,independent σc=0.01 σs=1.0,bonnyrigg-rose,2021,21/22,T5,4,0.10878449896330158,0.046694231829820354,0.06209026713348123,false
primary,independent σc=0.01 σs=1.0,bonnyrigg-rose,2022,22/23,T4,38,-0.18533521895206023,-0.20334562566382205,0.018010406711761823,false
primary,independent σc=0.01 σs=1.0,bonnyrigg-rose,2023,23/24,T4,41,0.08414413772978034,-0.12227038631622848,0.20641452404600882,false
primary,independent σc=0.01 σs=1.0,bonnyrigg-rose,2024,24/25,T4,38,-0.27064112909557153,0.2962963983393549,-0.5669375274349264,false
primary,independent σc=0.01 σs=1.0,bonnyrigg-rose,2025,25/26,T5,3,0.2613283067150357,-0.280054077697648,0.5413823844126837,false
primary,independent σc=0.01 σs=1.0,bonnyrigg-rose,2026,26/27,T5,4,-0.09010154499399785,0.3730126330089516,-0.46311417800294946,false
primary,independent σc=0.01 σs=1.0,bonnyton-thistle,2025,25/26,T5,1,-0.6529109544244287,0.18453852137832033,-0.8374494758027491,false
primary,independent σc=0.01 σs=1.0,brechin-city,2021,21/22,T5,5,0.1399204831286513,0.11628592650183239,0.023634556626818903,false
primary,independent σc=0.01 σs=1.0,brechin-city,2022,22/23,T5,5,0.5976375538493701,-0.1616926286302843,0.7593301824796544,false
primary,independent σc=0.01 σs=1.0,brechin-city,2023,23/24,T5,4,-0.11594028018109337,0.4301894036798489,-0.5461296838609423,false
primary,independent σc=0.01 σs=1.0,brechin-city,2024,24/25,T5,5,0.30428682497737297,-0.0009615653025789667,0.30524839027995193,false
primary,independent σc=0.01 σs=1.0,brechin-city,2025,25/26,T5,3,0.010863675975653896,0.04850651390974436,-0.03764283793409046,false
primary,independent σc=0.01 σs=1.0,broomhill-fc,2021,21/22,T5,4,-0.43341351731295863,-0.0898587235593652,-0.34355479375359343,false
primary,independent σc=0.01 σs=1.0,broomhill-fc,2022,22/23,T5,3,0.41797984760337137,0.08064247291263223,0.33733737469073916,false
primary,independent σc=0.01 σs=1.0,broomhill-fc,2023,23/24,T5,4,0.4865376820511887,0.0532054675763017,0.433332214474887,false
primary,independent σc=0.01 σs=1.0,broomhill-fc,2024,24/25,T5,1,-0.5545761568061306,-0.04772204679665286,-0.5068541100094778,false
primary,independent σc=0.01 σs=1.0,brora-rangers-fc,2021,21/22,T5,4,-0.5533828946174387,-0.6066318559121026,0.05324896129466383,false
primary,independent σc=0.01 σs=1.0,brora-rangers-fc,2022,22/23,T5,3,0.02716077296892227,-0.3343444935031749,0.3615052664720972,false
primary,independent σc=0.01 σs=1.0,brora-rangers-fc,2023,23/24,T5,6,0.1346364948781855,-0.7568637375875358,0.8915002324657213,false
primary,independent σc=0.01 σs=1.0,brora-rangers-fc,2024,24/25,T5,3,-0.011365300552988207,-0.23063020942479726,0.21926490887180905,false
primary,independent σc=0.01 σs=1.0,brora-rangers-fc,2025,25/26,T5,1,-0.9221302173437783,0.11298991814121376,-1.0351201354849922,false
primary,independent σc=0.01 σs=1.0,broxburn-athletic,2022,22/23,T5,1,-0.758287267947599,-0.21530518445486013,-0.5429820834927389,false
primary,independent σc=0.01 σs=1.0,broxburn-athletic,2023,23/24,T5,3,-0.3166736286791678,-0.46596373001835034,0.14929010133918252,false
primary,independent σc=0.01 σs=1.0,broxburn-athletic,2024,24/25,T5,4,0.18871761672543422,0.410904427037209,-0.22218681031177476,false
primary,independent σc=0.01 σs=1.0,broxburn-athletic,2025,25/26,T5,1,0.006159249309868332,0.014359309059382331,-0.008200059749513999,false
primary,independent σc=0.01 σs=1.0,buckie-thistle-fc,2021,21/22,T5,5,0.2792593154583775,0.20517811600945646,0.07408119944892105,false
primary,independent σc=0.01 σs=1.0,buckie-thistle-fc,2022,22/23,T5,5,-0.0245514584047735,0.13137841678266973,-0.15592987518744322,false
primary,independent σc=0.01 σs=1.0,buckie-thistle-fc,2023,23/24,T5,5,-0.013320729724719298,0.12332509176424672,-0.136645821488966,false
primary,independent σc=0.01 σs=1.0,buckie-thistle-fc,2024,24/25,T5,4,-0.14431658021708266,0.02193695479920167,-0.16625353501628432,false
primary,independent σc=0.01 σs=1.0,buckie-thistle-fc,2025,25/26,T5,3,-0.05998903290715143,0.22776077778308038,-0.2877498106902318,false
primary,independent σc=0.01 σs=1.0,burntisland-shipyard,2021,21/22,T5,1,-0.5001134088637744,0.9518114932331091,-1.4519249020968834,false
primary,independent σc=0.01 σs=1.0,burntisland-shipyard,2024,24/25,T5,1,-0.5343221631712279,0.7340787805587496,-1.2684009437299775,false
primary,independent σc=0.01 σs=1.0,burntisland-shipyard,2025,25/26,T5,1,0.3191891277936285,1.2707049594552287,-0.9515158316616001,false
primary,independent σc=0.01 σs=1.0,caernarfon-town,2022,22/23,GUEST,1,-0.7247976825426886,-0.1642766005963213,-0.5605210819463673,false
primary,independent σc=0.01 σs=1.0,caledonian-braves-fc,2021,21/22,T5,1,-0.8013152226996059,0.15298676545187043,-0.9543019881514763,false
primary,independent σc=0.01 σs=1.0,caledonian-braves-fc,2022,22/23,T5,2,-0.04991978853394453,0.7152895764373439,-0.7652093649712884,false
primary,independent σc=0.01 σs=1.0,caledonian-braves-fc,2023,23/24,T5,1,-0.09382230025798674,0.28897175157601995,-0.3827940518340067,false
primary,independent σc=0.01 σs=1.0,caledonian-braves-fc,2024,24/25,T5,2,0.010793027704716506,-0.24666432857049017,0.25745735627520666,false
primary,independent σc=0.01 σs=1.0,caledonian-braves-fc,2025,25/26,T5,2,0.48360878440508864,0.3081944011271155,0.17541438327797315,false
primary,independent σc=0.01 σs=1.0,camelon-juniors,2021,21/22,T5,1,-0.6098357760462045,0.28621023199180906,-0.8960460080380136,false
primary,independent σc=0.01 σs=1.0,camelon-juniors,2022,22/23,T5,2,-0.055159578951198364,0.44270401105680357,-0.49786359000800195,false
primary,independent σc=0.01 σs=1.0,camelon-juniors,2023,23/24,T5,1,-0.5185492450753655,0.5387694229084768,-1.0573186679838424,false
primary,independent σc=0.01 σs=1.0,camelon-juniors,2024,24/25,T5,1,-0.3199380857740981,0.05664607233159573,-0.37658415810569384,false
