model,scope,n_obs,logloss,market_logloss,brier,market_brier,ece,market_ece,mce,market_mce,rps,market_rps,likelihood,role
m10_lineup_grw_negbin,OU1.5,430,0.5335480886454664,0.5272811031135427,0.17482677841478428,0.17266435474340952,0.034088593341060645,0.010264241635519814,0.0455359317979982,0.11675878370299309,0.22620758569720165,0.2111040320023605,NegBin,ladder
m10_lineup_grw_negbin,OU2.5,758,0.6875240183178127,0.6898782309589602,0.24721617456993622,0.24829171351414944,0.015266476402889376,0.01829866107755568,0.016861043134913878,0.7079376625841927,0.22620758569720165,0.2111040320023605,NegBin,ladder
m10_lineup_grw_negbin,OU3.5,528,0.6195881794757254,0.6104589033548479,0.21368650352453225,0.2098660314894639,0.03534821657564064,0.01484560050373574,0.21420020358127248,0.3265579357351509,0.22620758569720165,0.2111040320023605,NegBin,ladder
m10_lineup_grw_negbin,OU4.5,197,0.3311973015789931,0.5079080647524102,0.09058624523938957,0.09594017917176943,0.09496116544820882,0.09633684951953349,0.3148900597648988,0.3197359059330368,0.22620758569720165,0.2111040320023605,NegBin,ladder
m10_lineup_grw_negbin,BTTS,356,0.6917693673024503,0.6833706365781275,0.24931867339156566,0.2451580767568855,0.012823569956451682,0.03004396402078209,0.046478442741000936,0.07307236039881282,0.22620758569720165,0.2111040320023605,NegBin,ladder
m12_joint_hybrid_synergy_negbin,all,4054,0.6128973428566132,0.619076062907883,0.21225535529077716,0.21141565678552537,0.01074047965384772,0.010773129258437713,0.11607242275693427,0.1479548278018984,0.22504106361941983,0.2111040320023605,Joint Gamma-NegBin,ladder
m12_joint_hybrid_synergy_negbin,1X2,1785,0.6171756024135686,0.6131180107974481,0.2135638834256148,0.21156444032291422,0.012448745981151593,0.018580646181840455,0.07382934202724978,0.32902138777066514,0.22504106361941983,0.2111040320023605,Joint Gamma-NegBin,ladder
m12_joint_hybrid_synergy_negbin,OU1.5,430,0.525014371483729,0.5272811031135427,0.1717639036064212,0.17266435474340952,0.021904343468860017,0.010264241635519814,0.0842982834401903,0.11675878370299309,0.22504106361941983,0.2111040320023605,Joint Gamma-NegBin,ladder
m12_joint_hybrid_synergy_negbin,OU2.5,758,0.6895488326581246,0.6898782309589602,0.24824709134453163,0.24829171351414944,0.008857280435963647,0.01829866107755568,0.009420324139367886,0.7079376625841927,0.22504106361941983,0.2111040320023605,Joint Gamma-NegBin,ladder
m12_joint_hybrid_synergy_negbin,OU3.5,528,0.612132092078348,0.6104589033548479,0.21066809583052673,0.2098660314894639,0.023919185070491372,0.01484560050373574,0.1489194363014568,0.3265579357351509,0.22504106361941983,0.2111040320023605,Joint Gamma-NegBin,ladder
m12_joint_hybrid_synergy_negbin,OU4.5,197,0.3426394502886997,0.5079080647524102,0.09363332844826704,0.09594017917176943,0.08631405218219884,0.09633684951953349,0.11607242275693427,0.3197359059330368,0.22504106361941983,0.2111040320023605,Joint Gamma-NegBin,ladder
m12_joint_hybrid_synergy_negbin,BTTS,356,0.6850771528522145,0.6833706365781275,0.2459645627565927,0.2451580767568855,0.0679265407515404,0.03004396402078209,0.16484129172026002,0.07307236039881282,0.22504106361941983,0.2111040320023605,Joint Gamma-NegBin,ladder
m00_poisson,all,4054,0.6141379584188205,0.619076062907883,0.21274194948774602,0.21141565678552537,0.01678299350339239,0.010773129258437713,0.14232538817043328,0.1479548278018984,0.22491772326015966,0.2111040320023605,Poisson,control
m00_poisson,1X2,1785,0.6166577579637107,0.6131180107974481,0.21329497170950895,0.21156444032291422,0.018922268963759384,0.018580646181840455,0.07351403226749875,0.32902138777066514,0.22491772326015966,0.2111040320023605,Poisson,control
m00_poisson,OU1.5,430,0.5318720871213007,0.5272811031135427,0.1742826233310968,0.17266435474340952,0.021251555824792174,0.010264241635519814,0.4029265589794633,0.11675878370299309,0.22491772326015966,0.2111040320023605,Poisson,control
m00_poisson,OU2.5,758,0.6875523585594583,0.6898782309589602,0.24721294772080826,0.24829171351414944,0.022230397870731736,0.01829866107755568,0.2902068427974982,0.7079376625841927,0.22491772326015966,0.2111040320023605,Poisson,control
m00_poisson,OU3.5,528,0.6207011766836672,0.6104589033548479,0.21382758548548364,0.2098660314894639,0.03057227711984584,0.01484560050373574,0.27947624895699563,0.3265579357351509,0.22491772326015966,0.2111040320023605,Poisson,control
m00_poisson,OU4.5,197,0.3317580202229207,0.5079080647524102,0.09066959059136491,0.09594017917176943,0.09281301149148248,0.09633684951953349,0.34143100939260795,0.3197359059330368,0.22491772326015966,0.2111040320023605,Poisson,control
m00_poisson,BTTS,356,0.6910813172515581,0.6833706365781275,0.24896775796143963,0.2451580767568855,0.035325585851323414,0.03004396402078209,0.2984887114592232,0.07307236039881282,0.22491772326015966,0.2111040320023605,Poisson,control
m05_poisson,all,4054,0.6117005508399512,0.619076062907883,0.21170318148975892,0.21141565678552537,0.013743129706644899,0.010773129258437713,0.104766254612082,0.1479548278018984,0.22382909760542746,0.2111040320023605,Joint Gamma-Poisson,control
m05_poisson,1X2,1785,0.615583560697691,0.6131180107974481,0.21285602600310086,0.21156444032291422,0.012427592819970856,0.018580646181840455,0.07693888905195523,0.32902138777066514,0.22382909760542746,0.2111040320023605,Joint Gamma-Poisson,control
m05_poisson,OU1.5,430,0.5207041400009377,0.5272811031135427,0.1702540808223448,0.17266435474340952,0.03217378313526977,0.010264241635519814,0.5882757950545352,0.11675878370299309,0.22382909760542746,0.2111040320023605,Joint Gamma-Poisson,control
m05_poisson,OU2.5,758,0.689861183954026,0.6898782309589602,0.24838943929089077,0.24829171351414944,0.03114914238476338,0.01829866107755568,0.048561211348808975,0.7079376625841927,0.22382909760542746,0.2111040320023605,Joint Gamma-Poisson,control
m05_poisson,OU3.5,528,0.6123487245995802,0.6104589033548479,0.21054494031896992,0.2098660314894639,0.046521929095638244,0.01484560050373574,0.2370732212178019,0.3265579357351509,0.22382909760542746,0.2111040320023605,Joint Gamma-Poisson,control
m05_poisson,OU4.5,197,0.3457635606685537,0.5079080647524102,0.09449952841298588,0.09594017917176943,0.08504118927386299,0.09633684951953349,0.3285411013170565,0.3197359059330368,0.22382909760542746,0.2111040320023605,Joint Gamma-Poisson,control
m05_poisson,BTTS,356,0.6819221111852717,0.6833706365781275,0.2444497360170407,0.2451580767568855,0.03661720938185401,0.03004396402078209,0.08033928068592405,0.07307236039881282,0.22382909760542746,0.2111040320023605,Joint Gamma-Poisson,control
m10_poisson,all,4054,0.6149470515422419,0.619076062907883,0.2131587696191199,0.21141565678552537,0.011956784622092166,0.010773129258437713,0.1348089151224547,0.1479548278018984,0.2263098552258869,0.2111040320023605,Poisson,control
m10_poisson,1X2,1785,0.6186726447396076,0.6131180107974481,0.21420664188312022,0.21156444032291422,0.010813653208301818,0.018580646181840455,0.373926678156862,0.32902138777066514,0.2263098552258869,0.2111040320023605,Poisson,control
m10_poisson,OU1.5,430,0.5327118803992755,0.5272811031135427,0.1745190839240803,0.17266435474340952,0.031835043801204166,0.010264241635519814,0.03625492366953864,0.11675878370299309,0.2263098552258869,0.2111040320023605,Poisson,control
m10_poisson,OU2.5,758,0.6875996373288185,0.6898782309589602,0.2472478897937949,0.24829171351414944,0.01088396528523316,0.01829866107755568,0.011361287405651066,0.7079376625841927,0.2263098552258869,0.2111040320023605,Poisson,control
m10_poisson,OU3.5,528,0.619979712405079,0.6104589033548479,0.21379301474173648,0.2098660314894639,0.02529013299904652,0.01484560050373574,0.243763120639081,0.3265579357351509,0.2263098552258869,0.2111040320023605,Poisson,control
m10_poisson,OU4.5,197,0.3297709444563465,0.5079080647524102,0.09026924259185448,0.09594017917176943,0.0886507990845817,0.09633684951953349,0.32620264061172244,0.3197359059330368,0.2263098552258869,0.2111040320023605,Poisson,control
m10_poisson,BTTS,356,0.6912468489250907,0.6833706365781275,0.24905600322825494,0.2451580767568855,0.020480621009969818,0.03004396402078209,0.0217709405304245,0.07307236039881282,0.2263098552258869,0.2111040320023605,Poisson,control
m12_poisson,all,4054,0.6127578845680203,0.619076062907883,0.21220093743552218,0.21141565678552537,0.012287239399716458,0.010773129258437713,0.10082189039962944,0.1479548278018984,0.2249329946938164,0.2111040320023605,Joint Gamma-Poisson,control
m12_poisson,1X2,1785,0.6170085958305986,0.6131180107974481,0.21349828472128515,0.21156444032291422,0.014035671593558308,0.018580646181840455,0.0543901595979539,0.32902138777066514,0.2249329946938164,0.2111040320023605,Joint Gamma-Poisson,control
m12_poisson,OU1.5,430,0.5244011461200865,0.5272811031135427,0.1715888375845024,0.17266435474340952,0.04355971027762078,0.010264241635519814,0.09647028868779328,0.11675878370299309,0.2249329946938164,0.2111040320023605,Joint Gamma-Poisson,control
m12_poisson,OU2.5,758,0.6897270450654828,0.6898782309589602,0.24833299640336687,0.24829171351414944,0.01327734213467759,0.01829866107755568,0.29520502821725225,0.7079376625841927,0.2249329946938164,0.2111040320023605,Joint Gamma-Poisson,control
m12_poisson,OU3.5,528,0.612295472402258,0.6104589033548479,0.2106650834674984,0.2098660314894639,0.01801258962446256,0.01484560050373574,0.06579831274875855,0.3265579357351509,0.2249329946938164,0.2111040320023605,Joint Gamma-Poisson,control
m12_poisson,OU4.5,197,0.3417058224247008,0.5079080647524102,0.09326920237599014,0.09594017917176943,0.0823020278680977,0.09633684951953349,0.10737899136856766,0.3197359059330368,0.2249329946938164,0.2111040320023605,Joint Gamma-Poisson,control
m12_poisson,BTTS,356,0.684961997314052,0.6833706365781275,0.24590829708459874,0.2451580767568855,0.040210337940266926,0.03004396402078209,0.10268053329853599,0.07307236039881282,0.2249329946938164,0.2111040320023605,Joint Gamma-Poisson,control
