team,mean,sd,q05,q50,q95,p_above_base,fold
airdrieonians,0.1364364308620407,0.07473195710983152,0.026144530656008334,0.13496396360546017,0.2575116375764047,0.525,8
hamilton-academical,0.1351414781546307,0.07205113565677974,0.020127803697405227,0.1330812006250771,0.2546314588828042,0.52275,8
stranraer,0.13478187389664817,0.06915438683389263,0.026596732187203702,0.13315448648496866,0.252942838605309,0.525,8
edinburgh-city-fc,0.13435995251977237,0.065566952886808,0.02998880874761594,0.13296139722417144,0.24145650228430948,0.51775,8
stenhousemuir,0.1335594817190608,0.06648825953649609,0.03081763447006327,0.13248407265019796,0.2434190463710112,0.51975,8
bonnyrigg-rose,0.13352377795224046,0.06872873275181092,0.022663089064655154,0.13189590295287046,0.2483230932564988,0.5155,8
forfar-athletic,0.13163330342301988,0.0673208273273704,0.026067284384821417,0.1299164009654113,0.24292600365692352,0.5,8
dunfermline-athletic,0.13103085733768677,0.07465516163959902,0.013857857998521423,0.12957707298864982,0.2513114511897678,0.49425,8
dumbarton,0.1298114650823865,0.0670238894638636,0.019715573091027932,0.12881504104693986,0.23757081406669353,0.4945,8
albion-rovers,0.1296246242957186,0.07616842093786175,0.006283320284953627,0.13061885038169335,0.254115875339017,0.49525,8
cove-rangers,0.12908069349293153,0.06924893859089981,0.012744853385480887,0.12896071019212074,0.24237949124806157,0.49325,8
stirling-albion,0.12789508867393892,0.0687800064967078,0.017014651015263095,0.12702365514013936,0.23746827283773358,0.4815,8
inverness-caledonian-thistle,0.11621479317421021,0.07207895761858613,-0.010190343651704568,0.12101554740782594,0.22166887548142522,0.4205,8
clyde-fc,0.11604871708782821,0.07047153973806464,-0.004994762307779774,0.11925101645864356,0.22517219918469286,0.4135,8
the-spartans-fc,0.11162988312363484,0.07151420906784095,-0.014568897781439785,0.11676351170610964,0.217781461996493,0.38375,8
alloa-athletic,0.11154600496627212,0.06924660968042975,-0.007917185925072602,0.11472652687317429,0.2146780609243715,0.384,8
arbroath,0.10614582995693347,0.07609869893961353,-0.02925582132174281,0.11362128038677793,0.21426441814951402,0.37075,8
kelty-hearts-fc,0.0968795215829484,0.07576576326662728,-0.04101250354534822,0.10646049671275566,0.2027746162168606,0.311,8
falkirk-fc,0.14520255781773772,0.07069558216034097,0.04270955333218506,0.13920432712171393,0.27054961920914533,0.6055,9
annan-athletic,0.14306806569916422,0.06614096002754914,0.042701734236165266,0.1396446444197319,0.25611108188560694,0.613,9
peterhead,0.13900469208986177,0.06629700233595022,0.03964995798534299,0.13561412137515558,0.250878736320415,0.5825,9
queen-of-the-south,0.13758408791462304,0.06582563945766025,0.03744862517790542,0.13536961430576178,0.248755139415304,0.5625,9
elgin-city,0.13507475370723876,0.06538829784179208,0.03535578938660156,0.13191353735871053,0.24536850877938243,0.5475,9
montrose,0.13506343470738225,0.06561264981124734,0.03308423354457129,0.13220503394853636,0.24509626109263902,0.554,9
dumbarton,0.13399264862778454,0.06491346501045811,0.030985747704200362,0.13176173494667826,0.24188757834916869,0.557,9
airdrieonians,0.1316029755273164,0.07300426721125663,0.019423501839598584,0.12953608666736027,0.24823740734194777,0.53525,9
hamilton-academical,0.13125468310671579,0.0672305376054486,0.025430241742029475,0.13090568515212242,0.24057265008862022,0.5425,9
east-fife,0.131187810369819,0.06378634245306286,0.03137838968867599,0.13038339078328948,0.23588001600482503,0.5275,9
stenhousemuir,0.12800132259289704,0.062346064766216944,0.027098919975069267,0.1280869405417897,0.2278235979146871,0.50225,9
bonnyrigg-rose,0.12734851280915693,0.06611658502162976,0.02107963928807427,0.12775632659259817,0.229081588152331,0.51925,9
dunfermline-athletic,0.12673713601455747,0.06947235715127718,0.01850705354817685,0.12653519129118593,0.23477865719679533,0.49875,9
stranraer,0.12592957742108823,0.0647083673781533,0.019212322457771127,0.12632570346170424,0.22788865240594658,0.4975,9
edinburgh-city-fc,0.12476761797269455,0.06311401408478859,0.02165799529599594,0.12627885046362664,0.22678582863223895,0.49725,9
cove-rangers,0.12462295093212422,0.06499323534162288,0.01753955383320121,0.12623576587938387,0.2263303341908907,0.48475,9
stirling-albion,0.12403638076795308,0.06480695596296975,0.018353822357612487,0.12546688154065944,0.22758391503226424,0.47925,9
albion-rovers,0.1236632385856986,0.07256065022224534,0.007702594957766106,0.12489314697268734,0.23453661776434054,0.4825,9
forfar-athletic,0.12224327132336212,0.06442610806484877,0.014218854079944748,0.12423154245307727,0.2240855653927286,0.473,9
clyde-fc,0.12038428907062376,0.06523099711169295,0.011362553048251688,0.12197694058508815,0.2215677547932089,0.453,9
inverness-caledonian-thistle,0.11395839913643968,0.07024812466629317,-0.0047297824807789384,0.11802784397386636,0.2183663660004314,0.421,9
alloa-athletic,0.11254619728625713,0.06908303591833287,-0.007448529572979246,0.11689573157765845,0.2178747325277613,0.41175,9
the-spartans-fc,0.10738492487450406,0.0683291504862593,-0.008927935412453654,0.11339896511527178,0.2081602049525674,0.38125,9
arbroath,0.10112454105051867,0.07517475012874675,-0.0335342497838962,0.11035296717785752,0.20429088965685815,0.35375,9
kelty-hearts-fc,0.09978979421605547,0.07325105729893397,-0.03670459472256321,0.10739864812217129,0.20147732651052322,0.33875,9
falkirk-fc,0.1462675586646815,0.07067563379546742,0.04348584293355335,0.14100190541924623,0.2691258299837824,0.629,10
annan-athletic,0.1446442223330392,0.06841269612877178,0.044276868590687024,0.13997545743129738,0.2622401229487944,0.613,10
peterhead,0.1405576222612709,0.0661915152975354,0.04443486673562412,0.1363014571670208,0.2530423678025029,0.58825,10
queen-of-the-south,0.13684239755757896,0.06521822323972955,0.03870649683939692,0.13379560025846893,0.24380376247794214,0.56325,10
elgin-city,0.13673690755964338,0.0651866109130411,0.038990543181590565,0.13345947071021455,0.24594560390793122,0.55025,10
montrose,0.13520101233624418,0.06673857417104562,0.03436871332697544,0.1322173623724902,0.24682984434462144,0.5485,10
dumbarton,0.13511251035606575,0.0641183750108174,0.03694794466955739,0.13416048733744404,0.24298990729593659,0.554,10
hamilton-academical,0.13346998043952263,0.06758718872142941,0.02962927973347149,0.13220227480661959,0.242236558150489,0.533,10
east-fife,0.13144444971525057,0.06601222420314402,0.029239282298854988,0.12996405059375998,0.24044919917734606,0.5195,10
airdrieonians,0.13144184817653684,0.07315119089236312,0.021654965189404372,0.12836120630712772,0.25085797444197583,0.51625,10
