model,level,group,n_bets,win_rate_pct,roi_pct,stake_share_pct,edge_mean_pp,odds_mean,capture_ratio
m05_joint_grw_smile_supremacy_w020,family,1X2_draw,302,23.509933774834437,9.570675616616423,11.805242080075562,0.26114665125492736,4.18541770440208,0.9436849415162848
m05_joint_grw_smile_supremacy_w020,family,1X2_home,305,39.67213114754099,17.704370650505382,38.86570359636447,5.645113719126532,3.273128271049374,0.8316717065798026
m05_joint_grw_smile_supremacy_w020,family,O/U 1.5_over_15,57,70.17543859649122,-0.6787878417069269,2.8502651973659687,1.0014130725234487,1.3661176794856706,1.091556256202744
m05_joint_grw_smile_supremacy_w020,family,O/U 2.5_under_25,195,46.15384615384615,10.669574270864132,12.361240633594143,3.1829900514732405,2.2734268529586825,1.1345470044817192
m05_joint_grw_smile_supremacy_w040,market,1X2,984,29.471544715447155,17.23983460502733,83.54346508741446,3.7387038091274047,3.9951995466645784,1.0653922856942757
m05_joint_grw_smile_supremacy_w040,market,totals,253,51.38339920948617,8.599851702148609,16.456534912585546,2.709195271529992,2.070075719349084,0.9804002466266474
m05_joint_grw_smile_supremacy_w040,family,1X2_away,389,25.96401028277635,19.362070150115823,34.1376888477944,5.2260579886341185,4.450159135982473,1.0751127156874858
m05_joint_grw_smile_supremacy_w040,family,1X2_draw,284,24.295774647887324,8.378804108862262,10.977811787138478,0.22428803295247235,4.199659952333687,0.3671706280019768
m05_joint_grw_smile_supremacy_w040,family,1X2_home,311,38.58520900321543,17.88588777700138,38.42796445248157,5.087621187280361,3.2394245130482333,0.8961359248814967
m05_joint_grw_smile_supremacy_w040,family,O/U 1.5_over_15,56,69.64285714285714,0.7756189809221337,2.967277633776677,0.9163708618071648,1.364123731931784,1.0852458034461039
m05_joint_grw_smile_supremacy_w040,family,O/U 2.5_under_25,197,46.192893401015226,10.320974687298543,13.48925727880886,3.2188306367303894,2.2707524264321752,1.1296564009416936
m05_joint_grw_smile_supremacy_w070,market,1X2,978,30.470347648261757,16.616947329992595,82.18897435583749,3.4718852532827165,3.975176743542357,1.0253128738314685
m05_joint_grw_smile_supremacy_w070,market,totals,253,52.569169960474305,10.22795162386768,17.81102564416248,2.679196264739109,2.066994776248994,0.9534875867053728
m05_joint_grw_smile_supremacy_w070,family,1X2_away,391,26.854219948849106,17.10913619064516,34.43424006456771,4.91613510319666,4.408434719713171,1.0178060060710543
m05_joint_grw_smile_supremacy_w070,family,1X2_draw,274,25.547445255474454,7.760401445325246,9.98906979375948,0.09211607120891573,4.207973839603527,-0.5319334680033337
m05_joint_grw_smile_supremacy_w070,family,1X2_home,313,39.29712460063898,18.510744421619993,37.765664497510315,4.626374277473995,3.2301598968856675,0.9063046665024872
m05_joint_grw_smile_supremacy_w070,family,O/U 1.5_over_15,53,71.69811320754717,2.162295073602227,3.0199425370801376,0.8183188882827007,1.3555100412583871,1.0917273389289692
m05_joint_grw_smile_supremacy_w070,family,O/U 2.5_under_25,200,47.5,11.87474240512984,14.791083107082343,3.1723287695000573,2.255538231021506,1.0996227578255229
