arm,fill_model,slate,as_of,fold_idx,n_fixtures,n_uncovered,n_blocked,n_legs,n_filled,bankroll_before,bankroll_after,risk_requested,venue_stake_requested,venue_stake_filled,risk_filled,net_pnl,slate_return,k_risk,slate_exposure,capped,warning
m05_wealth_grw_cal_optB,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,7,7,514.733242281117,502.3931185514065,17.71083317920133,17.846548611810785,17.846548611810785,17.71083317920133,-12.340123729710498,-0.02397382316911067,0.318001358883315,0.03870486563171943,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 7/8 accepted, 1 refused, 0 absent (87.5% of quoted)"
m05_wealth_grw_cal_optB,ladder_sweep_v1,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,9,9,502.3931185514065,510.0651424284177,28.53180071501647,32.26052391950691,32.26052391950691,28.53180071501647,7.672023877011215,0.015270957331447184,0.27518376447533094,0.06745765237922867,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42. | calibration scot_lower_t25_inv: 8/9 accepted, 1 refused, 0 absent (88.9% of quoted)"
m05_wealth_grw_cal_optB,ladder_sweep_v1,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,9,9,510.0651424284177,508.91520875869855,23.71438414414873,24.30604450103099,24.30604450103099,23.71438414414873,-1.149933669719129,-0.0022544839356092835,0.208947875233931,0.05195368963619459,false,"calibration scot_lower_t25_inv: 10/10 accepted, 0 refused, 0 absent (100.0% of quoted)"
m05_joint_td_raw,touch_only,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,8,8,500.0,521.8821022259885,24.312280137799373,24.763574285145094,22.544676847003448,22.093382699657727,21.88210222598854,0.04376420445197708,0.2386148686702889,0.053413827742085626,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_joint_td_raw,touch_only,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,13,13,521.8821022259885,521.8341845203438,39.28311372158255,39.762398040351,36.45765945703154,35.9783751382631,-0.04791770564478681,-9.18171085775944e-5,0.29692448770458685,0.07789704042536441,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_joint_td_raw,touch_only,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,12,12,521.8341845203438,537.4635361143214,49.68377501598086,56.657968083690655,53.066172623491354,46.091979555781556,15.629351593977669,0.029950800575366206,0.2847121146526446,0.10184624175200348,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42."
m05_joint_td_raw,touch_only,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,15,15,537.4635361143214,546.0582964633708,66.13547111620018,67.42578407171673,67.08972565239361,65.8464608755823,8.594760349049372,0.01599133666106275,0.22151081567277242,0.13248219534529831,false,
m05_joint_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,8,8,500.0,521.5368223744349,24.312280137799373,24.763574285145094,22.889956698557132,22.43866255121141,21.536822374434855,0.04307364474886971,0.2386148686702889,0.053413827742085626,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_joint_td_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,13,13,521.5368223744349,518.186384219913,39.25712381386872,39.73609103569569,39.73609103569569,39.25712381386872,-3.3504381545219513,-0.006424164144859785,0.29692448770458685,0.07789704042536441,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m05_joint_td_raw,ladder_sweep_v1,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,12,12,518.186384219913,538.9360895496379,49.33646835266515,56.26190941385195,56.04622293550953,49.120781874322724,20.749705329725025,0.04004293814273411,0.2847121146526446,0.10184624175200348,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42."
m05_joint_td_raw,ladder_sweep_v1,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,16,16,538.9360895496379,546.2628766940303,67.31838963941264,68.61223782038655,68.61223782038655,67.31838963941264,7.32678714439234,0.01359490909305215,0.22151081567277242,0.13248219534529831,false,
m12_hybrid_td_raw,touch_only,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,10,10,500.0,524.3286481184822,30.473678656540017,30.970634335856747,27.99199802833819,27.49504234902146,24.328648118482192,0.04865729623696438,0.24215548435059883,0.06513141057126504,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m12_hybrid_td_raw,touch_only,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,13,13,524.3286481184822,524.2842486396747,40.08810285490172,40.43819759371871,37.23437644672417,36.88428170790718,-0.044399478807471304,-8.467872004857226e-5,0.29653499301646336,0.08230871523375306,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m12_hybrid_td_raw,touch_only,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,13,13,524.2842486396747,538.4827671600704,48.57058063548104,55.52767495207569,53.00951166707308,46.05241735047843,14.198518520395634,0.02708171866165268,0.29261852480050327,0.09538722654866054,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42."
m12_hybrid_td_raw,touch_only,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,17,17,538.4827671600704,533.399934724213,69.42594570748058,70.66155126826604,70.5051381731671,69.2914304456955,-5.0828324358572665,-0.009439173815466474,0.22345764927078415,0.13820195853525982,false,
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,10,10,500.0,523.6194562290545,30.473678656540017,30.970634335856747,28.701189917765866,28.204234238449136,23.619456229054517,0.04723891245810903,0.24215548435059883,0.06513141057126504,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,13,13,523.6194562290545,520.375629053298,40.03388083688065,40.38350204759615,40.38350204759615,40.03388083688065,-3.2438271757565915,-0.006195008869833891,0.29653499301646336,0.08230871523375306,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41."
m12_hybrid_td_raw,ladder_sweep_v1,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,13,13,520.375629053298,536.9820792846167,48.208479498004344,55.11370760808857,54.2584588515035,47.353230741419274,16.606450231318707,0.031912428838241844,0.29261852480050327,0.09538722654866054,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42."
m12_hybrid_td_raw,ladder_sweep_v1,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,17,17,536.9820792846167,531.7792717188214,69.23246379623096,70.46462587024766,70.46462587024766,69.23246379623096,-5.202807565795293,-0.009688978024604892,0.22345764927078415,0.13820195853525982,false,
m12_hybrid_td_cal_optB,touch_only,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,1,1,500.0,511.7235432973863,4.691293836489116,4.691293836489116,4.691293836489116,4.691293836489116,11.7235432973863,0.023447086594772598,0.22674126851001458,0.018490696071268565,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 8/8 accepted, 0 refused, 0 absent (100.0% of quoted)"
m12_hybrid_td_cal_optB,touch_only,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,5,5,511.7235432973863,499.7483576828574,11.975185614528927,11.975185614528927,11.975185614528927,11.975185614528927,-11.975185614528927,-0.023401670240467305,0.3032952994580193,0.02988570241548982,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 7/8 accepted, 1 refused, 0 absent (87.5% of quoted)"
m12_hybrid_td_cal_optB,touch_only,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,8,8,499.7483576828574,498.71316638446046,18.297641851057534,23.016228598444624,23.016228598444624,18.297641851057534,-1.0351912983969302,-0.002071425113224419,0.3255455063534134,0.04160062087766296,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42. | calibration scot_lower_t25_inv: 8/9 accepted, 1 refused, 0 absent (88.9% of quoted)"
m12_hybrid_td_cal_optB,touch_only,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,9,9,498.71316638446046,496.60670417975564,23.12181045490108,23.961845885348936,23.961845885348936,23.12181045490108,-2.106462204704832,-0.004223795052326631,0.20378169811165697,0.05430148716742651,false,"calibration scot_lower_t25_inv: 10/10 accepted, 0 refused, 0 absent (100.0% of quoted)"
m12_hybrid_td_cal_optB,ladder_sweep_v1,2026-08-01,2026-08-01T13:35:00.0,41,10,2,0,1,1,500.0,511.7235432973863,4.691293836489116,4.691293836489116,4.691293836489116,4.691293836489116,11.7235432973863,0.023447086594772598,0.22674126851001458,0.018490696071268565,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 8/8 accepted, 0 refused, 0 absent (100.0% of quoted)"
m12_hybrid_td_cal_optB,ladder_sweep_v1,2026-08-08,2026-08-08T13:35:00.0,41,10,2,0,5,5,511.7235432973863,499.7483576828574,11.975185614528927,11.975185614528927,11.975185614528927,11.975185614528927,-11.975185614528927,-0.023401670240467305,0.3032952994580193,0.02988570241548982,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 41 (matched 8 of 8 fixtures via get_next_matches); conditioning on 41. | calibration scot_lower_t25_inv: 7/8 accepted, 1 refused, 0 absent (87.5% of quoted)"
m12_hybrid_td_cal_optB,ladder_sweep_v1,2026-08-15,2026-08-15T13:35:00.0,42,9,0,0,8,8,499.7483576828574,498.71316638446046,18.297641851057534,23.016228598444624,23.016228598444624,18.297641851057534,-1.0351912983969302,-0.002071425113224419,0.3255455063534134,0.04160062087766296,false,"split 43 is the most recent trained fold, but the card being priced is the NEXT round of split 42 (matched 9 of 9 fixtures via get_next_matches); conditioning on 42. | calibration scot_lower_t25_inv: 8/9 accepted, 1 refused, 0 absent (88.9% of quoted)"
m12_hybrid_td_cal_optB,ladder_sweep_v1,2026-09-05,2026-09-05T13:35:00.0,43,10,0,0,9,9,498.71316638446046,496.60670417975564,23.12181045490108,23.961845885348936,23.961845885348936,23.12181045490108,-2.106462204704832,-0.004223795052326631,0.20378169811165697,0.05430148716742651,false,"calibration scot_lower_t25_inv: 10/10 accepted, 0 refused, 0 absent (100.0% of quoted)"
